Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Freddie Ljungberg,21,Sweden,Attacking Midfield,AM,-,Halmstads BK,Sweden,£4.05m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/freddie-ljungberg/profil/spieler/3134
Arsenal FC,Nelson Vivas,28,Argentina,Right-Back,RB,-,FC Lugano,Switzerland,£1.98m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/nelson-vivas/profil/spieler/30936
Arsenal FC,David Grondin,18,France,Left-Back,LB,-,AS Saint-Étienne,France,?,In,1998,s,premier-league,https://www.transfermarkt.co.uk/david-grondin/profil/spieler/12626
Arsenal FC,Néstor Caballero,20,Argentina,Centre-Forward,CF,-,Club Cerro Porteño,Paraguay,Loan,In,1998,s,premier-league,https://www.transfermarkt.co.uk/nestor-caballero/profil/spieler/12808
Arsenal FC,Tommy Black,18,England,Right Midfield,RM,-,Arsenal FC U18,England,-,In,1998,s,premier-league,https://www.transfermarkt.co.uk/tommy-black/profil/spieler/13992
Arsenal FC,Lee Canoville,17,England,Right-Back,RB,-,Arsenal FC U18,England,-,In,1998,s,premier-league,https://www.transfermarkt.co.uk/lee-canoville/profil/spieler/34604
Arsenal FC,Ömer Riza,18,Turkey,Second Striker,SS,-,Arsenal FC U18,England,-,In,1998,s,premier-league,https://www.transfermarkt.co.uk/omer-riza/profil/spieler/10150
Arsenal FC,David Livermore,18,England,Central Midfield,CM,-,Arsenal FC U18,England,-,In,1998,s,premier-league,https://www.transfermarkt.co.uk/david-livermore/profil/spieler/13591
Arsenal FC,Vince Bartram,29,England,Goalkeeper,GK,-,Huddersfield Town,England,"End of loanJun 30, 1998",In,1998,s,premier-league,https://www.transfermarkt.co.uk/vince-bartram/profil/spieler/13778
Derby County,Horacio Carbonari,24,Argentina,Centre-Back,CB,-,Club Atlético Rosario Central,Argentina,£2.70m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/horacio-carbonari/profil/spieler/30799
Derby County,Spencer Prior,27,England,Centre-Back,CB,-,Leicester City,England,£900Th.,In,1998,s,premier-league,https://www.transfermarkt.co.uk/spencer-prior/profil/spieler/12722
Derby County,Mikkel Beck,25,Denmark,Centre-Forward,CF,-,Middlesbrough FC,England,£630Th.,In,1998,s,premier-league,https://www.transfermarkt.co.uk/mikkel-beck/profil/spieler/5650
Derby County,Kevin Harper,22,Scotland,Right Midfield,RM,-,Hibernian FC,Scotland,£405Th.,In,1998,s,premier-league,https://www.transfermarkt.co.uk/kevin-harper/profil/spieler/9220
Derby County,Malcolm Christie,19,England,Right Winger,RW,-,Nuneaton Town,England,£68Th.,In,1998,s,premier-league,https://www.transfermarkt.co.uk/malcolm-christie/profil/spieler/3790
Derby County,Stefan Schnoor,27,Germany,Centre-Back,CB,-,Hamburger SV,Germany,Free transfer,In,1998,s,premier-league,https://www.transfermarkt.co.uk/stefan-schnoor/profil/spieler/702
Derby County,Brian Launders,22,Ireland,Midfielder,Midfielder,-,SC Veendam,Netherlands,?,In,1998,s,premier-league,https://www.transfermarkt.co.uk/brian-launders/profil/spieler/227861
Derby County,Tony Dorigo,32,England,Left-Back,LB,-,Torino Calcio,Italy,?,In,1998,s,premier-league,https://www.transfermarkt.co.uk/tony-dorigo/profil/spieler/101324
Derby County,Jonathan Hunt,26,England,Forward,Forward,-,Sheffield United,England,"End of loanSep 1, 1998",In,1998,s,premier-league,https://www.transfermarkt.co.uk/jonathan-hunt/profil/spieler/107811
Derby County,Marc Bridge-Wilkinson,20,England,Central Midfield,CM,-,Carlisle United,England,"End of loanMay 1, 1999",In,1998,s,premier-league,https://www.transfermarkt.co.uk/marc-bridge-wilkinson/profil/spieler/39231
Derby County,Richard Knight,19,England,Goalkeeper,GK,-,Carlisle United,England,"End of loanApr 26, 1999",In,1998,s,premier-league,https://www.transfermarkt.co.uk/richard-knight/profil/spieler/468494
Derby County,Adam Murray,16,England,Central Midfield,CM,-,Derby County U18,England,-,In,1998,s,premier-league,https://www.transfermarkt.co.uk/adam-murray/profil/spieler/9408
Everton FC,Ibrahima Bakayoko,21,Cote d'Ivoire,Centre-Forward,CF,-,HSC Montpellier,France,£6.08m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/ibrahima-bakayoko/profil/spieler/3899
Everton FC,Olivier Dacourt,23,France,Defensive Midfield,DM,-,RC Strasbourg Alsace,France,£5.40m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/olivier-dacourt/profil/spieler/3572
Everton FC,Steve Simonsen,19,England,Goalkeeper,GK,-,Tranmere Rovers,England,£4.46m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/steve-simonsen/profil/spieler/3583
Everton FC,David Unsworth,24,England,Left-Back,LB,-,Aston Villa,England,£4.14m,In,1998,s,premier-league,https://www.transfermarkt.co.uk/david-unsworth/profil/spieler/3272
