Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Girondins Bordeaux,Hervé Alicarte,23,France,Sweeper,SW,-,HSC Montpellier,France,£2.97m,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/herve-alicarte/profil/spieler/5718
FC Girondins Bordeaux,Ivan Vukomanovic,21,Serbia,Defensive Midfield,DM,-,FK Obilic,Serbia,Free transfer,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/ivan-vukomanovic/profil/spieler/53
FC Girondins Bordeaux,Ali Benarbia,29,Algeria,Attacking Midfield,AM,-,AS Monaco,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/ali-benarbia/profil/spieler/3300
FC Girondins Bordeaux,Víctor Torres Mestre,27,Spain,Left-Back,LB,-,RCD Espanyol Barcelona,Spain,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/victor-torres-mestre/profil/spieler/171914
FC Girondins Bordeaux,Pascal Feindouno,17,Guinea,Right Winger,RW,-,FC Girondins Bordeaux U19,France,-,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/pascal-feindouno/profil/spieler/3914
FC Girondins Bordeaux,Bruno Da Rocha,20,France,Midfielder,Midfielder,-,FC Girondins Bordeaux B,France,-,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/bruno-da-rocha/profil/spieler/149269
FC Girondins Bordeaux,Sylvain N'Diaye,22,Senegal,Defensive Midfield,DM,-,FC Martigues,France,"End of loanJun 30, 1998",In,1998,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-ndiaye/profil/spieler/5649
FC Girondins Bordeaux,Kaba Diawara,22,Guinea,Centre-Forward,CF,-,Stade Rennais FC,France,"End of loanJun 1, 1998",In,1998,s,ligue-1,https://www.transfermarkt.co.uk/kaba-diawara/profil/spieler/5571
AS Monaco,Sabri Lamouchi,26,France,Central Midfield,CM,-,AJ Auxerre,France,£1.35m,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/sabri-lamouchi/profil/spieler/5872
AS Monaco,Moussa N'Diaye,19,Senegal,Right Winger,RW,-,FC Istres Ville Nouvelle ,France,Free transfer,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/moussa-ndiaye/profil/spieler/17690
AS Monaco,Pontus Farnerud,18,Sweden,Central Midfield,CM,-,Landskrona BoIS,Sweden,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/pontus-farnerud/profil/spieler/3439
AS Monaco,Jean-Marie Aubry,29,France,Goalkeeper,GK,-,LOSC Lille,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/jean-marie-aubry/profil/spieler/151301
AS Monaco,Samuel Monin,18,Senegal,Goalkeeper,GK,-,,Unknown,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/samuel-monin/profil/spieler/172236
AS Monaco,Franck Gava,28,France,Left Midfield,LM,-,Paris Saint-Germain,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/franck-gava/profil/spieler/158092
Olympique Marseille,Florian Maurice,24,France,Centre-Forward,CF,-,Paris Saint-Germain,France,£5.40m,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/florian-maurice/profil/spieler/5600
Olympique Marseille,Cheriffe Maman-Touré,20,Togo,Midfielder,Midfielder,-,1.FC Nuremberg,Germany,Free transfer,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/cheriffe-maman-toure/profil/spieler/13369
Olympique Marseille,Robert Pirès,24,France,Left Midfield,LM,-,FC Metz,France,Free transfer,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/robert-pires/profil/spieler/3185
Olympique Marseille,Daniel Bravo,35,France,Defensive Midfield,DM,-,Olympique Lyon,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/daniel-bravo/profil/spieler/106846
Olympique Marseille,Patrick Blondeau,30,France,Right-Back,RB,-,FC Girondins Bordeaux,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/patrick-blondeau/profil/spieler/25883
Olympique Marseille,Eduardo Berizzo,28,Argentina,Centre-Back,CB,-,Club Atlético River Plate,Argentina,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/eduardo-berizzo/profil/spieler/7539
Olympique Marseille,Jocelyn Gourvennec,26,France,Attacking Midfield,AM,-,FC Nantes,France,?,In,1998,s,ligue-1,https://www.transfermarkt.co.uk/jocelyn-gourvennec/profil/spieler/5590
