Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
1.FC Kaiserslautern,Hany Ramzy,29,Egypt,Centre-Back,CB,-,SV Werder Bremen,Germany,£1.04m,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/hany-ramzy/profil/spieler/17
1.FC Kaiserslautern,Samir Kamouna,26,Egypt,Sweeper,SW,-,El Ahly Cairo,Egypt,£540Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/samir-kamouna/profil/spieler/21
1.FC Kaiserslautern,Uwe Gospodarek,24,Germany,Goalkeeper,GK,-,VfL Bochum,Germany,£158Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/uwe-gospodarek/profil/spieler/6
1.FC Kaiserslautern,Uwe Rösler,29,Germany,Centre-Forward,CF,-,Manchester City,England,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/uwe-rosler/profil/spieler/1440
1.FC Kaiserslautern,Júnior,20,Brazil,Right Midfield,RM,-,1.FC Kaiserslautern II,Germany,-,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/junior/profil/spieler/770
1.FC Nuremberg,Pavel Kuka,29,Czech Republic,Centre-Forward,CF,-,1.FC Kaiserslautern,Germany,£1.58m,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/pavel-kuka/profil/spieler/457
1.FC Nuremberg,Andriy Polunin,27,Ukraine,Central Midfield,CM,-,Karpaty Lviv,Ukraine,£450Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/andriy-polunin/profil/spieler/2715
1.FC Nuremberg,Stephan Täuber,31,Germany,Centre-Back,CB,-,SpVgg Unterhaching,Germany,£383Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/stephan-tauber/profil/spieler/874
1.FC Nuremberg,Darius Kampa,21,Germany,Goalkeeper,GK,-,FC Augsburg,Germany,£270Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/darius-kampa/profil/spieler/776
1.FC Nuremberg,Jochen Weigl,27,Germany,Right Midfield,RM,-,SpVgg Greuther Fürth,Germany,£225Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/jochen-weigl/profil/spieler/772
1.FC Nuremberg,Heiko Gerber,25,Germany,Left-Back,LB,-,Arminia Bielefeld,Germany,Loan fee:£135Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/heiko-gerber/profil/spieler/596
1.FC Nuremberg,Christian Horcher,20,Germany,Goalkeeper,GK,-,SpVgg Jahn Forchheim,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/christian-horcher/profil/spieler/774
1.FC Nuremberg,Markus Lösch,26,Germany,Defensive Midfield,DM,-,Stuttgarter Kickers,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/markus-losch/profil/spieler/432
1.FC Nuremberg,Martin Molz,26,Germany,Centre-Back,CB,-,SC Idar-Oberstein,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/martin-molz/profil/spieler/988
1.FC Nuremberg,Tobias Zellner,20,Germany,Central Midfield,CM,-,1.FC Miltach,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/tobias-zellner/profil/spieler/2684
1.FC Nuremberg,Sven Günther,24,Germany,Defensive Midfield,DM,-,FSV Zwickau,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/sven-gunther/profil/spieler/766
1.FC Nuremberg,Niklas Skoog,24,Sweden,Centre-Forward,CF,-,MSV Duisburg,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/niklas-skoog/profil/spieler/3008
1.FC Nuremberg,Matthias Maucksch,29,Germany,Sweeper,SW,-,VfB Leipzig,Germany,?,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/matthias-maucksch/profil/spieler/4706
1.FC Nuremberg,Ersen Martin,19,Turkey,Centre-Forward,CF,-,1.FC Nürnberg U19,Germany,-,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/ersen-martin/profil/spieler/7035
Bayer 04 Leverkusen,Zé Roberto,23,Brazil,Left Midfield,LM,-,Real Madrid,Spain,£6.30m,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/ze-roberto/profil/spieler/89
Bayer 04 Leverkusen,Adam Matysek,29,Poland,Goalkeeper,GK,-,FC Gütersloh,Germany,£900Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/adam-matysek/profil/spieler/79
Bayer 04 Leverkusen,Zoran Mamic,26,Croatia,Centre-Back,CB,-,VfL Bochum,Germany,£720Th.,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/zoran-mamic/profil/spieler/78
Bayer 04 Leverkusen,Jörg Reeb,26,Germany,Defensive Midfield,DM,-,Arminia Bielefeld,Germany,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/jorg-reeb/profil/spieler/87
Bayer 04 Leverkusen,Aaron Mokoena,17,South Africa,Centre-Back,CB,-,Jomo Cosmos,South Africa,Free transfer,In,1998,s,1-bundesliga,https://www.transfermarkt.co.uk/aaron-mokoena/profil/spieler/4756
