Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atalanta BC,Alberto Paloschi,26,Italy,Centre-Forward,CF,£5.40m,Swansea City,England,£6.03m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/alberto-paloschi/profil/spieler/68306
Atalanta BC,Bryan Cabezas,19,Ecuador,Left Winger,LW,£1.08m,Independiente del Valle,Ecuador,£2.25m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/bryan-cabezas/profil/spieler/312735
Atalanta BC,Ervin Zukanovic,29,Bosnia-Herzegovina,Centre-Back,CB,£3.42m,AS Roma,Italy,Loan fee:£900Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/ervin-zukanovic/profil/spieler/44059
Atalanta BC,Etrit Berisha,27,Albania,Goalkeeper,GK,£3.15m,SS Lazio,Italy,Loan fee:£630Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/etrit-berisha/profil/spieler/77825
Atalanta BC,Alberto Grassi,21,Italy,Central Midfield,CM,£3.60m,SSC Napoli,Italy,Loan fee:£360Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/alberto-grassi/profil/spieler/197473
Atalanta BC,Abdoulay Konko,32,France,Right-Back,RB,£810Th.,SS Lazio,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/abdoulay-konko/profil/spieler/22139
Atalanta BC,Aleksandar Pesic,24,Serbia,Centre-Forward,CF,£1.35m,FC Toulouse,France,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/aleksandar-pesic/profil/spieler/73457
Atalanta BC,Leonardo Spinazzola,23,Italy,Left-Back,LB,£810Th.,Juventus FC,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/leonardo-spinazzola/profil/spieler/118689
Atalanta BC,Stefano Mazzini,17,Italy,Goalkeeper,GK,£68Th.,Atalanta Primavera,Italy,-,In,2016,s,serie-a,https://www.transfermarkt.co.uk/stefano-mazzini/profil/spieler/346528
Bologna FC 1909,Simone Verdi,23,Italy,Right Winger,RW,£1.80m,AC Milan,Italy,£5.76m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/simone-verdi/profil/spieler/130360
Bologna FC 1909,Luca Rizzo,24,Italy,Central Midfield,CM,£3.15m,UC Sampdoria,Italy,£5.40m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/luca-rizzo/profil/spieler/167895
Bologna FC 1909,Godfred Donsah,20,Ghana,Central Midfield,CM,£4.50m,Cagliari Calcio,Italy,£4.50m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/godfred-donsah/profil/spieler/291266
Bologna FC 1909,Ladislav Krejci,24,Czech Republic,Left Midfield,LM,£3.60m,AC Sparta Praha,Czech Republic,£3.42m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/ladislav-krejci/profil/spieler/140206
Bologna FC 1909,Lorenzo Crisetig,23,Italy,Defensive Midfield,DM,£2.97m,Inter Milan,Italy,£2.43m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-crisetig/profil/spieler/110928
Bologna FC 1909,Ádám Nagy,21,Hungary,Defensive Midfield,DM,£1.35m,Ferencvárosi TC,Hungary,£1.62m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/adam-nagy/profil/spieler/368559
Bologna FC 1909,Federico Di Francesco,22,Italy,Left Winger,LW,£900Th.,SS Virtus Lanciano,Italy,£1.26m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/federico-di-francesco/profil/spieler/38607
Bologna FC 1909,Blerim Dzemaili,30,Switzerland,Central Midfield,CM,£3.15m,Galatasaray SK,Turkey,£1.17m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/blerim-dzemaili/profil/spieler/9967
Bologna FC 1909,Deian Boldor,21,Romania,Centre-Back,CB,£90Th.,SS Virtus Lanciano,Italy,£180Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/deian-boldor/profil/spieler/239570
Bologna FC 1909,Filippo Perucchini,24,Italy,Goalkeeper,GK,£270Th.,US Lecce,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/filippo-perucchini/profil/spieler/88701
Bologna FC 1909,Lorenzo Musto,20,Italy,Centre-Forward,CF,£180Th.,SEF Torres 1903,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/lorenzo-musto/profil/spieler/256356
Bologna FC 1909,Vasilios Torosidis,31,Greece,Right-Back,RB,£1.80m,AS Roma,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/vasilios-torosidis/profil/spieler/24977
Bologna FC 1909,Andrea Vassallo,18,Italy,Left Winger,LW,£225Th.,Milan Primavera,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/andrea-vassallo/profil/spieler/319727
Bologna FC 1909,Filip Helander,23,Sweden,Centre-Back,CB,£1.26m,Hellas Verona,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/filip-helander/profil/spieler/198067
Bologna FC 1909,Alfred Gomis,22,Senegal,Goalkeeper,GK,£1.98m,Torino FC,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/alfred-gomis/profil/spieler/163568
Bologna FC 1909,Federico Viviani,24,Italy,Defensive Midfield,DM,£3.42m,Hellas Verona,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/federico-viviani/profil/spieler/165900
Bologna FC 1909,Umar Sadiq,19,Nigeria,Centre-Forward,CF,£2.25m,AS Roma,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/umar-sadiq/profil/spieler/337715
Bologna FC 1909,Mouhamadou Sarr,19,Senegal,Goalkeeper,GK,£68Th.,Bologna Primavera,Italy,-,In,2016,s,serie-a,https://www.transfermarkt.co.uk/mouhamadou-sarr/profil/spieler/338101
Cagliari Calcio,Artur Ionita,25,Moldova,Central Midfield,CM,£1.62m,Hellas Verona,Italy,£4.05m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/artur-ionita/profil/spieler/98888
Cagliari Calcio,Mauricio Isla,28,Chile,Right-Back,RB,£5.40m,Juventus FC,Italy,£3.60m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/mauricio-isla/profil/spieler/43722
Cagliari Calcio,Simone Padoin,32,Italy,Central Midfield,CM,£1.35m,Juventus FC,Italy,£531Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/simone-padoin/profil/spieler/56703
Cagliari Calcio,Rafael,34,Brazil,Goalkeeper,GK,£540Th.,Hellas Verona,Italy,£135Th.,In,2016,s,serie-a,https://www.transfermarkt.co.uk/rafael/profil/spieler/84467
Cagliari Calcio,Bruno Alves,34,Portugal,Centre-Back,CB,£1.80m,Fenerbahce SK,Turkey,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/bruno-alves/profil/spieler/13121
Cagliari Calcio,Marko Pajac,23,Croatia,Left Midfield,LM,£270Th.,NK Celje ,Slovenia,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/marko-pajac/profil/spieler/190634
Cagliari Calcio,Marco Borriello,34,Italy,Centre-Forward,CF,£720Th.,Atalanta BC,Italy,Free transfer,In,2016,s,serie-a,https://www.transfermarkt.co.uk/marco-borriello/profil/spieler/5825
Cagliari Calcio,Panagiotis Tachtsidis,25,Greece,Defensive Midfield,DM,£1.98m,Torino FC,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/panagiotis-tachtsidis/profil/spieler/62415
Cagliari Calcio,Luca Bittante,23,Italy,Right-Back,RB,£990Th.,FC Empoli,Italy,Loan,In,2016,s,serie-a,https://www.transfermarkt.co.uk/luca-bittante/profil/spieler/163062
Chievo Verona,Mattia Bani,22,Italy,Centre-Back,CB,£450Th.,FC Pro Vercelli 1892,Italy,£5.54m,In,2016,s,serie-a,https://www.transfermarkt.co.uk/mattia-bani/profil/spieler/176139
