Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Girondins Bordeaux,Kaba Diawara,19,Guinea,Centre-Forward,CF,-,Sporting Club de Toulon 83,France,Free transfer,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/kaba-diawara/profil/spieler/5571
FC Girondins Bordeaux,Mirza Varesanovic,23,Bosnia-Herzegovina,Sweeper,SW,-,FK Sarajevo,Bosnia-Herzegovina,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/mirza-varesanovic/profil/spieler/7321
FC Girondins Bordeaux,Didier Tholot,31,France,Centre-Forward,CF,-,FC Martigues,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/didier-tholot/profil/spieler/112543
FC Girondins Bordeaux,Laurent Croci,30,France,Defensive Midfield,DM,-,FC Sochaux-Montbéliard,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/laurent-croci/profil/spieler/168570
FC Girondins Bordeaux,Kodjo Julien Afanou,17,Togo,Centre-Back,CB,-,FC Girondins Bordeaux U19,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/kodjo-julien-afanou/profil/spieler/3917
FC Girondins Bordeaux,Jean-Yves De Blasiis,21,France,Midfielder,Midfielder,-,FC Girondins Bordeaux B,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/jean-yves-de-blasiis/profil/spieler/152748
FC Girondins Bordeaux,Franck Fontan,21,France,Goalkeeper,GK,-,FC Girondins Bordeaux B,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/franck-fontan/profil/spieler/173687
FC Girondins Bordeaux,Raphael Camacho,20,France,Midfielder,Midfielder,-,FC Girondins Bordeaux U19,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/raphael-camacho/profil/spieler/111282
AS Monaco,Basile Boli,28,France,Centre-Back,CB,-,Rangers FC,Scotland,£2.34m,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/basile-boli/profil/spieler/101109
AS Monaco,Ali Benarbia,26,Algeria,Attacking Midfield,AM,-,FC Martigues,France,Free transfer,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/ali-benarbia/profil/spieler/3300
AS Monaco,Fabien Barthez,24,France,Goalkeeper,GK,-,Olympique Marseille,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/fabien-barthez/profil/spieler/3289
AS Monaco,David Trézéguet,17,France,Centre-Forward,CF,-,Club Atlético Platense,Argentina,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/david-trezeguet/profil/spieler/4146
AS Monaco,David di Tommaso,15,France,Centre-Back,CB,-,AS Monaco U19,Monaco,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/david-di-tommaso/profil/spieler/17997
AS Monaco,Tony Sylva,20,Senegal,Goalkeeper,GK,-,AS Monaco B,Monaco,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/tony-sylva/profil/spieler/5282
Stade Rennais FC,Goran Pandurovic,31,Serbia,Goalkeeper,GK,-,FK Partizan Belgrade,Serbia,£45Th.,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/goran-pandurovic/profil/spieler/173623
Stade Rennais FC,Jean-Claude Darcheville,19,French Guiana,Centre-Forward,CF,-,US Sinnamary,French Guiana,Free transfer,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/jean-claude-darcheville/profil/spieler/5382
Stade Rennais FC,Stéphane Ziani,23,France,Attacking Midfield,AM,-,SC Bastia,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/stephane-ziani/profil/spieler/5514
Stade Rennais FC,Stéphane Le Garrec,26,France,Goalkeeper,GK,-,Union Sportive Valenciennes-Anzin Arrondissement,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/stephane-le-garrec/profil/spieler/23943
Stade Rennais FC,Ousmane Dabo,18,France,Defensive Midfield,DM,-,FC Stade Rennes U19,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/ousmane-dabo/profil/spieler/3904
Stade Rennais FC,Saliou Lassissi,16,Cote d'Ivoire,Centre-Back,CB,-,FC Stade Rennes U19,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/saliou-lassissi/profil/spieler/4152
Stade Rennais FC,Jean-Pierre Cyprien,26,France,Centre-Back,CB,-,Torino Calcio,Italy,"End of loanJul 1, 1995",In,1995,s,ligue-1,https://www.transfermarkt.co.uk/jean-pierre-cyprien/profil/spieler/158230
Stade Rennais FC,Mikaël Silvestre,17,France,Centre-Back,CB,-,FC Stade Rennes B,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/mikael-silvestre/profil/spieler/3393
Stade Rennais FC,Tony Heurtebis,20,France,Goalkeeper,GK,-,FC Stade Rennes B,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/tony-heurtebis/profil/spieler/31757
AJ Auxerre,Stéphane Guivarc'h,24,France,Centre-Forward,CF,-,EA Guingamp,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/stephane-guivarch/profil/spieler/102753
AJ Auxerre,Awudu Issaka,16,Ghana,Attacking Midfield,AM,-,RSC Anderlecht U19,Belgium,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/awudu-issaka/profil/spieler/575
AJ Auxerre,Abdelhafid Tasfaout,26,Algeria,Attacking Midfield,AM,-,MC Oran,Algeria,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/abdelhafid-tasfaout/profil/spieler/155601
AJ Auxerre,Laurent Blanc,29,France,Sweeper,SW,-,AS Saint-Étienne,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/laurent-blanc/profil/spieler/3113
AJ Auxerre,Ronan Le Crom,20,France,Goalkeeper,GK,-,AJ Auxerre B,France,-,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/ronan-le-crom/profil/spieler/5444
AJ Auxerre,Thomas Deniaud,24,France,Centre-Forward,CF,-,SCO Angers,France,"End of loanJun 30, 1996",In,1995,s,ligue-1,https://www.transfermarkt.co.uk/thomas-deniaud/profil/spieler/149270
FC Metz,Stéphane Adam,26,France,Centre-Forward,CF,-,SC Amiens,France,Free transfer,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/stephane-adam/profil/spieler/157670
FC Metz,Patrick M'Boma,24,Cameroon,Centre-Forward,CF,-,Paris Saint-Germain,France,Loan,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/patrick-mboma/profil/spieler/26415
FC Metz,Olivier Tingry,23,France,Goalkeeper,GK,-,Association Troyes Aube Champagne,France,Loan,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/olivier-tingry/profil/spieler/29317
FC Metz,Frédéric Arpinon,26,France,Attacking Midfield,AM,-,CS Sedan-Ardennes,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/frederic-arpinon/profil/spieler/156993
FC Metz,Stephane D'Angelo,34,France,Goalkeeper,GK,-,GFC Ajaccio,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/stephane-dangelo/profil/spieler/408009
FC Metz,Jocelyn Blanchard,23,France,Defensive Midfield,DM,-,USL Dunkerque,France,?,In,1995,s,ligue-1,https://www.transfermarkt.co.uk/jocelyn-blanchard/profil/spieler/5483
