Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atlético Madrid,Leo Biagini,18,Argentina,Centre-Forward,CF,-,Club Atlético Newell's Old Boys,Argentina,£1.08m,In,1995,s,laliga,https://www.transfermarkt.co.uk/leo-biagini/profil/spieler/7688
Atlético Madrid,Milinko Pantic,28,Serbia,Attacking Midfield,AM,-,Panionios Athens,Greece,£450Th.,In,1995,s,laliga,https://www.transfermarkt.co.uk/milinko-pantic/profil/spieler/171756
Atlético Madrid,Fernando Correa,21,Uruguay,Forward,Forward,-,Atletico River Plate Montevideo,Uruguay,£108Th.,In,1995,s,laliga,https://www.transfermarkt.co.uk/fernando-correa/profil/spieler/14212
Atlético Madrid,José Francisco Molina,24,Spain,Goalkeeper,GK,-,Albacete Balompié,Spain,Free transfer,In,1995,s,laliga,https://www.transfermarkt.co.uk/jose-francisco-molina/profil/spieler/7485
Atlético Madrid,Lyuboslav Penev,28,Bulgaria,Centre-Forward,CF,-,Valencia CF,Spain,?,In,1995,s,laliga,https://www.transfermarkt.co.uk/lyuboslav-penev/profil/spieler/104053
Atlético Madrid,Iván Rocha,27,Brazil,Left-Back,LB,-,Real Valladolid CF,Spain,"End of loanJul 1, 1996",In,1995,s,laliga,https://www.transfermarkt.co.uk/ivan-rocha/profil/spieler/253985
Atlético Madrid,Juan Carlos,22,Spain,Forward,Forward,-,CA Marbella,Spain,"End of loanJul 1, 1995",In,1995,s,laliga,https://www.transfermarkt.co.uk/juan-carlos/profil/spieler/173135
Atlético Madrid,José Soler,27,Spain,Midfielder,Midfielder,-,CA Osasuna,Spain,"End of loanJun 1, 1995",In,1995,s,laliga,https://www.transfermarkt.co.uk/jose-soler/profil/spieler/262964
FC Barcelona,Meho Kodro,28,Bosnia-Herzegovina,Centre-Forward,CF,-,Real Sociedad,Spain,£4.95m,In,1995,s,laliga,https://www.transfermarkt.co.uk/meho-kodro/profil/spieler/8012
FC Barcelona,Robert Prosinecki,26,Croatia,Central Midfield,CM,-,Real Oviedo,Spain,£2.70m,In,1995,s,laliga,https://www.transfermarkt.co.uk/robert-prosinecki/profil/spieler/8013
FC Barcelona,Ángel Cuéllar,22,Spain,Forward,Forward,-,Real Betis Balompié,Spain,£2.70m,In,1995,s,laliga,https://www.transfermarkt.co.uk/angel-cuellar/profil/spieler/8066
