Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Bayer 04 Leverkusen,Markus Feldhoff,20,Germany,Centre-Forward,CF,-,KFC Uerdingen 05,Germany,£1.80m,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/markus-feldhoff/profil/spieler/654
Bayer 04 Leverkusen,Ramon Menezes,23,Brazil,Attacking Midfield,AM,-,Esporte Clube Vitória,Brazil,£788Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/ramon-menezes/profil/spieler/55375
Bayer 04 Leverkusen,Rodrigo,22,Brazil,Defender,Defender,-,Esporte Clube Vitória,Brazil,£788Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/rodrigo/profil/spieler/84606
Bayer 04 Leverkusen,Holger Fach,32,Germany,Sweeper,SW,-,Borussia Mönchengladbach,Germany,£225Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/holger-fach/profil/spieler/6503
Bayer 04 Leverkusen,Sebastian Helbig,18,Germany,Centre-Forward,CF,-,Rot-Weiß Erfurt U19,Germany,£90Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/sebastian-helbig/profil/spieler/170
Bayer 04 Leverkusen,Sebastian Barnes,18,Ghana,Forward,Forward,-,Hearts of Oak,Ghana,?,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/sebastian-barnes/profil/spieler/40554
Borussia Dortmund,Heiko Herrlich,23,Germany,Centre-Forward,CF,-,Borussia Mönchengladbach,Germany,£4.95m,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/heiko-herrlich/profil/spieler/114
Borussia Dortmund,Jürgen Kohler,29,Germany,Centre-Back,CB,-,Juventus FC,Italy,£2.34m,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/jurgen-kohler/profil/spieler/119
Borussia Dortmund,Rubén Sosa,29,Uruguay,Centre-Forward,CF,-,FC Internazionale,Italy,£1.26m,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/ruben-sosa/profil/spieler/22455
Borussia Dortmund,Patrik Berger,21,Czech Republic,Attacking Midfield,AM,-,SK Slavia Prague,Czech Republic,£810Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/patrik-berger/profil/spieler/3218
Borussia Dortmund,Carsten Wolters,25,Germany,Right-Back,RB,-,SG Wattenscheid 09,Germany,£540Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/carsten-wolters/profil/spieler/388
Borussia Dortmund,Toni Schumacher,42,Germany,Goalkeeper,GK,-,,Retired,-,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/toni-schumacher/profil/spieler/39670
Borussia Dortmund,Ibrahim Tanko,17,Ghana,Second Striker,SS,-,Borussia Dortmund U19,Germany,-,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/ibrahim-tanko/profil/spieler/136
Borussia Mönchengladbach,Stefan Effenberg,26,Germany,Central Midfield,CM,-,AC Fiorentina,Italy,£3.42m,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/stefan-effenberg/profil/spieler/197
Borussia Mönchengladbach,Michael Sternkopf,25,Germany,Right Midfield,RM,-,Bayern Munich,Germany,£720Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/michael-sternkopf/profil/spieler/155
Borussia Mönchengladbach,Max Huiberts,24,Netherlands,Left Winger,LW,-,Roda JC Kerkrade,Netherlands,£585Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/max-huiberts/profil/spieler/4555
Borussia Mönchengladbach,Dirk Wolf,22,Germany,Left Midfield,LM,-,Eintracht Frankfurt,Germany,£315Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/dirk-wolf/profil/spieler/12349
Borussia Mönchengladbach,Davor Krznaric,19,Croatia,Attacking Midfield,AM,-,Tennis Borussia Berlin,Germany,£45Th.,In,1995,s,1-bundesliga,https://www.transfermarkt.co.uk/davor-krznaric/profil/spieler/45667
