Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Manchester United,Anderson,19,Brazil,Central Midfield,CM,£22.50m,FC Porto,Portugal,£28.35m,In,2007,s,premier-league,https://www.transfermarkt.co.uk/anderson/profil/spieler/31645
Manchester United,Nani,20,Portugal,Left Winger,LW,£22.50m,Sporting CP,Portugal,£22.95m,In,2007,s,premier-league,https://www.transfermarkt.co.uk/nani/profil/spieler/33706
Manchester United,Owen Hargreaves,26,England,Defensive Midfield,DM,£22.50m,Bayern Munich,Germany,£22.50m,In,2007,s,premier-league,https://www.transfermarkt.co.uk/owen-hargreaves/profil/spieler/201
Manchester United,Carlos Tévez,23,Argentina,Second Striker,SS,£10.80m,West Ham United,England,Loan fee:£11.43m,In,2007,s,premier-league,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276
Manchester United,Tomasz Kuszczak,25,Poland,Goalkeeper,GK,£3.06m,West Bromwich Albion,England,£3.87m,In,2007,s,premier-league,https://www.transfermarkt.co.uk/tomasz-kuszczak/profil/spieler/1320
Manchester United,Michael Barnes,19,England,Left Midfield,LM,-,Shrewsbury Town,England,"End of loanApr 29, 2008",In,2007,s,premier-league,https://www.transfermarkt.co.uk/michael-barnes/profil/spieler/67250
Manchester United,Jonny Evans,20,Northern Ireland,Centre-Back,CB,£450Th.,Sunderland AFC,England,"End of loanMay 12, 2008",In,2007,s,premier-league,https://www.transfermarkt.co.uk/jonny-evans/profil/spieler/42412
Manchester United,Lee Martin,21,England,Attacking Midfield,AM,£810Th.,Sheffield United,England,"End of loanMay 1, 2008",In,2007,s,premier-league,https://www.transfermarkt.co.uk/lee-martin/profil/spieler/15449
Manchester United,Danny Simpson,20,England,Right-Back,RB,£45Th.,Manchester United U23,England,-,In,2007,s,premier-league,https://www.transfermarkt.co.uk/danny-simpson/profil/spieler/37442
Manchester United,Danny Simpson,21,England,Right-Back,RB,£810Th.,Ipswich Town,England,"End of loanMay 31, 2008",In,2007,s,premier-league,https://www.transfermarkt.co.uk/danny-simpson/profil/spieler/37442
