Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Internazionale,Cristian Chivu,26,Romania,Centre-Back,CB,-,AS Roma,Italy,£14.40m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/cristian-chivu/profil/spieler/4314
FC Internazionale,David Suazo,27,Honduras,Centre-Forward,CF,£11.70m,Cagliari Calcio,Italy,£11.70m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/david-suazo/profil/spieler/20749
FC Internazionale,Nelson Rivas,24,Colombia,Centre-Back,CB,£2.25m,Club Atlético River Plate,Argentina,£6.75m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/nelson-rivas/profil/spieler/52580
FC Internazionale,Pelé,19,Portugal,Central Midfield,CM,-,Vitória Guimarães SC,Portugal,£1.80m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/pele/profil/spieler/48930
FC Internazionale,Enrico Alfonso,19,Italy,Goalkeeper,GK,£90Th.,Chievo Verona,Italy,£1.17m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/enrico-alfonso/profil/spieler/34334
FC Internazionale,Luis Jiménez,23,Chile,Attacking Midfield,AM,£8.10m,Ternana Calcio,Italy,Loan fee:£900Th.,In,2007,s,serie-a,https://www.transfermarkt.co.uk/luis-jimenez/profil/spieler/21821
FC Internazionale,Gianluca Litteri,19,Italy,Centre-Forward,CF,-,ACD Treviso,Italy,?,In,2007,s,serie-a,https://www.transfermarkt.co.uk/gianluca-litteri/profil/spieler/84380
FC Internazionale,Robert Acquafresca,19,Italy,Centre-Forward,CF,£90Th.,ACD Treviso,Italy,?,In,2007,s,serie-a,https://www.transfermarkt.co.uk/robert-acquafresca/profil/spieler/35703
FC Internazionale,Simone Fautario,20,Italy,Left-Back,LB,£45Th.,Inter Milan Primavera,Italy,-,In,2007,s,serie-a,https://www.transfermarkt.co.uk/simone-fautario/profil/spieler/45575
FC Internazionale,Mario Balotelli,16,Italy,Centre-Forward,CF,-,Inter Milan Primavera,Italy,-,In,2007,s,serie-a,https://www.transfermarkt.co.uk/mario-balotelli/profil/spieler/45146
FC Internazionale,Francesco Bolzoni,18,Italy,Central Midfield,CM,£45Th.,Inter Milan Primavera,Italy,-,In,2007,s,serie-a,https://www.transfermarkt.co.uk/francesco-bolzoni/profil/spieler/49521
FC Internazionale,Attila Filkor,18,Hungary,Central Midfield,CM,£135Th.,Inter Milan Primavera,Italy,-,In,2007,s,serie-a,https://www.transfermarkt.co.uk/attila-filkor/profil/spieler/45576
AS Roma,Mirko Vucinic,23,Montenegro,Second Striker,SS,£8.10m,US Lecce,Italy,£14.18m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/mirko-vucinic/profil/spieler/6448
AS Roma,Cicinho,27,Brazil,Right-Back,RB,£13.50m,Real Madrid,Spain,£9.90m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/cicinho/profil/spieler/26101
AS Roma,Juan,28,Brazil,Centre-Back,CB,£10.80m,Bayer 04 Leverkusen,Germany,£5.67m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/juan/profil/spieler/1599
AS Roma,Marco Andreolli,21,Italy,Centre-Back,CB,£855Th.,FC Internazionale,Italy,£4.95m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/marco-andreolli/profil/spieler/36356
AS Roma,Ludovic Giuly,30,France,Right Winger,RW,£6.30m,FC Barcelona,Spain,£4.05m,In,2007,s,serie-a,https://www.transfermarkt.co.uk/ludovic-giuly/profil/spieler/5299
