Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Cardiff City,Willie Boland,23,Ireland,Central Midfield,CM,-,Coventry City,England,Free transfer,In,1999,s,championship
Cardiff City,Tony Vaughan,23,England,Left-Back,LB,-,Manchester City,England,Loan,In,1999,s,championship
Cardiff City,John Cornforth,31,Wales,Midfielder,Midfielder,-,Wycombe Wanderers,England,Free transfer,In,1999,s,championship
Cardiff City,Josh Low,20,Wales,Right Midfield,RM,-,Leyton Orient,England,Free transfer,In,1999,s,championship
Cardiff City,Russell Perrett,26,England,Centre-Back,CB,-,Portsmouth FC,England,£14k,In,1999,s,championship
Cardiff City,Winston Faerber,28,Netherlands,Right-Back,RB,-,ADO Den Haag,Netherlands,?,In,1999,s,championship
Cardiff City,Matt Brazier,22,England,Midfielder,Midfielder,-,Fulham FC,England,?,In,1999,s,championship
Cardiff City,Robert Earnshaw,18,Wales,Centre-Forward,CF,-,Cardiff City U18,Wales,-,In,1999,s,championship
Fulham FC,Lee Clark,26,England,Right Winger,RW,-,Sunderland AFC,England,£4.05m,In,1999,s,championship
Fulham FC,Karl-Heinz Riedle,34,Germany,Centre-Forward,CF,-,Liverpool FC,England,£248k,In,1999,s,championship
Fulham FC,Marcus Hahnemann,27,United States,Goalkeeper,GK,-,Colorado Rapids,United States,£101k,In,1999,s,championship
Fulham FC,Glyn Thompson,18,England,Goalkeeper,GK,-,Shrewsbury Town,England,£59k,In,1999,s,championship
Fulham FC,Stephen Hughes,23,England,Defensive Midfield,DM,-,Arsenal FC,England,Loan,In,1999,s,championship
Fulham FC,Andy Melville,30,Wales,Centre-Back,CB,-,Sunderland AFC,England,Free transfer,In,1999,s,championship
Fulham FC,Stan Collymore,28,England,Centre-Forward,CF,-,Aston Villa,England,Loan,In,1999,s,championship
Fulham FC,Zat Knight,19,England,Centre-Back,CB,-,Peterborough United,England,"End of loanMay 1, 2000",In,1999,s,championship
Fulham FC,Paul Brooker,23,England,Attacking Midfield,AM,-,Brighton & Hove Albion,England,"End of loanMay 8, 2000",In,1999,s,championship
Fulham FC,Zat Knight,19,England,Centre-Back,CB,-,Fulham FC U18,England,-,In,1999,s,championship
Fulham FC,Glyn Thompson,19,England,Goalkeeper,GK,-,Mansfield Town,England,"End of loanMay 1, 2000",In,1999,s,championship
Fulham FC,Kevin Betsy,21,Seychelles,Left Midfield,LM,-,AFC Bournemouth,England,"End of loanOct 6, 1999",In,1999,s,championship
Huddersfield Town,Clyde Wijnhard,25,Netherlands,Centre-Forward,CF,-,Leeds United,England,£945k,In,1999,s,championship
Huddersfield Town,Chris Lucketti,27,England,Centre-Back,CB,-,Bury FC,England,£923k,In,1999,s,championship
Huddersfield Town,Steve Baker,20,England,Defender,Defender,-,Middlesbrough FC,England,Loan,In,1999,s,championship
Huddersfield Town,Georgios Donis,29,Greece,Right Winger,RW,-,Sheffield United,England,Free transfer,In,1999,s,championship
Huddersfield Town,Mark Farren,17,Ireland,Centre-Forward,CF,-,Tranmere Rovers,England,Free transfer,In,1999,s,championship
Huddersfield Town,Ken Monkou,34,Netherlands,Centre-Back,CB,-,Southampton FC,England,Free transfer,In,1999,s,championship
Huddersfield Town,Martyn Margetson,27,Wales,Goalkeeper,GK,-,Southend United,England,£36k,In,1999,s,championship
Huddersfield Town,Kwami Hodouto,24,Togo,Right-Back,RB,-,AJ Auxerre,France,?,In,1999,s,championship
Huddersfield Town,Dean Gorré,29,Netherlands,Right Winger,RW,-,Ajax Amsterdam,Netherlands,?,In,1999,s,championship
Huddersfield Town,Scott Sellars,33,England,Left Midfield,LM,-,Bolton Wanderers,England,?,In,1999,s,championship
Huddersfield Town,Kiatisuk Senamuang,25,Thailand,Centre-Forward,CF,-,Perlis FA,Malaysia,?,In,1999,s,championship
Huddersfield Town,David Beresford,23,England,Midfielder,Midfielder,-,Preston North End,England,"End of loanMay 8, 2000",In,1999,s,championship
Huddersfield Town,Phil Senior,16,England,Goalkeeper,GK,-,Huddersfield Town U18,England,-,In,1999,s,championship
Huddersfield Town,Lee Richardson,30,England,Midfielder,Midfielder,-,Bury FC,England,"End of loanSep 19, 1999",In,1999,s,championship
Leeds United,Darren Huckerby,23,England,Right Winger,RW,-,Coventry City,England,£6.84m,In,1999,s,championship
Leeds United,Michael Bridges,20,England,Centre-Forward,CF,-,Sunderland AFC,England,£6.75m,In,1999,s,championship
Leeds United,Michael Duberry,23,England,Centre-Back,CB,-,Chelsea FC,England,£6.08m,In,1999,s,championship
Leeds United,Danny Mills,22,England,Right-Back,RB,-,Charlton Athletic,England,£5.40m,In,1999,s,championship
Leeds United,Eirik Bakke,21,Norway,Central Midfield,CM,-,Sogndal IL,Norway,£2.34m,In,1999,s,championship
Leeds United,Danny Hay,24,New Zealand,Centre-Back,CB,-,Perth Glory,Australia,£252k,In,1999,s,championship
Leeds United,Dejan Milosevic,21,Australia,Goalkeeper,GK,-,Perth Glory,Australia,£158k,In,1999,s,championship
Leeds United,Lee Matthews,21,England,Central Midfield,CM,-,Gillingham FC,England,"End of loanMay 1, 2000",In,1999,s,championship
Leeds United,Paul Shepherd,21,England,Centre-Forward,CF,-,Tranmere Rovers,England,"End of loanJun 30, 1999",In,1999,s,championship
West Bromwich Albion,Lárus Sigurdsson,26,Iceland,Centre-Back,CB,-,Stoke City,England,£450k,In,1999,s,championship
West Bromwich Albion,Andy Townsend,36,Ireland,Central Midfield,CM,-,Middlesbrough FC,England,£45k,In,1999,s,championship
West Bromwich Albion,Des Lyttle,27,England,Defender,Defender,-,Nottingham Forest,England,?,In,1999,s,championship
West Bromwich Albion,Massimiliano Iezzi,18,Italy,Right Midfield,RM,-,Roma Primavera,Italy,?,In,1999,s,championship
West Bromwich Albion,James Chambers,18,England,Right-Back,RB,-,West Bromwich Albion U18,England,-,In,1999,s,championship
West Bromwich Albion,Chris Adamson,20,England,Goalkeeper,GK,-,FC Halifax Town,England,"End of loanSep 1, 1999",In,1999,s,championship
West Bromwich Albion,Adam Chambers,18,England,Defensive Midfield,DM,-,West Bromwich Albion U18,England,-,In,1999,s,championship
Derby County,Seth Johnson,20,England,Central Midfield,CM,-,Crewe Alexandra,England,£4.05m,In,1999,s,championship
Derby County,Lee Morris,19,England,Centre-Forward,CF,-,Sheffield United,England,£3.78m,In,1999,s,championship
Derby County,Andy Oakes,22,England,Goalkeeper,GK,-,Hull City,England,£450k,In,1999,s,championship
Derby County,Avi Nimni,27,Israel,Attacking Midfield,AM,-,Maccabi Tel Aviv,Israel,Loan,In,1999,s,championship
Derby County,Richard Knight,20,England,Goalkeeper,GK,-,Birmingham City,England,"End of loanSep 22, 1999",In,1999,s,championship
Derby County,Richard Knight,20,England,Goalkeeper,GK,-,Oxford United,England,"End of loanMay 8, 2000",In,1999,s,championship
Derby County,Ian Evatt,17,England,Centre-Back,CB,-,Derby County U18,England,-,In,1999,s,championship
Derby County,Andy Oakes,22,England,Goalkeeper,GK,-,Port Vale FC,England,"End of loanSep 1, 1999",In,1999,s,championship
Derby County,Chris Riggott,18,England,Centre-Back,CB,-,Derby County U18,England,-,In,1999,s,championship
Middlesbrough FC,Christian Ziege,27,Germany,Left Midfield,LM,-,Milan AC,Italy,£5.40m,In,1999,s,championship
Middlesbrough FC,Paul Ince,31,England,Defensive Midfield,DM,-,Liverpool FC,England,£1.35m,In,1999,s,championship
Middlesbrough FC,Chris Bennion,18,Scotland,Goalkeeper,GK,-,Heart of Midlothian FC U20,Scotland,Free transfer,In,1999,s,championship
Middlesbrough FC,Keith O'Neill,23,Ireland,Left Winger,LW,-,Norwich City,England,?,In,1999,s,championship
Middlesbrough FC,Alun Armstrong,25,England,Centre-Forward,CF,-,Huddersfield Town,England,"End of loanMay 1, 2000",In,1999,s,championship
Middlesbrough FC,Sean Prunty,18,Ireland,Defender,Defender,-,Middlesbrough FC U18,England,-,In,1999,s,championship
Middlesbrough FC,Steve Baker,20,England,Defender,Defender,-,Huddersfield Town,England,"End of loanAug 30, 1999",In,1999,s,championship
Middlesbrough FC,Steve Baker,21,England,Defender,Defender,-,Darlington FC (liq.),England,"End of loanMay 27, 2000",In,1999,s,championship
Middlesbrough FC,Mark Hudson,18,England,Central Midfield,CM,-,Middlesbrough FC U18,England,-,In,1999,s,championship
Bristol City,Steve Jones,29,England,Forward,Forward,-,Charlton Athletic,England,£476k,In,1999,s,championship
Bristol City,Peter Beadle,27,England,Forward,Forward,-,Notts County,England,£221k,In,1999,s,championship
Bristol City,Paul Mortimer,31,England,Midfielder,Midfielder,-,Charlton Athletic,England,Free transfer,In,1999,s,championship
Bristol City,Chris Holland,18,England,Centre-Back,CB,-,AFC Bournemouth,England,Free transfer,In,1999,s,championship
Bristol City,Vilmos Sebők,26,Hungary,Centre-Back,CB,-,Újpest FC,Hungary,?,In,1999,s,championship
Bristol City,Steve Jones,30,England,Forward,Forward,-,Southend United,England,"End of loanMay 8, 2000",In,1999,s,championship
Bristol City,Marvin Brown,15,England,Centre-Forward,CF,-,Bristol City U18,England,-,In,1999,s,championship
Bristol City,Damian Spencer,17,England,Centre-Forward,CF,-,Bristol City U18,England,-,In,1999,s,championship
Bristol City,Danny Coles,17,England,Centre-Back,CB,-,Bristol City U18,England,-,In,1999,s,championship
