Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Bayern Munich,Roy Makaay,28,Netherlands,Centre-Forward,CF,-,Deportivo de La Coruña,Spain,£17.78m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/roy-makaay/profil/spieler/3994
Bayern Munich,Martín Demichelis,22,Argentina,Centre-Back,CB,-,Club Atlético River Plate,Argentina,£4.50m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/martin-demichelis/profil/spieler/2963
Bayern Munich,Tobias Rau,21,Germany,Left-Back,LB,-,VfL Wolfsburg,Germany,£2.03m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/tobias-rau/profil/spieler/1261
Bayern Munich,Jan Schlösser,20,Germany,Goalkeeper,GK,-,FC Bayern Munich II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/jan-schlosser/profil/spieler/2482
Bayern Munich,Michael Rensing,19,Germany,Goalkeeper,GK,-,FC Bayern Munich II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/michael-rensing/profil/spieler/2421
Bayern Munich,Christian Lell,18,Germany,Right-Back,RB,-,FC Bayern Munich II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/christian-lell/profil/spieler/2233
Bayern Munich,Piotr Trochowski,19,Germany,Attacking Midfield,AM,-,FC Bayern Munich II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/piotr-trochowski/profil/spieler/2623
FC Schalke 04,Hamit Altintop,20,Turkey,Right Midfield,RM,-,SG Wattenscheid 09,Germany,£1.62m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/hamit-altintop/profil/spieler/1792
FC Schalke 04,Eduard Glieder,34,Austria,Centre-Forward,CF,-,FC Pasching,Austria,Loan fee:£180Th.,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/eduard-glieder/profil/spieler/3030
FC Schalke 04,Jochen Seitz,26,Germany,Left Winger,LW,-,VfB Stuttgart,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/jochen-seitz/profil/spieler/483
FC Schalke 04,Levan Kobiashvili,25,Georgia,Left Midfield,LM,-,SC Freiburg,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/levan-kobiashvili/profil/spieler/411
FC Schalke 04,Simon Cziommer,22,Germany,Central Midfield,CM,-,Twente Enschede FC,Netherlands,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/simon-cziommer/profil/spieler/3170
FC Schalke 04,Alcides,18,Brazil,Centre-Back,CB,-,Esporte Clube Vitória,Brazil,Loan,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/alcides/profil/spieler/3835
FC Schalke 04,Thomas Kläsener,26,Germany,Centre-Back,CB,-,FC Schalke 04 II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/thomas-klasener/profil/spieler/11250
FC Schalke 04,Michael Delura,18,Germany,Right Winger,RW,-,FC Schalke 04 U19,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/michael-delura/profil/spieler/6530
SV Werder Bremen,Valérien Ismaël,27,France,Centre-Back,CB,-,RC Strasbourg Alsace,France,Loan fee:£270Th.,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/valerien-ismael/profil/spieler/3574
SV Werder Bremen,Andreas Reinke,34,Germany,Goalkeeper,GK,-,Real Murcia CF,Spain,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/andreas-reinke/profil/spieler/361
SV Werder Bremen,Ümit Davala,29,Turkey,Right Midfield,RM,-,FC Internazionale,Italy,Loan,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/umit-davala/profil/spieler/3381
SV Werder Bremen,Nelson Valdez,19,Paraguay,Centre-Forward,CF,-,SV Werder Bremen II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050
SV Werder Bremen,Simon Rolfes,21,Germany,Defensive Midfield,DM,-,SSV Reutlingen 05,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/simon-rolfes/profil/spieler/691
SV Werder Bremen,Blaise Mamoum,23,Cameroon,Centre-Forward,CF,-,SV Waldhof Mannheim,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/blaise-mamoum/profil/spieler/1551
SV Werder Bremen,Holger Wehlage,26,Germany,Right Midfield,RM,-,1.FC Union Berlin,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/holger-wehlage/profil/spieler/748
Bayer 04 Leverkusen,Teddy Lucic,30,Sweden,Centre-Back,CB,-,AIK,Sweden,£270Th.,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/teddy-lucic/profil/spieler/3734
Bayer 04 Leverkusen,Ingo Hertzsch,25,Germany,Centre-Back,CB,-,Hamburger SV,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/ingo-hertzsch/profil/spieler/308
Bayer 04 Leverkusen,Dzemal Berberovic,21,Bosnia-Herzegovina,Defensive Midfield,DM,-,FK Sarajevo,Bosnia-Herzegovina,Loan,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/dzemal-berberovic/profil/spieler/6693
Bayer 04 Leverkusen,Jan-Ingwer Callsen-Bracker,18,Germany,Centre-Back,CB,-,Bayer 04 Leverkusen II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/jan-ingwer-callsen-bracker/profil/spieler/3851
Bayer 04 Leverkusen,René Adler,18,Germany,Goalkeeper,GK,-,Bayer 04 Leverkusen II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/rene-adler/profil/spieler/1784
Bayer 04 Leverkusen,Alexander Meyer,19,Germany,Left-Back,LB,-,Bayer 04 Leverkusen II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/alexander-meyer/profil/spieler/2296
Bayer 04 Leverkusen,Clemens Fritz,22,Germany,Central Midfield,CM,-,Karlsruher SC,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/clemens-fritz/profil/spieler/1277
Bayer 04 Leverkusen,Du-ri Cha,22,"Korea, South",Right-Back,RB,-,Arminia Bielefeld,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/du-ri-cha/profil/spieler/1772
Bayer 04 Leverkusen,Michael Zepek,22,Germany,Centre-Back,CB,-,LR Ahlen,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/michael-zepek/profil/spieler/985
Bayer 04 Leverkusen,Robson Ponté,26,Brazil,Attacking Midfield,AM,-,VfL Wolfsburg,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/robson-ponte/profil/spieler/85
Bayer 04 Leverkusen,Emanuel Pogatetz,20,Austria,Centre-Back,CB,-,FC Aarau,Switzerland,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/emanuel-pogatetz/profil/spieler/1094
Borussia Dortmund,Evanilson,27,Brazil,Right-Back,RB,-,AC Parma,Italy,£13.50m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/evanilson/profil/spieler/110
Borussia Dortmund,Niclas Jensen,28,Denmark,Left-Back,LB,-,Manchester City,England,£1.13m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/niclas-jensen/profil/spieler/3809
Borussia Dortmund,André Bergdölmo,31,Norway,Centre-Back,CB,-,Ajax Amsterdam,Netherlands,£270Th.,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/andre-bergdolmo/profil/spieler/4312
Borussia Dortmund,Malte Metzelder,21,Germany,Defensive Midfield,DM,-,Preußen Münster,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/malte-metzelder/profil/spieler/2295
Borussia Dortmund,Flávio Conceição,29,Brazil,Central Midfield,CM,-,Real Madrid,Spain,Loan,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/flavio-conceicao/profil/spieler/7279
Borussia Dortmund,Guillaume Warmuz,33,France,Goalkeeper,GK,-,Arsenal FC,England,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/guillaume-warmuz/profil/spieler/3552
Borussia Dortmund,Sahr Senesie,18,Germany,Centre-Forward,CF,-,Borussia Dortmund U19,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/sahr-senesie/profil/spieler/2768
Borussia Dortmund,Conor Casey,21,United States,Centre-Forward,CF,-,Hannover 96,Germany,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/conor-casey/profil/spieler/107
Hertha BSC,Artur Wichniarek,26,Poland,Centre-Forward,CF,-,Arminia Bielefeld,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/artur-wichniarek/profil/spieler/161
Hertha BSC,Fredi Bobic,31,Germany,Centre-Forward,CF,-,Hannover 96,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/fredi-bobic/profil/spieler/104
Hertha BSC,Niko Kovac,31,Croatia,Defensive Midfield,DM,-,Bayern Munich,Germany,Free transfer,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/niko-kovac/profil/spieler/315
Hertha BSC,Alexander Madlung,20,Germany,Centre-Back,CB,-,Hertha BSC II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/alexander-madlung/profil/spieler/2767
Hertha BSC,Malik Fathi,19,Germany,Left-Back,LB,-,Hertha BSC II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/malik-fathi/profil/spieler/3817
Hertha BSC,Sofian Chahed,20,Tunisia,Right-Back,RB,-,Hertha BSC II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/sofian-chahed/profil/spieler/3816
Hertha BSC,Alexander Ludwig,19,Germany,Central Midfield,CM,-,Hertha BSC II,Germany,-,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/alexander-ludwig/profil/spieler/4196
Hertha BSC,Trond Ludvigsen,21,Norway,Right Winger,RW,-,Rosenborg BK,Norway,"End of loanJun 30, 2003",In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/trond-ludvigsen/profil/spieler/1480
VfB Stuttgart,Emanuel Centurión,20,Argentina,Left Midfield,LM,-,Club Atlético Vélez Sarsfield,Argentina,£1.80m,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/emanuel-centurion/profil/spieler/6431
VfB Stuttgart,Philipp Lahm,19,Germany,Right-Back,RB,-,Bayern Munich,Germany,Loan fee:£180Th.,In,2003,s,1-bundesliga,https://www.transfermarkt.co.uk/philipp-lahm/profil/spieler/2219
