Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,John Jensen,27,Denmark,Central Midfield,CM,-,Bröndby IF,Denmark,£1.44m,In,1992,s,premier-league,https://www.transfermarkt.co.uk/john-jensen/profil/spieler/92130
Arsenal FC,Ian Selley,18,England,Midfielder,Midfielder,-,Arsenal FC U18,England,-,In,1992,s,premier-league,https://www.transfermarkt.co.uk/ian-selley/profil/spieler/175991
Arsenal FC,Gavin McGowan,16,England,Right-Back,RB,-,Arsenal FC U18,England,-,In,1992,s,premier-league,https://www.transfermarkt.co.uk/gavin-mcgowan/profil/spieler/106913
Arsenal FC,Steve Morrow,21,Northern Ireland,Right-Back,RB,-,Barnet FC,England,"End of loanJun 30, 1992",In,1992,s,premier-league,https://www.transfermarkt.co.uk/steve-morrow/profil/spieler/176752
Everton FC,Preki,29,United States,Attacking Midfield,AM,-,St. Louis Storm (indoor),United States,£108Th.,In,1992,s,premier-league,https://www.transfermarkt.co.uk/preki/profil/spieler/26847
Everton FC,Barry Horne,30,Wales,Defensive Midfield,DM,-,Southampton FC,England,?,In,1992,s,premier-league,https://www.transfermarkt.co.uk/barry-horne/profil/spieler/177268
Everton FC,Paul Rideout,27,England,Forward,Forward,-,Rangers FC,Scotland,?,In,1992,s,premier-league,https://www.transfermarkt.co.uk/paul-rideout/profil/spieler/177275
Everton FC,Gerry Peyton,36,Ireland,Goalkeeper,GK,-,Chelsea FC,England,"End of loanApr 1, 1993",In,1992,s,premier-league,https://www.transfermarkt.co.uk/gerry-peyton/profil/spieler/104115
Everton FC,David Unsworth,18,England,Left-Back,LB,-,Everton FC U18,England,-,In,1992,s,premier-league,https://www.transfermarkt.co.uk/david-unsworth/profil/spieler/3272
Everton FC,Iain Jenkins,19,Northern Ireland,Right-Back,RB,-,Bradford City,England,"End of loanJun 30, 1992",In,1992,s,premier-league,https://www.transfermarkt.co.uk/iain-jenkins/profil/spieler/170392
