Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
SC Amiens,Saman Ghoddos,24,Iran,Centre-Forward,CF,£1.58m,Östersunds FK,Sweden,£3.60m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/saman-ghoddos/profil/spieler/204294
SC Amiens,Juan Ferney Otero,23,Colombia,Right Winger,RW,£2.70m,Club Estudiantes de La Plata,Argentina,£1.92m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/juan-ferney-otero/profil/spieler/332305
SC Amiens,Rafal Kurzawa,25,Poland,Left Winger,LW,£1.80m,Górnik Zabrze,Poland,£765Th.,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/rafal-kurzawa/profil/spieler/191895
SC Amiens,Eddy Gnahoré,24,France,Central Midfield,CM,£1.17m,US Palermo,Italy,Loan fee:£450Th.,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/eddy-gnahore/profil/spieler/168933
SC Amiens,Emil Krafth,24,Sweden,Right-Back,RB,£1.35m,Bologna FC 1909,Italy,Loan,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/emil-krafth/profil/spieler/184528
SC Amiens,Alexis Blin,21,France,Defensive Midfield,DM,£4.50m,FC Toulouse,France,Loan,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/alexis-blin/profil/spieler/236041
SC Amiens,Matthieu Dreyer,29,France,Goalkeeper,GK,£270Th.,SM Caen,France,Free transfer,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/matthieu-dreyer/profil/spieler/57134
SC Amiens,Ganso,28,Brazil,Attacking Midfield,AM,£1.80m,Sevilla FC,Spain,Loan,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/ganso/profil/spieler/67920
SC Amiens,Nathan Dekoke,23,France,Left-Back,LB,£180Th.,US Avranches,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/nathan-dekoke/profil/spieler/250009
SC Amiens,Sanasi Sy,18,France,Left-Back,LB,-,SC Amiens B,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/sanasi-sy/profil/spieler/606451
SC Amiens,Gauthier Banaziak,21,France,Goalkeeper,GK,-,SC Amiens B,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/gauthier-banaziak/profil/spieler/562060
SC Amiens,Cheick Timite,20,Cote d'Ivoire,Right Winger,RW,-,SC Amiens B,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/cheick-timite/profil/spieler/424709
SC Amiens,Gaoussou Traoré,18,France,Left Winger,LW,-,SC Amiens B,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/gaoussou-traore/profil/spieler/606450
SC Amiens,Jordan Lefort,24,France,Centre-Back,CB,£630Th.,US Quevilly-Rouen Métropole,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/jordan-lefort/profil/spieler/192492
SC Amiens,Nathan Dekoke,22,France,Left-Back,LB,£180Th.,US Boulogne,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/nathan-dekoke/profil/spieler/250009
SC Amiens,Tanguy Ndombélé,21,France,Central Midfield,CM,£22.50m,Olympique Lyon,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/tanguy-ndombele/profil/spieler/450936
SC Amiens,Réda Rabeï,23,France,Attacking Midfield,AM,£90Th.,ASC Daco-Getica Bukarest,Romania,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/reda-rabei/profil/spieler/440887
SC Amiens,Yannick Mamilonne,26,Guadeloupe,Centre-Forward,CF,£270Th.,US Quevilly-Rouen Métropole,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/yannick-mamilonne/profil/spieler/440886
SC Amiens,Brighton Labeau,22,France,Centre-Forward,CF,£135Th.,US Créteil-Lusitanos,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/brighton-labeau/profil/spieler/342227
SCO Angers,Jeff Reine-Adélaïde,20,France,Central Midfield,CM,£2.70m,Arsenal FC U23,England,£1.44m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/jeff-reine-adelaide/profil/spieler/326300
SCO Angers,Harisson Manzala,24,DR Congo,Right Midfield,RM,£1.35m,SC Amiens,France,£900Th.,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/harisson-manzala/profil/spieler/268555
SCO Angers,Vincent Pajot,27,France,Defensive Midfield,DM,£2.25m,AS Saint-Étienne,France,£900Th.,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/vincent-pajot/profil/spieler/126699
SCO Angers,Dorian Bertrand,25,France,Left Winger,LW,-,SO Cholet,France,£720Th.,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/dorian-bertrand/profil/spieler/352464
SCO Angers,Cristian López,29,Spain,Centre-Forward,CF,£900Th.,RC Lens,France,Free transfer,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/cristian-lopez/profil/spieler/114282
SCO Angers,Cheikh N'Doye,32,Senegal,Central Midfield,CM,£2.25m,Birmingham City,England,Loan,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/cheikh-ndoye/profil/spieler/282058
SCO Angers,Stéphane Bahoken,26,Cameroon,Centre-Forward,CF,£2.70m,RC Strasbourg Alsace,France,Free transfer,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/stephane-bahoken/profil/spieler/170953
SCO Angers,Ibrahim Cissé,22,France,Centre-Back,CB,£540Th.,Tours FC,France,?,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/ibrahim-cisse/profil/spieler/341393
SCO Angers,Farid El Melali,21,Algeria,Right Winger,RW,£540Th.,Paradou AC,Algeria,?,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/farid-el-melali/profil/spieler/425400
SCO Angers,Zacharie Boucher,26,France,Goalkeeper,GK,£810Th.,AJ Auxerre,France,Loan,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/zacharie-boucher/profil/spieler/111041
SCO Angers,Lassana Coulibaly,23,Mali,Central Midfield,CM,£1.13m,Rangers FC,Scotland,"End of loanMay 20, 2019",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/lassana-coulibaly/profil/spieler/386552
SCO Angers,Rayan Aït Nouri,17,France,Left-Back,LB,-,SCO Angers U19,France,-,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/rayan-ait-nouri/profil/spieler/578391
SCO Angers,Enzo Crivelli,23,France,Centre-Forward,CF,£3.60m,SM Caen,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/enzo-crivelli/profil/spieler/291110
SCO Angers,Gabriel Mutombo,22,France,Centre-Back,CB,£270Th.,US Orléans,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/gabriel-mutombo/profil/spieler/341394
SCO Angers,Alexandre Letellier,27,France,Goalkeeper,GK,£900Th.,BSC Young Boys,Switzerland,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/alexandre-letellier/profil/spieler/93730
SCO Angers,Mathias Serin,26,France,Attacking Midfield,AM,£180Th.,USL Dunkerque,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/mathias-serin/profil/spieler/378630
SCO Angers,Saliou Ciss,28,Senegal,Left-Back,LB,£720Th.,Valenciennes FC,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/saliou-ciss/profil/spieler/149444
SCO Angers,Mehdi Tahrat,28,Algeria,Centre-Back,CB,£630Th.,Valenciennes FC,France,"End of loanJun 30, 2018",In,2018,s,ligue-1,https://www.transfermarkt.co.uk/mehdi-tahrat/profil/spieler/238584
FC Girondins Bordeaux,Samuel Kalu,20,Nigeria,Right Winger,RW,£4.50m,KAA Gent,Belgium,£7.65m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/samuel-kalu/profil/spieler/424051
FC Girondins Bordeaux,Toma Basic,21,Croatia,Central Midfield,CM,£1.22m,HNK Hajduk Split,Croatia,£3.15m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/toma-basic/profil/spieler/334835
FC Girondins Bordeaux,Andreas Cornelius,25,Denmark,Centre-Forward,CF,£2.70m,Atalanta BC,Italy,Loan fee:£1.25m,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/andreas-cornelius/profil/spieler/203412
FC Girondins Bordeaux,Jimmy Briand,33,France,Centre-Forward,CF,£2.25m,EA Guingamp,France,Free transfer,In,2018,s,ligue-1,https://www.transfermarkt.co.uk/jimmy-briand/profil/spieler/18909
