Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Patrick Vieira,20,France,Defensive Midfield,DM,-,Milan AC,Italy,£4.82m,In,1996,s,premier-league,https://www.transfermarkt.co.uk/patrick-vieira/profil/spieler/3183
Arsenal FC,John Lukic,35,England,Goalkeeper,GK,-,Leeds United,England,Free transfer,In,1996,s,premier-league,https://www.transfermarkt.co.uk/john-lukic/profil/spieler/28241
Arsenal FC,Rémi Garde,30,France,Defensive Midfield,DM,-,RC Strasbourg Alsace,France,?,In,1996,s,premier-league,https://www.transfermarkt.co.uk/remi-garde/profil/spieler/101115
Arsenal FC,Gavin McGowan,21,England,Right-Back,RB,-,Luton Town,England,"End of loanApr 1, 1997",In,1996,s,premier-league,https://www.transfermarkt.co.uk/gavin-mcgowan/profil/spieler/106913
Arsenal FC,Jason Crowe,17,England,Right-Back,RB,-,Arsenal FC U18,England,-,In,1996,s,premier-league,https://www.transfermarkt.co.uk/jason-crowe/profil/spieler/6096
Derby County,Chris Powell,26,England,Left-Back,LB,-,Crystal Palace,England,£1.13m,In,1996,s,premier-league,https://www.transfermarkt.co.uk/chris-powell/profil/spieler/4100
Derby County,Christian Dailly,22,Scotland,Centre-Back,CB,-,Dundee United FC,Scotland,£675Th.,In,1996,s,premier-league,https://www.transfermarkt.co.uk/christian-dailly/profil/spieler/3799
Derby County,Gary Rowett,22,England,Right-Back,RB,-,Everton FC,England,£378Th.,In,1996,s,premier-league,https://www.transfermarkt.co.uk/gary-rowett/profil/spieler/4102
Derby County,Paul McGrath,36,Ireland,Centre-Back,CB,-,Aston Villa,England,£113Th.,In,1996,s,premier-league,https://www.transfermarkt.co.uk/paul-mcgrath/profil/spieler/102492
Derby County,Paul Parker,32,England,Right-Back,RB,-,Manchester United,England,Free transfer,In,1996,s,premier-league,https://www.transfermarkt.co.uk/paul-parker/profil/spieler/101381
Derby County,Matt Carbon,21,England,Centre-Back,CB,-,Lincoln City,England,Free transfer,In,1996,s,premier-league,https://www.transfermarkt.co.uk/matt-carbon/profil/spieler/43138
Derby County,Mauricio Solís,23,Costa Rica,Left Midfield,LM,-,CS Herediano,Costa Rica,?,In,1996,s,premier-league,https://www.transfermarkt.co.uk/mauricio-solis/profil/spieler/16446
Derby County,Christophe Remy,24,France,Defender,Defender,-,AJ Auxerre,France,?,In,1996,s,premier-league,https://www.transfermarkt.co.uk/christophe-remy/profil/spieler/405576
Derby County,Sean Flynn,29,England,Midfielder,Midfielder,-,Stoke City,England,"End of loanApr 1, 1997",In,1996,s,premier-league,https://www.transfermarkt.co.uk/sean-flynn/profil/spieler/222501
Derby County,Darren Wassall,28,England,Defender,Defender,-,Birmingham City,England,"End of loanMay 30, 1997",In,1996,s,premier-league,https://www.transfermarkt.co.uk/darren-wassall/profil/spieler/223258
Derby County,Paul Trollope,24,Wales,Attacking Midfield,AM,-,Grimsby Town,England,"End of loanOct 1, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/paul-trollope/profil/spieler/175993
Derby County,Martin Taylor,30,England,Goalkeeper,GK,-,Wycombe Wanderers,England,"End of loanApr 8, 1997",In,1996,s,premier-league,https://www.transfermarkt.co.uk/martin-taylor/profil/spieler/324169
Derby County,Ian Ashbee,20,England,Defensive Midfield,DM,-,Thróttur Reykjavík,Iceland,"End of loanOct 1, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/ian-ashbee/profil/spieler/36857
Derby County,Martin Taylor,29,England,Goalkeeper,GK,-,Crewe Alexandra,England,"End of loanOct 15, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/martin-taylor/profil/spieler/324169
Everton FC,Nick Barmby,22,England,Left Midfield,LM,-,Middlesbrough FC,England,£7.20m,In,1996,s,premier-league,https://www.transfermarkt.co.uk/nick-barmby/profil/spieler/3222
Everton FC,Paul Gerrard,23,England,Goalkeeper,GK,-,Oldham Athletic,England,£1.35m,In,1996,s,premier-league,https://www.transfermarkt.co.uk/paul-gerrard/profil/spieler/3584
Everton FC,Jamie Speare,20,England,Goalkeeper,GK,-,Darlington FC (liq.),England,"End of loanMay 1, 1997",In,1996,s,premier-league,https://www.transfermarkt.co.uk/jamie-speare/profil/spieler/92585
Everton FC,Richard Dunne,16,Ireland,Centre-Back,CB,-,Everton FC U18,England,-,In,1996,s,premier-league,https://www.transfermarkt.co.uk/richard-dunne/profil/spieler/3807
Everton FC,Danny Cadamarteri,16,England,Right Winger,RW,-,Everton FC U18,England,-,In,1996,s,premier-league,https://www.transfermarkt.co.uk/danny-cadamarteri/profil/spieler/4220
Everton FC,Matt Jackson,24,England,Right-Back,RB,-,Queens Park Rangers,England,"End of loanSep 1, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/matt-jackson/profil/spieler/13519
Everton FC,Phil Jevons,16,England,Centre-Forward,CF,-,Everton FC U18,England,-,In,1996,s,premier-league,https://www.transfermarkt.co.uk/phil-jevons/profil/spieler/47982
Everton FC,Vinny Samways,27,England,Central Midfield,CM,-,Birmingham City,England,"End of loanJun 30, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/vinny-samways/profil/spieler/7711
Everton FC,Paul Holmes,28,England,Midfielder,Midfielder,-,West Bromwich Albion,England,"End of loanJun 30, 1996",In,1996,s,premier-league,https://www.transfermarkt.co.uk/paul-holmes/profil/spieler/177266
Liverpool FC,Patrik Berger,22,Czech Republic,Attacking Midfield,AM,-,Borussia Dortmund,Germany,£3.15m,In,1996,s,premier-league,https://www.transfermarkt.co.uk/patrik-berger/profil/spieler/3218
Liverpool FC,Bjørn Tore Kvarme,24,Norway,Centre-Back,CB,-,Rosenborg BK,Norway,Free transfer,In,1996,s,premier-league,https://www.transfermarkt.co.uk/bjorn-tore-kvarme/profil/spieler/7463
Liverpool FC,Haukur Ingi Gudnason,19,Iceland,Forward,Forward,-,Keflavík ÍF,Iceland,?,In,1996,s,premier-league,https://www.transfermarkt.co.uk/haukur-ingi-gudnason/profil/spieler/79238
