Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Milan AC,Christophe Dugarry,24,France,Centre-Forward,CF,-,FC Girondins Bordeaux,France,£5.85m,In,1996,s,serie-a
Milan AC,Michael Reiziger,23,Netherlands,Right-Back,RB,-,Ajax Amsterdam,Netherlands,Free transfer,In,1996,s,serie-a
Milan AC,Edgar Davids,23,Netherlands,Central Midfield,CM,-,Ajax Amsterdam,Netherlands,Free transfer,In,1996,s,serie-a
Milan AC,Angelo Pagotto,22,Italy,Goalkeeper,GK,-,UC Sampdoria,Italy,?,In,1996,s,serie-a
Milan AC,Pietro Vierchowod,37,Italy,Centre-Back,CB,-,AC Perugia,Italy,?,In,1996,s,serie-a
Milan AC,Gabriele Aldegani,20,Italy,Goalkeeper,GK,-,Milan Primavera,Italy,-,In,1996,s,serie-a
Milan AC,Luca Saudati,17,Italy,Centre-Forward,CF,-,Milan Primavera,Italy,-,In,1996,s,serie-a
AS Roma,Martin Dahlin,28,Sweden,Centre-Forward,CF,-,Borussia Mönchengladbach,Germany,£2.25m,In,1996,s,serie-a
AS Roma,Damiano Tommasi,22,Italy,Defensive Midfield,DM,-,Hellas Verona,Italy,?,In,1996,s,serie-a
AS Roma,Roberto Trotta,27,Argentina,Centre-Back,CB,-,Club Atlético Vélez Sarsfield,Argentina,?,In,1996,s,serie-a
AS Roma,Daniele Conti,17,Italy,Defensive Midfield,DM,-,Roma Primavera,Italy,-,In,1996,s,serie-a
FC Internazionale,Youri Djorkaeff,28,France,Attacking Midfield,AM,-,Paris Saint-Germain,France,£5.40m,In,1996,s,serie-a
FC Internazionale,Diego Simeone,26,Argentina,Central Midfield,CM,-,Atlético Madrid,Spain,£5.40m,In,1996,s,serie-a
FC Internazionale,Fabio Galante,22,Italy,Centre-Back,CB,-,Genoa 1893,Italy,£4.05m,In,1996,s,serie-a
FC Internazionale,Nwankwo Kanu,20,Nigeria,Centre-Forward,CF,-,Ajax Amsterdam,Netherlands,£3.53m,In,1996,s,serie-a
