Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
AC Milan,Ricardo Oliveira,26,Brazil,Centre-Forward,CF,£5.40m,Real Betis Balompié,Spain,£13.50m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/ricardo-oliveira/profil/spieler/15468
AC Milan,Yoann Gourcuff,19,France,Attacking Midfield,AM,£3.15m,Stade Rennais FC,France,£4.05m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/yoann-gourcuff/profil/spieler/18912
AC Milan,Daniele Bonera,25,Italy,Centre-Back,CB,£5.40m,Parma FC,Italy,£2.97m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/daniele-bonera/profil/spieler/5856
AC Milan,Giuseppe Favalli,34,Italy,Left-Back,LB,£1.35m,FC Internazionale,Italy,Free transfer,In,2006,s,serie-a,https://www.transfermarkt.co.uk/giuseppe-favalli/profil/spieler/5832
AC Milan,Pasquale Foggia,23,Italy,Attacking Midfield,AM,£2.25m,FC Empoli,Italy,?,In,2006,s,serie-a,https://www.transfermarkt.co.uk/pasquale-foggia/profil/spieler/17175
AC Milan,Ferdinando Coppola,28,Italy,Goalkeeper,GK,£1.35m,Ascoli Calcio 1898,Italy,?,In,2006,s,serie-a,https://www.transfermarkt.co.uk/ferdinando-coppola/profil/spieler/5986
AC Milan,Luca Antonelli,19,Italy,Left-Back,LB,-,Milan Primavera,Italy,-,In,2006,s,serie-a,https://www.transfermarkt.co.uk/luca-antonelli/profil/spieler/45565
AC Milan,Davide Di Gennaro,18,Italy,Defensive Midfield,DM,-,Milan Primavera,Italy,-,In,2006,s,serie-a,https://www.transfermarkt.co.uk/davide-di-gennaro/profil/spieler/52136
AS Roma,David Pizarro,26,Chile,Central Midfield,CM,£7.20m,FC Internazionale,Italy,£11.03m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/david-pizarro/profil/spieler/5896
AS Roma,Mirko Vucinic,22,Montenegro,Second Striker,SS,£11.25m,US Lecce,Italy,Loan fee:£2.93m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/mirko-vucinic/profil/spieler/6448
AS Roma,Marco Cassetti,29,Italy,Right-Back,RB,£5.40m,US Lecce,Italy,£2.12m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/marco-cassetti/profil/spieler/16975
AS Roma,Valerio Virga,20,Italy,Right-Back,RB,£540Th.,US Palermo,Italy,£450Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/valerio-virga/profil/spieler/24062
AS Roma,Édgar Álvarez,26,Honduras,Right Midfield,RM,£540Th.,CA Peñarol,Uruguay,£360Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/edgar-alvarez/profil/spieler/28006
AS Roma,Júlio Sérgio,27,Brazil,Goalkeeper,GK,-,Esporte Clube Juventude,Brazil,£360Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/julio-sergio/profil/spieler/20052
AS Roma,Rodrigo Defendi,20,Brazil,Centre-Back,CB,£630Th.,Tottenham Hotspur,England,Loan fee:£338Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/rodrigo-defendi/profil/spieler/18981
AS Roma,Ricardo Faty,19,Senegal,Defensive Midfield,DM,£270Th.,RC Strasbourg Alsace,France,£324Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/ricardo-faty/profil/spieler/33953
AS Roma,Gilberto Martínez,26,Costa Rica,Centre-Back,CB,£2.70m,Brescia Calcio,Italy,Loan fee:£225Th.,In,2006,s,serie-a,https://www.transfermarkt.co.uk/gilberto-martinez/profil/spieler/5969
AS Roma,Max Tonetto,31,Italy,Left-Back,LB,£1.53m,UC Sampdoria,Italy,Free transfer,In,2006,s,serie-a,https://www.transfermarkt.co.uk/max-tonetto/profil/spieler/6447
AS Roma,Daniele Magliocchetti,20,Italy,Centre-Back,CB,-,Roma Primavera,Italy,-,In,2006,s,serie-a,https://www.transfermarkt.co.uk/daniele-magliocchetti/profil/spieler/44290
FC Internazionale,Zlatan Ibrahimovic,24,Sweden,Centre-Forward,CF,£22.50m,Juventus FC,Italy,£22.32m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/zlatan-ibrahimovic/profil/spieler/3455
FC Internazionale,Patrick Vieira,30,France,Defensive Midfield,DM,£25.20m,Juventus FC,Italy,£8.55m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/patrick-vieira/profil/spieler/3183
FC Internazionale,Maicon,24,Brazil,Right-Back,RB,£6.30m,AS Monaco,France,£6.12m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/maicon/profil/spieler/18301
FC Internazionale,Fabio Grosso,28,Italy,Left-Back,LB,£6.30m,US Palermo,Italy,£4.95m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/fabio-grosso/profil/spieler/6091
FC Internazionale,Rincón,19,Brazil,Centre-Back,CB,-,FC São Paulo B,Brazil,£1.62m,In,2006,s,serie-a,https://www.transfermarkt.co.uk/rincon/profil/spieler/47653
FC Internazionale,Hernán Crespo,31,Argentina,Centre-Forward,CF,£12.60m,Chelsea FC,England,Loan,In,2006,s,serie-a,https://www.transfermarkt.co.uk/hernan-crespo/profil/spieler/3410
FC Internazionale,Olivier Dacourt,31,France,Defensive Midfield,DM,£4.50m,AS Roma,Italy,Free transfer,In,2006,s,serie-a,https://www.transfermarkt.co.uk/olivier-dacourt/profil/spieler/3572
