Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Arminia Bielefeld,Detlev Dammeier,37,Germany,Defensive Midfield,DM,£225Th.,,Retired,-,Out,2006,s,1-bundesliga
Arminia Bielefeld,Diego León,22,Spain,Attacking Midfield,AM,£270Th.,Real Madrid Castilla,Spain,"End of loanJun 30, 2006",Out,2006,s,1-bundesliga
Arminia Bielefeld,Radomir Djalovic,23,Montenegro,Centre-Forward,CF,£540Th.,NK Zagreb,Croatia,"End of loanJun 30, 2006",Out,2006,s,1-bundesliga
Eintracht Frankfurt,Francisco Copado,32,Germany,Second Striker,SS,£1.44m,TSG 1899 Hoffenheim,Germany,£270Th.,Out,2006,s,1-bundesliga
Eintracht Frankfurt,Alexander Schur,34,Germany,Defensive Midfield,DM,£270Th.,Sportfreunde Seligenstadt,Germany,Free transfer,Out,2006,s,1-bundesliga
Eintracht Frankfurt,Robert Cue,22,Germany,Goalkeeper,GK,£45Th.,FSV Frankfurt,Germany,Free transfer,Out,2006,s,1-bundesliga
Eintracht Frankfurt,Du-ri Cha,25,"Korea, South",Right-Back,RB,£900Th.,1.FSV Mainz 05,Germany,Free transfer,Out,2006,s,1-bundesliga
Eintracht Frankfurt,Jurica Puljiz,26,Croatia,Centre-Back,CB,£90Th.,NK Siroki Brijeg,Bosnia-Herzegovina,Free transfer,Out,2006,s,1-bundesliga
Eintracht Frankfurt,Stefan Lexa,29,Austria,Right Midfield,RM,£675Th.,1.FC Kaiserslautern,Germany,Free transfer,Out,2006,s,1-bundesliga
VfL Wolfsburg,Andrés D'Alessandro,25,Argentina,Attacking Midfield,AM,£5.18m,Real Zaragoza,Spain,Loan fee:£900Th.,Out,2006,s,1-bundesliga
VfL Wolfsburg,Maik Franz,24,Germany,Centre-Back,CB,£900Th.,Karlsruher SC,Germany,£108Th.,Out,2006,s,1-bundesliga
VfL Wolfsburg,Levan Tskitishvili,29,Georgia,Left Midfield,LM,£720Th.,Panionios Athens,Greece,Free transfer,Out,2006,s,1-bundesliga
VfL Wolfsburg,Steve Marlet,32,France,Centre-Forward,CF,£675Th.,FC Lorient,France,Free transfer,Out,2006,s,1-bundesliga
VfL Wolfsburg,Matthias Langkamp,22,Germany,Centre-Back,CB,£360Th.,Grasshopper Club Zurich,Switzerland,Loan,Out,2006,s,1-bundesliga
VfL Wolfsburg,Abuda,20,Brazil,Centre-Forward,CF,£360Th.,Germinal Beerschot Antwerpen,Belgium,Loan,Out,2006,s,1-bundesliga
VfL Wolfsburg,Stefan Schnoor,35,Germany,Centre-Back,CB,£360Th.,,Without Club,-,Out,2006,s,1-bundesliga
VfL Wolfsburg,Bojan Neziri,24,Serbia,Left-Back,LB,£720Th.,Metallurg Donetsk,Ukraine,"End of loanJun 30, 2006",Out,2006,s,1-bundesliga
VfL Bochum,Edú,24,Brazil,Centre-Forward,CF,£1.35m,1.FSV Mainz 05,Germany,£900Th.,Out,2006,s,1-bundesliga
VfL Bochum,Christian Vander,25,Germany,Goalkeeper,GK,£270Th.,SV Werder Bremen,Germany,£180Th.,Out,2006,s,1-bundesliga
VfL Bochum,Mamadou Diabang,27,Senegal,Centre-Forward,CF,£630Th.,FC Augsburg,Germany,£180Th.,Out,2006,s,1-bundesliga
VfL Bochum,Sascha Höhle,23,Germany,Midfielder,Midfielder,£45Th.,SG Wattenscheid 09,Germany,Free transfer,Out,2006,s,1-bundesliga
VfL Bochum,Haluk Türkeri,19,Turkey,Centre-Forward,CF,£90Th.,Karlsruher SC II,Germany,Free transfer,Out,2006,s,1-bundesliga
VfL Bochum,Alexander Thamm,23,Germany,Centre-Back,CB,£68Th.,Preußen Münster,Germany,Free transfer,Out,2006,s,1-bundesliga
VfL Bochum,Claus Costa,22,Germany,Defensive Midfield,DM,£45Th.,Fortuna Düsseldorf,Germany,Free transfer,Out,2006,s,1-bundesliga
VfL Bochum,Moharram Navidkia,23,Iran,Attacking Midfield,AM,£675Th.,Sepahan FC,Iran,Free transfer,Out,2006,s,1-bundesliga
VfL Bochum,David Czyszczon,24,Germany,Centre-Back,CB,£90Th.,VfL Bochum II,Germany,-,Out,2006,s,1-bundesliga
VfL Bochum,Rein van Duijnhoven,38,Netherlands,Goalkeeper,GK,£450Th.,,Retired,-,Out,2006,s,1-bundesliga
VfL Bochum,Sören Colding,33,Denmark,Right-Back,RB,£585Th.,,Retired,-,Out,2006,s,1-bundesliga
VfL Bochum,China,25,Brazil,Right-Back,RB,£540Th.,Clube de Regatas do Flamengo,Brazil,"End of loanJun 30, 2006",Out,2006,s,1-bundesliga
Alemannia Aachen,Goran Šukalo,24,Slovenia,Defensive Midfield,DM,£450Th.,TuS Koblenz,Germany,Free transfer,Out,2006,s,1-bundesliga
Alemannia Aachen,Florian Bruns,26,Germany,Defensive Midfield,DM,£360Th.,FC St. Pauli,Germany,Free transfer,Out,2006,s,1-bundesliga
Alemannia Aachen,Erwin Koen,27,Netherlands,Left Winger,LW,£495Th.,SC Paderborn 07,Germany,Free transfer,Out,2006,s,1-bundesliga
Alemannia Aachen,Willi Landgraf,37,Germany,Right-Back,RB,£90Th.,FC Schalke 04 II,Germany,Free transfer,Out,2006,s,1-bundesliga
Alemannia Aachen,Bernd Rauw,26,Belgium,Centre-Back,CB,£225Th.,MVV Maastricht,Netherlands,Free transfer,Out,2006,s,1-bundesliga
Alemannia Aachen,Erik Meijer,36,Netherlands,Centre-Forward,CF,£315Th.,,Retired,-,Out,2006,s,1-bundesliga
FC Energie Cottbus,Youssef Mokhtari,27,Morocco,Attacking Midfield,AM,£900Th.,MSV Duisburg,Germany,£180Th.,Out,2006,s,1-bundesliga
FC Energie Cottbus,Gregg Berhalter,32,United States,Centre-Back,CB,£540Th.,TSV 1860 Munich,Germany,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Kenan Sahin,21,Turkey,Centre-Forward,CF,£225Th.,TuS Koblenz,Germany,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Daniel Gomez,27,France,Centre-Forward,CF,£450Th.,FC Metz,France,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Daniel Frahn,19,Germany,Centre-Forward,CF,£45Th.,Hertha BSC II,Germany,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Martin Hysky,30,Czech Republic,Centre-Back,CB,£540Th.,Rot-Weiss Essen,Germany,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Markus Dworrak,28,Germany,Left Winger,LW,£495Th.,SG Dynamo Dresden,Germany,Free transfer,Out,2006,s,1-bundesliga
FC Energie Cottbus,Gunnar Berntsen,28,Germany,Goalkeeper,GK,£225Th.,,Retired,-,Out,2006,s,1-bundesliga
FC Energie Cottbus,Daniel Ziebig,23,Germany,Left-Back,LB,£450Th.,Hamburger SV,Germany,"End of loanJun 30, 2006",Out,2006,s,1-bundesliga
Bayern Munich,Mats Hummels,18,Germany,Centre-Back,CB,£135Th.,FC Bayern Munich II,Germany,-,In,2006,w,1-bundesliga
SV Werder Bremen,Markus Rosenberg,24,Sweden,Centre-Forward,CF,£4.05m,Ajax Amsterdam,Netherlands,£2.70m,In,2006,w,1-bundesliga
SV Werder Bremen,Peter Niemeyer,23,Germany,Defensive Midfield,DM,£2.25m,Twente Enschede FC,Netherlands,£405Th.,In,2006,w,1-bundesliga
Hamburger SV,Ivica Olic,27,Croatia,Centre-Forward,CF,£4.73m,CSKA Moscow,Russia,£1.80m,In,2006,w,1-bundesliga
Hamburger SV,Frank Rost,33,Germany,Goalkeeper,GK,£4.50m,FC Schalke 04,Germany,£1.35m,In,2006,w,1-bundesliga
Hamburger SV,Mathias Abel,25,Germany,Centre-Back,CB,£1.35m,FC Schalke 04,Germany,Loan fee:£135Th.,In,2006,w,1-bundesliga
FC Schalke 04,Willi Landgraf,38,Germany,Right-Back,RB,-,FC Schalke 04 II,Germany,-,In,2006,w,1-bundesliga
FC Schalke 04,Ralf Fährmann,18,Germany,Goalkeeper,GK,£45Th.,FC Schalke 04 U19,Germany,-,In,2006,w,1-bundesliga
Hertha BSC,Mineiro,31,Brazil,Defensive Midfield,DM,£2.70m,São Paulo Futebol Clube,Brazil,Free transfer,In,2006,w,1-bundesliga
Hertha BSC,Christopher Schorch,17,Germany,Centre-Back,CB,£45Th.,Hertha BSC II,Germany,-,In,2006,w,1-bundesliga
Hertha BSC,Jérôme Boateng,18,Germany,Centre-Back,CB,£90Th.,Hertha BSC II,Germany,-,In,2006,w,1-bundesliga
Borussia Dortmund,Marcel Höttecke,19,Germany,Goalkeeper,GK,£45Th.,Rot Weiss Ahlen,Germany,£450Th.,In,2006,w,1-bundesliga
1.FC Nuremberg,Matthew Spiranovic,18,Australia,Centre-Back,CB,£45Th.,FFA Centre of Excellence,Australia,£45Th.,In,2006,w,1-bundesliga
1.FC Nuremberg,Petar Jelic,20,Bosnia-Herzegovina,Centre-Forward,CF,£585Th.,FC Carl Zeiss Jena,Germany,"End of loanDec 1, 2006",In,2006,w,1-bundesliga
VfB Stuttgart,Benjamin Lauth,25,Germany,Centre-Forward,CF,£1.35m,Hamburger SV,Germany,Loan fee:£360Th.,In,2006,w,1-bundesliga
VfB Stuttgart,Sami Khedira,19,Germany,Central Midfield,CM,£630Th.,VfB Stuttgart II,Germany,-,In,2006,w,1-bundesliga
Borussia Mönchengladbach,Mikkel Thygesen,22,Denmark,Central Midfield,CM,£1.17m,FC Midtjylland,Denmark,£1.76m,In,2006,w,1-bundesliga
Borussia Mönchengladbach,Steve Gohouri,25,Cote d'Ivoire,Centre-Back,CB,£1.35m,BSC Young Boys,Switzerland,£1.35m,In,2006,w,1-bundesliga
Borussia Mönchengladbach,Alexander Baumjohann,19,Germany,Attacking Midfield,AM,£90Th.,FC Schalke 04,Germany,£225Th.,In,2006,w,1-bundesliga
1.FSV Mainz 05,Mohamed Zidan,25,Egypt,Second Striker,SS,£3.42m,SV Werder Bremen,Germany,£2.52m,In,2006,w,1-bundesliga
1.FSV Mainz 05,Leon Andreasen,23,Denmark,Central Midfield,CM,£2.07m,SV Werder Bremen,Germany,Loan fee:£180Th.,In,2006,w,1-bundesliga
1.FSV Mainz 05,Elkin Soto,26,Colombia,Central Midfield,CM,£450Th.,Once Caldas,Colombia,Free transfer,In,2006,w,1-bundesliga
1.FSV Mainz 05,Christoph Teinert,26,Germany,Centre-Forward,CF,£540Th.,SpVgg Unterhaching,Germany,?,In,2006,w,1-bundesliga
Eintracht Frankfurt,Marcel Heller,20,Germany,Right Midfield,RM,£90Th.,Sportfreunde Siegen,Germany,£36Th.,In,2006,w,1-bundesliga
VfL Wolfsburg,Marcelinho Paraíba,31,Brazil,Attacking Midfield,AM,£9.00m,Trabzonspor,Turkey,£2.48m,In,2006,w,1-bundesliga
VfL Wolfsburg,Kamani Hill,21,United States,Centre-Forward,CF,£270Th.,San Fernando Valley Quakes,United States,Free transfer,In,2006,w,1-bundesliga
VfL Wolfsburg,Julio dos Santos,23,Paraguay,Central Midfield,CM,£1.35m,Bayern Munich,Germany,Loan,In,2006,w,1-bundesliga
VfL Bochum,Joël Epalle,28,Cameroon,Right Winger,RW,£1.35m,Iraklis Thessaloniki,Greece,£540Th.,In,2006,w,1-bundesliga
VfL Bochum,Anthar Yahia,24,Algeria,Centre-Back,CB,£1.58m,OGC Nice,France,Loan fee:£45Th.,In,2006,w,1-bundesliga
VfL Bochum,Jaroslav Drobny,27,Czech Republic,Goalkeeper,GK,£720Th.,,Without Club,Free transfer,In,2006,w,1-bundesliga
FC Energie Cottbus,Ervin Skela,30,Albania,Attacking Midfield,AM,£990Th.,Ascoli Calcio 1898,Italy,Free transfer,In,2006,w,1-bundesliga
FC Energie Cottbus,Mario Cvitanovic,31,Croatia,Centre-Back,CB,£630Th.,GNK Dinamo Zagreb,Croatia,Free transfer,In,2006,w,1-bundesliga
Bayern Munich,Julio dos Santos,23,Paraguay,Central Midfield,CM,£1.35m,VfL Wolfsburg,Germany,Loan,Out,2006,w,1-bundesliga
Bayern Munich,Sebastian Deisler,27,Germany,Right Midfield,RM,£4.50m,,Retired,-,Out,2006,w,1-bundesliga
SV Werder Bremen,Mohamed Zidan,25,Egypt,Second Striker,SS,£3.42m,1.FSV Mainz 05,Germany,£2.52m,Out,2006,w,1-bundesliga
SV Werder Bremen,Leon Andreasen,23,Denmark,Central Midfield,CM,£2.07m,1.FSV Mainz 05,Germany,Loan fee:£180Th.,Out,2006,w,1-bundesliga
Hamburger SV,Benjamin Lauth,25,Germany,Centre-Forward,CF,£1.35m,VfB Stuttgart,Germany,Loan fee:£360Th.,Out,2006,w,1-bundesliga
Hamburger SV,Markus Karl,20,Germany,Defensive Midfield,DM,£225Th.,SpVgg Greuther Fürth,Germany,£90Th.,Out,2006,w,1-bundesliga
FC Schalke 04,Frank Rost,33,Germany,Goalkeeper,GK,£4.50m,Hamburger SV,Germany,£1.35m,Out,2006,w,1-bundesliga
FC Schalke 04,Alexander Baumjohann,19,Germany,Attacking Midfield,AM,£90Th.,Borussia Mönchengladbach,Germany,£225Th.,Out,2006,w,1-bundesliga
FC Schalke 04,Mathias Abel,25,Germany,Centre-Back,CB,£1.35m,Hamburger SV,Germany,Loan fee:£135Th.,Out,2006,w,1-bundesliga
Bayer 04 Leverkusen,Josip Tadic,19,Croatia,Centre-Forward,CF,£360Th.,GNK Dinamo Zagreb,Croatia,£450Th.,Out,2006,w,1-bundesliga
Hertha BSC,Christopher Samba,22,Congo,Centre-Back,CB,£450Th.,Blackburn Rovers,England,£450Th.,Out,2006,w,1-bundesliga
Hertha BSC,Solomon Okoronkwo,19,Nigeria,Centre-Forward,CF,£360Th.,Rot-Weiss Essen,Germany,Loan fee:£45Th.,Out,2006,w,1-bundesliga
VfB Stuttgart,Jon Dahl Tomasson,30,Denmark,Centre-Forward,CF,£5.40m,Villarreal CF,Spain,Loan fee:£450Th.,Out,2006,w,1-bundesliga
VfB Stuttgart,Bernd Nehrig,20,Germany,Central Midfield,CM,£315Th.,SpVgg Unterhaching,Germany,Loan,Out,2006,w,1-bundesliga
VfB Stuttgart,Silvio Meißner,33,Germany,Defensive Midfield,DM,£1.17m,1.FC Kaiserslautern,Germany,Loan,Out,2006,w,1-bundesliga
Borussia Mönchengladbach,Thomas Helveg,35,Denmark,Right-Back,RB,£270Th.,Odense Boldklub,Denmark,Free transfer,Out,2006,w,1-bundesliga
Borussia Mönchengladbach,Vaclav Sverkos,23,Czech Republic,Centre-Forward,CF,£900Th.,Austria Vienna,Austria,Loan,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Edú,25,Brazil,Centre-Forward,CF,£1.35m,Suwon Samsung Bluewings,"Korea, South",£1.26m,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Christof Babatz,32,Germany,Defensive Midfield,DM,£450Th.,TuS Koblenz,Germany,£45Th.,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Tobias Damm,23,Germany,Centre-Forward,CF,£225Th.,Wuppertaler SV Borussia,Germany,Loan,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Conor Casey,25,United States,Centre-Forward,CF,£630Th.,Toronto FC,United States,Free transfer,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Christoph Teinert,26,Germany,Centre-Forward,CF,£540Th.,FC Augsburg,Germany,Loan fee:£14Th.,Out,2006,w,1-bundesliga
1.FSV Mainz 05,Bakary Diakité,26,Mali,Second Striker,SS,£315Th.,TuS Koblenz,Germany,Loan,Out,2006,w,1-bundesliga
Hannover 96,Jonas Troest,21,Denmark,Centre-Back,CB,£720Th.,Odense Boldklub,Denmark,Free transfer,Out,2006,w,1-bundesliga
Hannover 96,Timo Nagy,23,Germany,Left-Back,LB,£360Th.,SV Wacker Burghausen,Germany,Loan,Out,2006,w,1-bundesliga
Eintracht Frankfurt,Daniyel Cimen,21,Germany,Centre-Back,CB,£450Th.,Eintracht Braunschweig,Germany,Loan fee:£180Th.,Out,2006,w,1-bundesliga
Eintracht Frankfurt,Alexander Huber,21,Tajikistan,Right-Back,RB,£135Th.,Eintracht Braunschweig,Germany,£90Th.,Out,2006,w,1-bundesliga
Eintracht Frankfurt,Dominik Stroh-Engel,21,Germany,Centre-Forward,CF,£135Th.,SV Wehen,Germany,£72Th.,Out,2006,w,1-bundesliga
VfL Wolfsburg,Karsten Fischer,22,Germany,Defensive Midfield,DM,£360Th.,SC Paderborn 07,Germany,?,Out,2006,w,1-bundesliga
VfL Wolfsburg,Rick Hoogendorp,31,Netherlands,Centre-Forward,CF,£720Th.,ADO Den Haag,Netherlands,Loan,Out,2006,w,1-bundesliga
VfL Bochum,Ersan Tekkan,22,Germany,Attacking Midfield,AM,£135Th.,Antalyaspor,Turkey,£90Th.,Out,2006,w,1-bundesliga
VfL Bochum,Benjamin Auer,25,Germany,Centre-Forward,CF,£1.80m,1.FC Kaiserslautern,Germany,Loan,Out,2006,w,1-bundesliga
VfL Bochum,Thomas Rathgeber,21,Germany,Centre-Forward,CF,£270Th.,SpVgg Unterhaching,Germany,Loan,Out,2006,w,1-bundesliga
Alemannia Aachen,Emil Noll,28,Germany,Centre-Back,CB,£495Th.,TuS Koblenz,Germany,£45Th.,Out,2006,w,1-bundesliga
