Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atlético Madrid,Sergio Asenjo,20,Spain,Goalkeeper,GK,£3.60m,Real Valladolid CF,Spain,£4.95m,In,2009,s,laliga,https://www.transfermarkt.co.uk/sergio-asenjo/profil/spieler/51710
Atlético Madrid,Leandro Cabrera,18,Uruguay,Centre-Back,CB,-,Defensor Sporting Club,Uruguay,£1.35m,In,2009,s,laliga,https://www.transfermarkt.co.uk/leandro-cabrera/profil/spieler/102423
Atlético Madrid,Roberto,23,Spain,Goalkeeper,GK,£900Th.,Recreativo Huelva,Spain,£1.13m,In,2009,s,laliga,https://www.transfermarkt.co.uk/roberto/profil/spieler/37403
Atlético Madrid,Juanito,32,Spain,Centre-Back,CB,£4.50m,Real Betis Balompié,Spain,Free transfer,In,2009,s,laliga,https://www.transfermarkt.co.uk/juanito/profil/spieler/7647
Atlético Madrid,David de Gea,18,Spain,Goalkeeper,GK,£90Th.,Atlético Madrid B,Spain,-,In,2009,s,laliga,https://www.transfermarkt.co.uk/david-de-gea/profil/spieler/59377
Atlético Madrid,Zé Castro,26,Portugal,Centre-Back,CB,£2.16m,Deportivo de La Coruña,Spain,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/ze-castro/profil/spieler/13872
Atlético Madrid,Cléber Santana,28,Brazil,Central Midfield,CM,£2.52m,RCD Mallorca,Spain,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/cleber-santana/profil/spieler/50145
Atlético Madrid,José Manuel Jurado,23,Spain,Attacking Midfield,AM,£4.14m,RCD Mallorca,Spain,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/jose-manuel-jurado/profil/spieler/28261
Atlético Madrid,Diego Costa,20,Spain,Centre-Forward,CF,£1.26m,Albacete Balompié,Spain,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/diego-costa/profil/spieler/44779
Atlético Madrid,José Antonio Reyes,25,Spain,Right Winger,RW,£4.50m,SL Benfica,Portugal,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/jose-antonio-reyes/profil/spieler/7717
Atlético Madrid,Juan Valera,24,Spain,Right-Back,RB,£1.80m,Racing Santander,Spain,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/juan-valera/profil/spieler/16595
FC Barcelona,Zlatan Ibrahimovic,27,Sweden,Centre-Forward,CF,£40.50m,FC Internazionale,Italy,£62.55m,In,2009,s,laliga,https://www.transfermarkt.co.uk/zlatan-ibrahimovic/profil/spieler/3455
FC Barcelona,Dmytro Chygrynskyi,22,Ukraine,Centre-Back,CB,£12.15m,Shakhtar Donetsk,Ukraine,£22.50m,In,2009,s,laliga,https://www.transfermarkt.co.uk/dmytro-chygrynskyi/profil/spieler/25732
FC Barcelona,Keirrison,20,Brazil,Centre-Forward,CF,£8.55m,Desportivo Brasil Ltda (SP),Brazil,£12.60m,In,2009,s,laliga,https://www.transfermarkt.co.uk/keirrison/profil/spieler/68821
FC Barcelona,Maxwell,27,Brazil,Left-Back,LB,£12.15m,FC Internazionale,Italy,£4.50m,In,2009,s,laliga,https://www.transfermarkt.co.uk/maxwell/profil/spieler/4317
FC Barcelona,Víctor Sánchez,21,Spain,Central Midfield,CM,£720Th.,FC Barcelona B,Spain,-,In,2009,s,laliga,https://www.transfermarkt.co.uk/victor-sanchez/profil/spieler/63290
FC Barcelona,Jeffren,21,Venezuela,Right Winger,RW,£450Th.,FC Barcelona B,Spain,-,In,2009,s,laliga,https://www.transfermarkt.co.uk/jeffren/profil/spieler/53309
FC Barcelona,Henrique,22,Brazil,Centre-Back,CB,£9.00m,Bayer 04 Leverkusen,Germany,"End of loanJun 30, 2009",In,2009,s,laliga,https://www.transfermarkt.co.uk/henrique/profil/spieler/52513
Xerez CD,Renan,24,Brazil,Goalkeeper,GK,£5.40m,Valencia CF,Spain,Loan fee:£450Th.,In,2009,s,laliga,https://www.transfermarkt.co.uk/renan/profil/spieler/27364
Xerez CD,Víctor Sánchez,21,Spain,Central Midfield,CM,£720Th.,FC Barcelona,Spain,Loan,In,2009,s,laliga,https://www.transfermarkt.co.uk/victor-sanchez/profil/spieler/63290
Xerez CD,Sidi Keita,24,Mali,Defensive Midfield,DM,£1.44m,RC Lens,France,Loan,In,2009,s,laliga,https://www.transfermarkt.co.uk/sidi-keita/profil/spieler/27391
Xerez CD,Emiliano Armenteros,23,Argentina,Left Winger,LW,£1.44m,Sevilla FC,Spain,Loan,In,2009,s,laliga,https://www.transfermarkt.co.uk/emiliano-armenteros/profil/spieler/30747
