Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Paris Saint-Germain,Ángel Di María,27,Argentina,Right Winger,RW,£45.00m,Manchester United,England,£56.70m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320
Paris Saint-Germain,Layvin Kurzawa,22,France,Left-Back,LB,£9.00m,AS Monaco,France,£22.50m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/layvin-kurzawa/profil/spieler/126710
Paris Saint-Germain,Serge Aurier,22,Cote d'Ivoire,Right-Back,RB,£9.00m,FC Toulouse,France,£9.00m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/serge-aurier/profil/spieler/127032
Paris Saint-Germain,Kevin Trapp,25,Germany,Goalkeeper,GK,£7.20m,Eintracht Frankfurt,Germany,£8.55m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/kevin-trapp/profil/spieler/45672
Paris Saint-Germain,Benjamin Stambouli,24,France,Centre-Back,CB,£4.50m,Tottenham Hotspur,England,£7.74m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/benjamin-stambouli/profil/spieler/127160
Paris Saint-Germain,Presnel Kimpembe,19,France,Centre-Back,CB,-,FC Paris Saint-Germain B,France,-,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/presnel-kimpembe/profil/spieler/282041
Paris Saint-Germain,Alphonse Areola,22,France,Goalkeeper,GK,£3.60m,SC Bastia,France,"End of loanJun 30, 2015",In,2015,s,ligue-1,https://www.transfermarkt.co.uk/alphonse-areola/profil/spieler/120629
Paris Saint-Germain,Youssouf Sabaly,22,Senegal,Right-Back,RB,£2.25m,FC Évian Thonon Gaillard,France,"End of loanJun 30, 2015",In,2015,s,ligue-1,https://www.transfermarkt.co.uk/youssouf-sabaly/profil/spieler/135492
Olympique Lyon,Sergi Darder,21,Spain,Central Midfield,CM,£6.75m,Málaga CF,Spain,£11.79m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/sergi-darder/profil/spieler/142021
Olympique Lyon,Mapou Yanga-Mbiwa,26,France,Centre-Back,CB,£5.85m,AS Roma,Italy,£8.46m,In,2015,s,ligue-1,https://www.transfermarkt.co.uk/mapou-yanga-mbiwa/profil/spieler/57480
