Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
AC Milan,Robinho,26,Brazil,Left Winger,LW,£25.20m,Manchester City,England,£18.90m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511
AC Milan,Zlatan Ibrahimovic,28,Sweden,Centre-Forward,CF,£41.40m,FC Barcelona,Spain,Loan fee:£5.40m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/zlatan-ibrahimovic/profil/spieler/3455
AC Milan,Sokratis,22,Greece,Centre-Back,CB,£4.50m,Genoa CFC,Italy,£4.05m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/sokratis/profil/spieler/34322
AC Milan,Alberto Paloschi,21,Italy,Centre-Forward,CF,£4.32m,Genoa CFC,Italy,£3.92m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alberto-paloschi/profil/spieler/68306
AC Milan,Kevin-Prince Boateng,23,Ghana,Attacking Midfield,AM,£5.40m,Genoa CFC,Italy,Loan fee:£2.70m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/kevin-prince-boateng/profil/spieler/16922
AC Milan,Cristian Daminuta,20,Romania,Defensive Midfield,DM,£180Th.,FC Internazionale,Italy,£900Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/cristian-daminuta/profil/spieler/47873
AC Milan,Attila Filkor,22,Hungary,Central Midfield,CM,£450Th.,FC Internazionale,Italy,£900Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/attila-filkor/profil/spieler/45576
AC Milan,Mario Yepes,34,Colombia,Centre-Back,CB,£1.80m,Chievo Verona,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/mario-yepes/profil/spieler/5507
AC Milan,Bruno Montelongo,22,Uruguay,Right Midfield,RM,£540Th.,Atletico River Plate Montevideo,Uruguay,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/bruno-montelongo/profil/spieler/74257
AC Milan,Ferdinando Coppola,32,Italy,Goalkeeper,GK,£900Th.,Atalanta BC,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/ferdinando-coppola/profil/spieler/5986
AC Milan,Marco Amelia,28,Italy,Goalkeeper,GK,£8.10m,Genoa CFC,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-amelia/profil/spieler/16810
AC Milan,Rodney Strasser,20,Sierra Leone,Defensive Midfield,DM,£135Th.,Genoa CFC,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/rodney-strasser/profil/spieler/88712
AC Milan,Nnamdi Oduamadi,19,Nigeria,Right Winger,RW,£45Th.,Milan Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/nnamdi-oduamadi/profil/spieler/130354
AS Roma,Nicolás Burdisso,29,Argentina,Centre-Back,CB,£6.75m,FC Internazionale,Italy,£7.20m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/nicolas-burdisso/profil/spieler/3417
AS Roma,Aleandro Rosi,23,Italy,Right-Back,RB,£2.25m,AC Siena,Italy,£1.71m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/aleandro-rosi/profil/spieler/34239
AS Roma,Bogdan Lobont,32,Romania,Goalkeeper,GK,£1.80m,FC Dinamo Bucharest,Romania,£720Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/bogdan-lobont/profil/spieler/4310
AS Roma,Guillermo Burdisso,21,Argentina,Centre-Back,CB,£1.98m,Club Atlético Rosario Central,Argentina,Loan fee:£450Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/guillermo-burdisso/profil/spieler/104233
AS Roma,Fábio Simplício,30,Brazil,Central Midfield,CM,£8.55m,US Palermo,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/fabio-simplicio/profil/spieler/24716
AS Roma,Paolo Castellini,31,Italy,Left-Back,LB,£1.35m,Parma FC,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/paolo-castellini/profil/spieler/16891
AS Roma,Adriano,28,Brazil,Centre-Forward,CF,£7.20m,Clube de Regatas do Flamengo,Brazil,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/adriano/profil/spieler/5876
AS Roma,Marco Borriello,28,Italy,Centre-Forward,CF,£15.30m,AC Milan,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-borriello/profil/spieler/5825
AS Roma,Stefano Guberti,26,Italy,Right Winger,RW,£3.60m,UC Sampdoria,Italy,£450,In,2010,s,serie-a,https://www.transfermarkt.co.uk/stefano-guberti/profil/spieler/41310
AS Roma,Federico Maria Erba,21,Italy,Centre-Back,CB,£135Th.,AC Cesena,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/federico-maria-erba/profil/spieler/55784
AS Roma,Alexandru Pena,20,Romania,Goalkeeper,GK,£45Th.,Roma Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alexandru-pena/profil/spieler/82423
Brescia Calcio,Éder,23,Italy,Second Striker,SS,£2.70m,FC Empoli,Italy,£3.78m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/eder/profil/spieler/37418
Brescia Calcio,Alessandro Diamanti,27,Italy,Attacking Midfield,AM,£4.50m,West Ham United,England,£1.98m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alessandro-diamanti/profil/spieler/23197
Brescia Calcio,Panagiotis Kone,22,Greece,Central Midfield,CM,£720Th.,Iraklis Thessaloniki,Greece,£720Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/panagiotis-kone/profil/spieler/19636
Brescia Calcio,Fabio Daprelà,19,Switzerland,Centre-Back,CB,£450Th.,West Ham United,England,£675Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/fabio-daprela/profil/spieler/66109
Brescia Calcio,Antonio Filippini,37,Italy,Right Midfield,RM,-,AS Livorno,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/antonio-filippini/profil/spieler/5973
Brescia Calcio,Jonathan Zebina,32,France,Centre-Back,CB,£1.17m,Juventus FC,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/jonathan-zebina/profil/spieler/5942
Brescia Calcio,Matteo Sereni,35,Italy,Goalkeeper,GK,£1.35m,Torino FC,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/matteo-sereni/profil/spieler/5964
Brescia Calcio,Frank Kamalu,19,Ghana,Centre-Back,CB,-,Brescia Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/frank-kamalu/profil/spieler/115676
Brescia Calcio,Nicola Leali,17,Italy,Goalkeeper,GK,£45Th.,Brescia Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/nicola-leali/profil/spieler/136111
FC Internazionale,Jonathan Biabiany,22,France,Right Winger,RW,£6.75m,Parma FC,Italy,£3.78m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/jonathan-biabiany/profil/spieler/45567
FC Internazionale,Luca Tremolada,19,Italy,Attacking Midfield,AM,£225Th.,Piacenza FC,Italy,£675Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luca-tremolada/profil/spieler/88713
FC Internazionale,Marko Livaja,16,Croatia,Centre-Forward,CF,£45Th.,HNK Hajduk Split,Croatia,£167Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marko-livaja/profil/spieler/95438
FC Internazionale,Luca Castellazzi,34,Italy,Goalkeeper,GK,£2.70m,UC Sampdoria,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luca-castellazzi/profil/spieler/6058
FC Internazionale,Dennis Esposito,23,Italy,Centre-Back,CB,£135Th.,AC Monza Brianza,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/dennis-esposito/profil/spieler/84565
FC Internazionale,Andrea Mei,22,Italy,Centre-Back,CB,£270Th.,Piacenza FC,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/andrea-mei/profil/spieler/84323
FC Internazionale,Nwankwo Obiora,18,Nigeria,Defensive Midfield,DM,£180Th.,Inter Milan Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/nwankwo-obiora/profil/spieler/127769
FC Internazionale,Luca Caldirola,19,Italy,Centre-Back,CB,£135Th.,Inter Milan Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luca-caldirola/profil/spieler/88680
FC Internazionale,Joel Obi,19,Nigeria,Central Midfield,CM,£450Th.,Inter Milan Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/joel-obi/profil/spieler/45581
Parma FC,Andrea Rispoli,21,Italy,Right-Back,RB,£1.35m,Brescia Calcio,Italy,£6.30m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/andrea-rispoli/profil/spieler/74448
Parma FC,Blerim Dzemaili,24,Switzerland,Central Midfield,CM,£4.50m,Torino FC,Italy,£6.30m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/blerim-dzemaili/profil/spieler/9967
Parma FC,Valeri Bojinov,24,Bulgaria,Centre-Forward,CF,£5.58m,Manchester City,England,£1.80m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/valeri-bojinov/profil/spieler/4176
Parma FC,Sebastian Giovinco,23,Italy,Second Striker,SS,£6.30m,Juventus FC,Italy,Loan fee:£900Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/sebastian-giovinco/profil/spieler/52312
Parma FC,Gabriele Paonessa,23,Italy,Attacking Midfield,AM,£450Th.,Bologna FC 1909,Italy,£540Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/gabriele-paonessa/profil/spieler/56875
Parma FC,Antonio Candreva,23,Italy,Right Midfield,RM,£6.75m,Udinese Calcio,Italy,Loan fee:£450Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/antonio-candreva/profil/spieler/25488
Parma FC,Zé Eduardo,18,Brazil,Defensive Midfield,DM,£270Th.,Associação Maga Esporte Clube (SC),Brazil,Loan fee:£450Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/ze-eduardo/profil/spieler/70203
Parma FC,Paolo Dellafiore,25,Italy,Centre-Back,CB,£1.80m,US Palermo,Italy,£360Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/paolo-dellafiore/profil/spieler/28935
Parma FC,Milan Djuric,20,Bosnia-Herzegovina,Centre-Forward,CF,£1.35m,AC Cesena,Italy,£270Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/milan-djuric/profil/spieler/67556
Parma FC,Fernando Marqués,25,Spain,Right Winger,RW,£1.26m,RCD Espanyol Barcelona,Spain,Loan fee:£180Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/fernando-marques/profil/spieler/25414
Parma FC,Alberto Galuppo,25,Italy,Centre-Back,CB,£90Th.,AC Cesena,Italy,£180Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alberto-galuppo/profil/spieler/25320
Parma FC,Massimo Gobbi,29,Italy,Left-Back,LB,£1.98m,ACF Fiorentina,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/massimo-gobbi/profil/spieler/28020
Parma FC,Mario Merlonghi,22,Italy,Left Winger,LW,-,Eretum Monterotondo,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/mario-merlonghi/profil/spieler/109824
Parma FC,Rolf Feltscher,19,Venezuela,Right-Back,RB,£630Th.,Grasshopper Club Zurich,Switzerland,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/rolf-feltscher/profil/spieler/52590
Parma FC,Filipe Oliveira,26,Portugal,Right Winger,RW,£1.17m,SC Braga,Portugal,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/filipe-oliveira/profil/spieler/3178
Parma FC,Alain Mendy,20,Senegal,Central Midfield,CM,£180Th.,Mantova FC,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alain-mendy/profil/spieler/109060
Parma FC,Angelo,29,Brazil,Right-Back,RB,£900Th.,US Lecce,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/angelo/profil/spieler/32966
Parma FC,Danilo Pereira,18,Portugal,Defensive Midfield,DM,-,SL Benfica U19,Portugal,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/danilo-pereira/profil/spieler/141050
Parma FC,Francesco Pambianchi,22,Italy,Centre-Back,CB,£68Th.,US Pergolettese 1932,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/francesco-pambianchi/profil/spieler/37431
Parma FC,Fabio Lebran,23,Italy,Centre-Back,CB,£270Th.,Rimini FC,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/fabio-lebran/profil/spieler/85881
Parma FC,Marco Pisano,28,Italy,Left-Back,LB,£900Th.,Torino FC,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-pisano/profil/spieler/16901
Parma FC,Gabriel Paletta,24,Italy,Centre-Back,CB,£2.25m,Club Atlético Boca Juniors,Argentina,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/gabriel-paletta/profil/spieler/30767
Parma FC,Abderrazzak Jadid,27,Morocco,Central Midfield,CM,£360Th.,Salernitana Calcio 1919,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/abderrazzak-jadid/profil/spieler/16896
Parma FC,Niccolò Galli,22,Italy,Central Midfield,CM,£180Th.,US Pergolettese 1932,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/niccolo-galli/profil/spieler/56869
Genoa CFC,Miguel Veloso,24,Portugal,Defensive Midfield,DM,£10.35m,Sporting CP,Portugal,£8.10m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/miguel-veloso/profil/spieler/43848
Genoa CFC,Rafinha,24,Brazil,Right-Back,RB,£10.80m,FC Schalke 04,Germany,£7.20m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/rafinha/profil/spieler/33947
Genoa CFC,Kevin-Prince Boateng,23,Ghana,Attacking Midfield,AM,£3.60m,Portsmouth FC,England,£5.13m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/kevin-prince-boateng/profil/spieler/16922
Genoa CFC,Chico,23,Spain,Centre-Back,CB,£2.70m,UD Almería,Spain,£4.50m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/chico/profil/spieler/51681
Genoa CFC,Eduardo,27,Portugal,Goalkeeper,GK,£7.02m,SC Braga,Portugal,£4.05m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/eduardo/profil/spieler/34159
Genoa CFC,Riccardo Meggiorini,25,Italy,Second Striker,SS,£2.88m,Bologna FC 1909,Italy,£2.70m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/riccardo-meggiorini/profil/spieler/28936
Genoa CFC,Rodney Strasser,20,Sierra Leone,Defensive Midfield,DM,£135Th.,AC Milan,Italy,£2.03m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/rodney-strasser/profil/spieler/88712
Genoa CFC,Diego Ângelo,24,Brazil,Centre-Back,CB,£1.26m,Naval 1º de Maio,Portugal,£1.35m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/diego-angelo/profil/spieler/59333
Genoa CFC,Franco Zuculini,19,Argentina,Central Midfield,CM,£3.60m,TSG 1899 Hoffenheim,Germany,Loan fee:£630Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/franco-zuculini/profil/spieler/73083
Genoa CFC,Panagiotis Tachtsidis,19,Greece,Defensive Midfield,DM,£900Th.,AEK Athens,Greece,£180Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/panagiotis-tachtsidis/profil/spieler/62415
Genoa CFC,Fernando Forestieri,21,Italy,Second Striker,SS,£720Th.,Udinese Calcio,Italy,£108Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/fernando-forestieri/profil/spieler/44948
Genoa CFC,Kakhaber Kaladze,32,Georgia,Centre-Back,CB,£1.35m,AC Milan,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/kakhaber-kaladze/profil/spieler/3430
Genoa CFC,Gergely Rudolf,25,Hungary,Centre-Forward,CF,£900Th.,Debreceni VSC,Hungary,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/gergely-rudolf/profil/spieler/34374
Genoa CFC,Luca Toni,33,Italy,Centre-Forward,CF,£7.20m,Bayern Munich,Germany,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luca-toni/profil/spieler/5980
Genoa CFC,Danilo Russo,23,Italy,Goalkeeper,GK,£225Th.,Vicenza Calcio,Italy,£450,In,2010,s,serie-a,https://www.transfermarkt.co.uk/danilo-russo/profil/spieler/62270
Genoa CFC,Francesco Acerbi,23,Italy,Centre-Back,CB,£2.70m,Reggina Calcio,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/francesco-acerbi/profil/spieler/131075
Genoa CFC,Antonio Caracciolo,20,Italy,Centre-Back,CB,-,Pavia Juniores,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/antonio-caracciolo/profil/spieler/149525
Genoa CFC,Mattia Destro,19,Italy,Centre-Forward,CF,£900Th.,Inter Milan Primavera,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/mattia-destro/profil/spieler/88683
Genoa CFC,Mattia Ferraro,20,Italy,Right Midfield,RM,£45Th.,Genoa Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/mattia-ferraro/profil/spieler/106451
AS Bari,Barreto,24,Brazil,Second Striker,SS,£7.20m,Udinese Calcio,Italy,£4.05m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/barreto/profil/spieler/23345
AS Bari,Sergio Almirón,29,Argentina,Central Midfield,CM,£3.60m,Juventus FC,Italy,£2.25m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/sergio-almiron/profil/spieler/5890
AS Bari,Nico Pulzetti,26,Italy,Central Midfield,CM,£2.25m,AS Livorno,Italy,Loan fee:£450Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/nico-pulzetti/profil/spieler/38602
AS Bari,Marco D'Alessandro,19,Italy,Right Midfield,RM,£720Th.,AS Roma,Italy,Loan fee:£270Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-dalessandro/profil/spieler/99232
AS Bari,Marco Rossi,22,Italy,Centre-Back,CB,£2.25m,Parma FC,Italy,Loan fee:£225Th.,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-rossi/profil/spieler/33605
AS Bari,Michele Rinaldi,23,Italy,Centre-Back,CB,£180Th.,Rimini FC,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/michele-rinaldi/profil/spieler/44666
AS Bari,Jaime Romero,19,Spain,Right Winger,RW,£675Th.,Udinese Calcio,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/jaime-romero/profil/spieler/81998
AS Bari,Abdelkader Ghezzal,25,Algeria,Centre-Forward,CF,£2.25m,AC Siena,Italy,?,In,2010,s,serie-a,https://www.transfermarkt.co.uk/abdelkader-ghezzal/profil/spieler/76406
AS Bari,Andrea Raggi,26,Italy,Centre-Back,CB,£1.98m,US Palermo,Italy,Loan,In,2010,s,serie-a,https://www.transfermarkt.co.uk/andrea-raggi/profil/spieler/28845
AS Bari,Marco Crimi,20,Italy,Central Midfield,CM,-,Bari Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/marco-crimi/profil/spieler/149526
SS Lazio,Hernanes,25,Brazil,Attacking Midfield,AM,£8.10m,São Paulo Futebol Clube,Brazil,£12.15m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/hernanes/profil/spieler/52897
SS Lazio,Sergio Floccari,28,Italy,Centre-Forward,CF,£9.00m,Genoa CFC,Italy,£7.65m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/sergio-floccari/profil/spieler/30638
SS Lazio,Javier Garrido,25,Spain,Left-Back,LB,£2.25m,Manchester City,England,£2.25m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/javier-garrido/profil/spieler/23218
SS Lazio,Álvaro González,25,Uruguay,Central Midfield,CM,£720Th.,Club Nacional,Uruguay,£1.80m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/alvaro-gonzalez/profil/spieler/55957
SS Lazio,Mark Bresciano,30,Australia,Central Midfield,CM,£3.60m,US Palermo,Italy,Free transfer,In,2010,s,serie-a,https://www.transfermarkt.co.uk/mark-bresciano/profil/spieler/5867
SS Lazio,Luis Pedro Cavanda,19,Belgium,Right-Back,RB,£45Th.,Lazio Primavera,Italy,-,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luis-pedro-cavanda/profil/spieler/102192
Udinese Calcio,Matej Vydra,18,Czech Republic,Centre-Forward,CF,£45Th.,FC Banik Ostrava,Czech Republic,£2.70m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/matej-vydra/profil/spieler/101500
Udinese Calcio,Germán Denis,28,Argentina,Centre-Forward,CF,£3.60m,SSC Napoli,Italy,£1.80m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/german-denis/profil/spieler/30873
Udinese Calcio,Gabriele Angella,21,Italy,Centre-Back,CB,£720Th.,FC Empoli,Italy,£1.80m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/gabriele-angella/profil/spieler/86793
Udinese Calcio,Luis Muriel,19,Colombia,Centre-Forward,CF,£68Th.,Deportivo Cali,Colombia,£1.35m,In,2010,s,serie-a,https://www.transfermarkt.co.uk/luis-muriel/profil/spieler/119228
