Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Borussia Dortmund,Robert Lewandowski,21,Poland,Centre-Forward,CF,£4.05m,Lech Poznan,Poland,£4.28m,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253
Borussia Dortmund,Mitchell Langerak,21,Australia,Goalkeeper,GK,£225Th.,Melbourne Victory,Australia,£450Th.,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/mitchell-langerak/profil/spieler/49347
Borussia Dortmund,Shinji Kagawa,21,Japan,Attacking Midfield,AM,£2.25m,Cerezo Osaka,Japan,Free transfer,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/shinji-kagawa/profil/spieler/81785
Borussia Dortmund,Antônio da Silva,32,Brazil,Attacking Midfield,AM,£720Th.,Karlsruher SC,Germany,Free transfer,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/antonio-da-silva/profil/spieler/1919
Borussia Dortmund,Lukasz Piszczek,25,Poland,Right-Back,RB,£2.25m,Hertha BSC,Germany,Free transfer,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/lukasz-piszczek/profil/spieler/25727
Borussia Dortmund,Johannes Focher,20,Germany,Goalkeeper,GK,£135Th.,Borussia Dortmund II,Germany,-,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/johannes-focher/profil/spieler/47597
Borussia Dortmund,Daniel Ginczek,19,Germany,Centre-Forward,CF,£270Th.,Borussia Dortmund II,Germany,-,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/daniel-ginczek/profil/spieler/79501
Borussia Dortmund,Marco Stiepermann,19,Germany,Attacking Midfield,AM,£180Th.,Borussia Dortmund U19,Germany,-,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/marco-stiepermann/profil/spieler/45760
Borussia Dortmund,Lasse Sobiech,19,Germany,Centre-Back,CB,£225Th.,Borussia Dortmund II,Germany,-,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/lasse-sobiech/profil/spieler/79503
Borussia Dortmund,Mario Götze,18,Germany,Attacking Midfield,AM,£900Th.,Borussia Dortmund U19,Germany,-,In,2010,s,1-bundesliga,https://www.transfermarkt.co.uk/mario-gotze/profil/spieler/74842
