Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Cardiff City,Danny Gabbidon,21,Wales,Centre-Back,CB,-,West Bromwich Albion,England,£234k,In,2000,s,championship
Cardiff City,Andy Thompson,32,England,Defender,Defender,-,Tranmere Rovers,England,Free transfer,In,2000,s,championship
Cardiff City,Mark Walton,31,Wales,Goalkeeper,GK,-,Brighton & Hove Albion,England,Free transfer,In,2000,s,championship
Cardiff City,Paul Brayson,22,England,Forward,Forward,-,Reading FC,England,Free transfer,In,2000,s,championship
Cardiff City,Ian Feuer,29,United States,Goalkeeper,GK,-,Colorado Rapids,United States,Free transfer,In,2000,s,championship
Cardiff City,Andy Jordan,20,Scotland,Defender,Defender,-,Bristol City,England,£33k,In,2000,s,championship
Cardiff City,Scott McCulloch,24,Scotland,Left-Back,LB,-,Dundee United FC,Scotland,?,In,2000,s,championship
Cardiff City,David Greene,26,Ireland,Defender,Defender,-,Colchester United,England,?,In,2000,s,championship
Cardiff City,Gethin Jones,18,Wales,Centre-Back,CB,-,Cardiff City U18,Wales,-,In,2000,s,championship
Fulham FC,Alain Goma,28,France,Centre-Back,CB,-,Newcastle United,England,£5.40m,In,2000,s,championship
Fulham FC,Louis Saha,21,France,Centre-Forward,CF,-,FC Metz,France,£2.84m,In,2000,s,championship
Fulham FC,John Collins,32,Scotland,Left Midfield,LM,-,Everton FC,England,£2.48m,In,2000,s,championship
Fulham FC,Kieran McAnespie,20,Scotland,Left-Back,LB,-,St. Johnstone FC,Scotland,£108k,In,2000,s,championship
Fulham FC,Fabrice Fernandes,20,France,Left Winger,LW,-,Stade Rennais FC,France,Loan,In,2000,s,championship
Fulham FC,Luís Boa Morte,22,Portugal,Left Midfield,LM,-,Southampton FC,England,Loan,In,2000,s,championship
Fulham FC,Kieran McAnespie,21,Scotland,Left-Back,LB,-,Heart of Midlothian FC,Scotland,"End of loanMay 1, 2001",In,2000,s,championship
Fulham FC,Elvis Hammond,19,Ghana,Centre-Forward,CF,-,Fulham FC U18,England,-,In,2000,s,championship
