Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Gilberto Silva,25,Brazil,Defensive Midfield,DM,-,Clube Atlético Mineiro,Brazil,£6.21m,In,2002,s,premier-league,https://www.transfermarkt.co.uk/gilberto-silva/profil/spieler/3194
Arsenal FC,Pascal Cygan,28,France,Centre-Back,CB,-,LOSC Lille,France,£3.44m,In,2002,s,premier-league,https://www.transfermarkt.co.uk/pascal-cygan/profil/spieler/3193
Arsenal FC,Rami Shaaban,27,Sweden,Goalkeeper,GK,-,Djurgardens IF,Sweden,?,In,2002,s,premier-league,https://www.transfermarkt.co.uk/rami-shaaban/profil/spieler/3199
Arsenal FC,Moritz Volz,20,Germany,Right-Back,RB,-,Wimbledon FC,England,"End of loanMay 1, 2003",In,2002,s,premier-league,https://www.transfermarkt.co.uk/moritz-volz/profil/spieler/4048
Arsenal FC,Ryan Garry,18,England,Centre-Back,CB,-,Arsenal FC U18,England,-,In,2002,s,premier-league,https://www.transfermarkt.co.uk/ryan-garry/profil/spieler/3206
Arsenal FC,Liam Chilvers,21,England,Centre-Back,CB,-,Colchester United,England,"End of loanMay 31, 2003",In,2002,s,premier-league,https://www.transfermarkt.co.uk/liam-chilvers/profil/spieler/4084
Arsenal FC,Graham Barrett,20,Ireland,Centre-Forward,CF,-,Crewe Alexandra,England,"End of loanJun 30, 2002",In,2002,s,premier-league,https://www.transfermarkt.co.uk/graham-barrett/profil/spieler/3290
Arsenal FC,David Grondin,22,France,Left-Back,LB,-,KSK Beveren,Belgium,"End of loanJun 30, 2002",In,2002,s,premier-league,https://www.transfermarkt.co.uk/david-grondin/profil/spieler/12626
Arsenal FC,Tomas Danilevicius,23,Lithuania,Centre-Forward,CF,-,KSK Beveren,Belgium,"End of loanJun 30, 2002",In,2002,s,premier-league,https://www.transfermarkt.co.uk/tomas-danilevicius/profil/spieler/4049
Arsenal FC,Graham Barrett,20,Ireland,Centre-Forward,CF,-,Colchester United,England,"End of loanJun 30, 2002",In,2002,s,premier-league,https://www.transfermarkt.co.uk/graham-barrett/profil/spieler/3290
Liverpool FC,El-Hadji Diouf,21,Senegal,Centre-Forward,CF,-,RC Lens,France,£13.50m,In,2002,s,premier-league,https://www.transfermarkt.co.uk/el-hadji-diouf/profil/spieler/3604
Liverpool FC,Salif Diao,25,Senegal,Defensive Midfield,DM,-,CS Sedan-Ardennes,France,£6.75m,In,2002,s,premier-league,https://www.transfermarkt.co.uk/salif-diao/profil/spieler/3600
Liverpool FC,Bruno Cheyrou,24,France,Central Midfield,CM,-,LOSC Lille,France,£5.85m,In,2002,s,premier-league,https://www.transfermarkt.co.uk/bruno-cheyrou/profil/spieler/3602
