Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Real Madrid,Theo Hernández,19,France,Left-Back,LB,£13.50m,Atlético Madrid,Spain,£21.60m,In,2017,s,laliga,https://www.transfermarkt.co.uk/theo-hernandez/profil/spieler/339808
Real Madrid,Dani Ceballos,20,Spain,Central Midfield,CM,£9.00m,Real Betis Balompié,Spain,£14.85m,In,2017,s,laliga,https://www.transfermarkt.co.uk/dani-ceballos/profil/spieler/319745
Real Madrid,Philipp Lienhart,20,Austria,Centre-Back,CB,£720Th.,Real Madrid Castilla,Spain,-,In,2017,s,laliga,https://www.transfermarkt.co.uk/philipp-lienhart/profil/spieler/225657
Real Madrid,Achraf Hakimi,18,Morocco,Right-Back,RB,£270Th.,Real Madrid Castilla,Spain,-,In,2017,s,laliga,https://www.transfermarkt.co.uk/achraf-hakimi/profil/spieler/398073
Real Madrid,Burgui,23,Spain,Left Winger,LW,£1.35m,Sporting Gijón,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/burgui/profil/spieler/246277
Real Madrid,Marcos Llorente,22,Spain,Defensive Midfield,DM,£13.50m,Deportivo Alavés,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/marcos-llorente/profil/spieler/282411
Real Madrid,Borja Mayoral,20,Spain,Centre-Forward,CF,£2.25m,VfL Wolfsburg,Germany,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/borja-mayoral/profil/spieler/298976
Real Madrid,Diego Llorente,23,Spain,Centre-Back,CB,£6.75m,Málaga CF,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/diego-llorente/profil/spieler/246291
Real Madrid,Jesús Vallejo,20,Spain,Centre-Back,CB,£7.20m,Eintracht Frankfurt,Germany,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/jesus-vallejo/profil/spieler/251896
FC Barcelona,Ousmane Dembélé,20,France,Right Winger,RW,£29.70m,Borussia Dortmund,Germany,£112.50m,In,2017,s,laliga,https://www.transfermarkt.co.uk/ousmane-dembele/profil/spieler/288230
FC Barcelona,Paulinho,29,Brazil,Central Midfield,CM,£13.50m,Guangzhou Evergrande Taobao,China,£36.00m,In,2017,s,laliga,https://www.transfermarkt.co.uk/paulinho/profil/spieler/57229
FC Barcelona,Nélson Semedo,23,Portugal,Right-Back,RB,£18.00m,SL Benfica,Portugal,£32.13m,In,2017,s,laliga,https://www.transfermarkt.co.uk/nelson-semedo/profil/spieler/231572
FC Barcelona,Gerard Deulofeu,23,Spain,Left Winger,LW,£10.80m,Everton FC,England,£10.80m,In,2017,s,laliga,https://www.transfermarkt.co.uk/gerard-deulofeu/profil/spieler/129476
FC Barcelona,Marlon,21,Brazil,Centre-Back,CB,£4.50m,Fluminense Football Club,Brazil,£4.50m,In,2017,s,laliga,https://www.transfermarkt.co.uk/marlon/profil/spieler/273236
FC Barcelona,Thomas Vermaelen,31,Belgium,Centre-Back,CB,£2.70m,AS Roma,Italy,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/thomas-vermaelen/profil/spieler/15904
FC Barcelona,Douglas,26,Brazil,Right-Back,RB,£1.35m,Sporting Gijón,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/douglas/profil/spieler/58426
FC Barcelona,Sergi Samper,22,Spain,Defensive Midfield,DM,£3.15m,Granada CF,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/sergi-samper/profil/spieler/181112
FC Barcelona,Cristian Tello,25,Spain,Left Winger,LW,£7.20m,ACF Fiorentina,Italy,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/cristian-tello/profil/spieler/141834
FC Barcelona,Munir El Haddadi,21,Spain,Centre-Forward,CF,£8.10m,Valencia CF,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/munir-el-haddadi/profil/spieler/223725
Atlético Madrid,Vitolo,27,Spain,Left Winger,LW,£22.50m,Sevilla FC,Spain,£32.40m,In,2017,s,laliga,https://www.transfermarkt.co.uk/vitolo/profil/spieler/67082
Atlético Madrid,Guilherme Siqueira,31,Brazil,Left-Back,LB,£1.35m,Valencia CF,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/guilherme-siqueira/profil/spieler/44373
Atlético Madrid,Theo Hernández,19,France,Left-Back,LB,£13.50m,Deportivo Alavés,Spain,"End of loanJun 30, 2017",In,2017,s,laliga,https://www.transfermarkt.co.uk/theo-hernandez/profil/spieler/339808
