Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
SC Amiens,Moussa Konaté,24,Senegal,Centre-Forward,CF,£3.60m,FC Sion,Switzerland,£3.15m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/moussa-konate/profil/spieler/192774
SC Amiens,Bongani Zungu,24,South Africa,Central Midfield,CM,£1.80m,Vitória Guimarães SC,Portugal,£1.80m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/bongani-zungu/profil/spieler/240892
SC Amiens,Prince Gouano,23,France,Centre-Back,CB,£1.13m,Atalanta BC,Italy,£117Th.,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/prince-gouano/profil/spieler/171410
SC Amiens,Mathieu Bodmer,34,France,Defensive Midfield,DM,£900Th.,EA Guingamp,France,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/mathieu-bodmer/profil/spieler/27305
SC Amiens,Jean-Christophe Bouet,33,France,Goalkeeper,GK,£180Th.,USL Dunkerque,France,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/jean-christophe-bouet/profil/spieler/110116
SC Amiens,Gaël Kakuta,26,DR Congo,Attacking Midfield,AM,£900Th.,Hebei China Fortune,China,Loan,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/gael-kakuta/profil/spieler/74297
SC Amiens,Brighton Labeau,21,France,Centre-Forward,CF,-,AS Monaco B,Monaco,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/brighton-labeau/profil/spieler/342227
SC Amiens,Issa Cissokho,32,Senegal,Right-Back,RB,£450Th.,SCO Angers,France,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/issa-cissokho/profil/spieler/183494
SC Amiens,Madih Talal,19,France,Central Midfield,CM,-,SCO Angers B,France,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/madih-talal/profil/spieler/518860
SC Amiens,Danilo Avelar,28,Brazil,Centre-Back,CB,£1.35m,Torino FC,Italy,Loan,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/danilo-avelar/profil/spieler/140748
SC Amiens,Lacina Traoré,27,Cote d'Ivoire,Centre-Forward,CF,£2.25m,AS Monaco,France,Loan,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/lacina-traore/profil/spieler/69006
SC Amiens,Serge Gakpé,30,Togo,Right Winger,RW,£810Th.,Genoa CFC,Italy,?,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/serge-gakpe/profil/spieler/36293
SC Amiens,Nathan,21,Brazil,Left Winger,LW,£1.13m,Chelsea FC,England,Loan,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/nathan/profil/spieler/294798
SC Amiens,Jean-Luc Dompé,21,France,Left Winger,LW,£810Th.,Standard Liège,Belgium,Loan,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/jean-luc-dompe/profil/spieler/291222
SC Amiens,Bachibou Koita,23,Niger,Centre-Forward,CF,£180Th.,SC Amiens B,France,-,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/bachibou-koita/profil/spieler/315054
SC Amiens,Sekou Baradji,33,France,Defensive Midfield,DM,£225Th.,,Without Club,-,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/sekou-baradji/profil/spieler/23890
SCO Angers,Enzo Crivelli,22,France,Centre-Forward,CF,£3.60m,FC Girondins Bordeaux,France,£3.60m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/enzo-crivelli/profil/spieler/291110
SCO Angers,Thomas Touré,23,Cote d'Ivoire,Left Winger,LW,£1.35m,FC Girondins Bordeaux,France,£2.70m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/thomas-toure/profil/spieler/187392
SCO Angers,Lassana Coulibaly,21,Mali,Central Midfield,CM,£1.13m,SC Bastia,France,£1.80m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/lassana-coulibaly/profil/spieler/386552
SCO Angers,Baptiste Guillaume,22,Belgium,Centre-Forward,CF,£1.80m,LOSC Lille,France,£1.80m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/baptiste-guillaume/profil/spieler/264567
SCO Angers,Angelo Fulgini,20,France,Central Midfield,CM,£1.13m,Valenciennes FC,France,£1.26m,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/angelo-fulgini/profil/spieler/250013
SCO Angers,Loïc Puyo,28,France,Central Midfield,CM,£810Th.,AS Nancy-Lorraine,France,Free transfer,In,2017,s,ligue-1,https://www.transfermarkt.co.uk/loic-puyo/profil/spieler/170916
