Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atlético Madrid,Antoine Griezmann,23,France,Second Striker,SS,£27.00m,Real Sociedad,Spain,£48.60m,In,2014,s,laliga,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781
Atlético Madrid,Mario Mandzukic,28,Croatia,Centre-Forward,CF,£27.00m,Bayern Munich,Germany,£19.80m,In,2014,s,laliga,https://www.transfermarkt.co.uk/mario-mandzukic/profil/spieler/34572
Atlético Madrid,Jan Oblak,21,Slovenia,Goalkeeper,GK,£3.60m,SL Benfica,Portugal,£14.40m,In,2014,s,laliga,https://www.transfermarkt.co.uk/jan-oblak/profil/spieler/121483
Atlético Madrid,Alessio Cerci,27,Italy,Right Winger,RW,£16.20m,Torino FC,Italy,£13.50m,In,2014,s,laliga,https://www.transfermarkt.co.uk/alessio-cerci/profil/spieler/21748
Atlético Madrid,Raúl Jiménez,23,Mexico,Centre-Forward,CF,£2.70m,CF América,Mexico,£9.45m,In,2014,s,laliga,https://www.transfermarkt.co.uk/raul-jimenez/profil/spieler/206040
Atlético Madrid,Guilherme Siqueira,28,Brazil,Left-Back,LB,£7.20m,Granada CF,Spain,£9.00m,In,2014,s,laliga,https://www.transfermarkt.co.uk/guilherme-siqueira/profil/spieler/44373
Atlético Madrid,Miguel Ángel Moyà,30,Spain,Goalkeeper,GK,£2.70m,Getafe CF,Spain,£2.70m,In,2014,s,laliga,https://www.transfermarkt.co.uk/miguel-angel-moya/profil/spieler/26065
Atlético Madrid,Jesús Gámez,29,Spain,Right-Back,RB,£4.50m,Málaga CF,Spain,£2.25m,In,2014,s,laliga,https://www.transfermarkt.co.uk/jesus-gamez/profil/spieler/29055
Atlético Madrid,Emiliano Velázquez,20,Uruguay,Centre-Back,CB,£1.35m,Danubio FC,Uruguay,£990Th.,In,2014,s,laliga,https://www.transfermarkt.co.uk/emiliano-velazquez/profil/spieler/189458
Atlético Madrid,Cristian Ansaldi,27,Argentina,Left-Back,LB,£8.10m,Zenit St. Petersburg,Russia,Loan fee:£900Th.,In,2014,s,laliga,https://www.transfermarkt.co.uk/cristian-ansaldi/profil/spieler/55854
Atlético Madrid,André Moreira,18,Portugal,Goalkeeper,GK,-,GD Ribeirão,Portugal,£315Th.,In,2014,s,laliga,https://www.transfermarkt.co.uk/andre-moreira/profil/spieler/326363
Atlético Madrid,Cristian Rodríguez,29,Uruguay,Central Midfield,CM,£4.05m,Grêmio Foot-Ball Porto Alegrense,Brazil,"End of loanMay 8, 2015",In,2014,s,laliga,https://www.transfermarkt.co.uk/cristian-rodriguez/profil/spieler/33448
Atlético Madrid,Borja Bastón,22,Spain,Centre-Forward,CF,£1.35m,Deportivo de La Coruña,Spain,"End of loanAug 27, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/borja-baston/profil/spieler/85324
Atlético Madrid,Rubén Pérez,25,Spain,Defensive Midfield,DM,£2.70m,Elche CF,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/ruben-perez/profil/spieler/113045
Atlético Madrid,Roberto,28,Spain,Goalkeeper,GK,£5.40m,Olympiacos Piraeus,Greece,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/roberto/profil/spieler/37403
Atlético Madrid,Josuha Guilavogui,23,France,Defensive Midfield,DM,£9.00m,AS Saint-Étienne,France,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/josuha-guilavogui/profil/spieler/93704
Atlético Madrid,Sergio Asenjo,25,Spain,Goalkeeper,GK,£4.50m,Villarreal CF,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/sergio-asenjo/profil/spieler/51710
Atlético Madrid,Óliver Torres,19,Spain,Central Midfield,CM,£7.20m,Villarreal CF,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/oliver-torres/profil/spieler/214775
Atlético Madrid,Saúl Ñíguez,19,Spain,Central Midfield,CM,£6.75m,Rayo Vallecano,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/saul-niguez/profil/spieler/148928
Atlético Madrid,Leo Baptistão,21,Brazil,Right Winger,RW,£5.40m,Real Betis Balompié,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/leo-baptistao/profil/spieler/221899
FC Barcelona,Luis Suárez,27,Uruguay,Centre-Forward,CF,£46.80m,Liverpool FC,England,£73.55m,In,2014,s,laliga,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352
FC Barcelona,Jérémy Mathieu,30,France,Centre-Back,CB,£10.80m,Valencia CF,Spain,£18.00m,In,2014,s,laliga,https://www.transfermarkt.co.uk/jeremy-mathieu/profil/spieler/5404
FC Barcelona,Thomas Vermaelen,28,Belgium,Centre-Back,CB,£12.60m,Arsenal FC,England,£17.10m,In,2014,s,laliga,https://www.transfermarkt.co.uk/thomas-vermaelen/profil/spieler/15904
FC Barcelona,Ivan Rakitic,26,Croatia,Central Midfield,CM,£18.00m,Sevilla FC,Spain,£16.20m,In,2014,s,laliga,https://www.transfermarkt.co.uk/ivan-rakitic/profil/spieler/32467
FC Barcelona,Marc-André ter Stegen,22,Germany,Goalkeeper,GK,£18.00m,Borussia Mönchengladbach,Germany,£10.80m,In,2014,s,laliga,https://www.transfermarkt.co.uk/marc-andre-ter-stegen/profil/spieler/74857
FC Barcelona,Claudio Bravo,31,Chile,Goalkeeper,GK,£3.60m,Real Sociedad,Spain,£10.80m,In,2014,s,laliga,https://www.transfermarkt.co.uk/claudio-bravo/profil/spieler/40423
FC Barcelona,Douglas,24,Brazil,Right-Back,RB,£1.80m,São Paulo Futebol Clube,Brazil,£3.60m,In,2014,s,laliga,https://www.transfermarkt.co.uk/douglas/profil/spieler/58426
FC Barcelona,Denis Suárez,20,Spain,Left Winger,LW,£3.15m,FC Barcelona B,Spain,-,In,2014,s,laliga,https://www.transfermarkt.co.uk/denis-suarez/profil/spieler/165007
FC Barcelona,Jordi Masip,25,Spain,Goalkeeper,GK,£1.35m,FC Barcelona B,Spain,-,In,2014,s,laliga,https://www.transfermarkt.co.uk/jordi-masip/profil/spieler/65263
FC Barcelona,Keirrison,25,Brazil,Centre-Forward,CF,£450Th.,Coritiba Foot Ball Club,Brazil,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/keirrison/profil/spieler/68821
FC Barcelona,Rafinha,21,Brazil,Attacking Midfield,AM,£6.75m,Celta de Vigo,Spain,"End of loanJun 30, 2014",In,2014,s,laliga,https://www.transfermarkt.co.uk/rafinha/profil/spieler/129473
