Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
1.FC Kaiserslautern,Olaf Marschall,28,Germany,Centre-Forward,CF,-,SG Dynamo Dresden,Germany,£1.26m,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/olaf-marschall/profil/spieler/15
1.FC Kaiserslautern,Piotr Nowak,29,Poland,Attacking Midfield,AM,-,SG Dynamo Dresden,Germany,£608Th.,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/piotr-nowak/profil/spieler/6505
1.FC Kaiserslautern,Dirk Anders,27,Germany,Attacking Midfield,AM,-,VfB Leipzig,Germany,£540Th.,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/dirk-anders/profil/spieler/5275
1.FC Kaiserslautern,Andreas Reinke,25,Germany,Goalkeeper,GK,-,FC St. Pauli,Germany,£540Th.,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/andreas-reinke/profil/spieler/361
1.FC Kaiserslautern,Dirk Flock,22,Germany,Right Midfield,RM,-,Stuttgarter Kickers,Germany,£207Th.,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/dirk-flock/profil/spieler/526
1.FC Kaiserslautern,Matthias Hamann,26,Germany,Centre-Back,CB,-,SV Eintracht Trier 05,Germany,£180Th.,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/matthias-hamann/profil/spieler/970
1.FC Kaiserslautern,Thomas Riedl,18,Germany,Defensive Midfield,DM,-,1.FC Kaiserslautern U19,Germany,-,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/thomas-riedl/profil/spieler/565
1.FC Kaiserslautern,Cem Karaca,18,Turkey,Defensive Midfield,DM,-,1.FC Kaiserslautern U19,Germany,-,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/cem-karaca/profil/spieler/6937
1.FC Kaiserslautern,Marcus Marin,27,Germany,Centre-Forward,CF,-,FC St. Pauli,Germany,"End of loanJun 30, 1994",In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/marcus-marin/profil/spieler/1541
1. FC Köln,Bruno Labbadia,28,Germany,Centre-Forward,CF,-,Bayern Munich,Germany,£1.13m,In,1994,s,1-bundesliga,https://www.transfermarkt.co.uk/bruno-labbadia/profil/spieler/149
