Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atlético Madrid,Diego Simeone,24,Argentina,Central Midfield,CM,-,Sevilla FC,Spain,£2.25m,In,1994,s,laliga,https://www.transfermarkt.co.uk/diego-simeone/profil/spieler/5841
Atlético Madrid,Adolfo Valencia,26,Colombia,Centre-Forward,CF,-,Bayern Munich,Germany,£2.03m,In,1994,s,laliga,https://www.transfermarkt.co.uk/adolfo-valencia/profil/spieler/84610
Atlético Madrid,Santi Denia,20,Spain,Centre-Back,CB,-,Albacete Balompié,Spain,Free transfer,In,1994,s,laliga,https://www.transfermarkt.co.uk/santi-denia/profil/spieler/10010
Atlético Madrid,Delfí Geli,25,Spain,Right-Back,RB,-,Albacete Balompié,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/delfi-geli/profil/spieler/172357
Atlético Madrid,Igor Dobrovolski,26,Russia,Attacking Midfield,AM,-,Dynamo Moscow,Russia,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/igor-dobrovolski/profil/spieler/69814
Atlético Madrid,Iván Rocha,25,Brazil,Left-Back,LB,-,Real Valladolid CF,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/ivan-rocha/profil/spieler/253985
Atlético Madrid,Patxi Ferreira,27,Spain,Centre-Back,CB,-,Sevilla FC,Spain,"End of loanJun 30, 1994",In,1994,s,laliga,https://www.transfermarkt.co.uk/patxi-ferreira/profil/spieler/150645
FC Barcelona,Gheorghe Hagi,29,Romania,Attacking Midfield,AM,-,Brescia Calcio,Italy,£3.60m,In,1994,s,laliga,https://www.transfermarkt.co.uk/gheorghe-hagi/profil/spieler/7939
FC Barcelona,Xabier Eskurza,24,Spain,Central Midfield,CM,-,Athletic Bilbao,Spain,£3.60m,In,1994,s,laliga,https://www.transfermarkt.co.uk/xabier-eskurza/profil/spieler/154584
FC Barcelona,Abelardo,24,Spain,Centre-Back,CB,-,Sporting Gijón,Spain,£2.70m,In,1994,s,laliga,https://www.transfermarkt.co.uk/abelardo/profil/spieler/8036
FC Barcelona,Xavier Escaich,25,Spain,Centre-Forward,CF,-,Sporting Gijón,Spain,£1.08m,In,1994,s,laliga,https://www.transfermarkt.co.uk/xavier-escaich/profil/spieler/8123
FC Barcelona,Julen Lopetegui,27,Spain,Goalkeeper,GK,-,CD Logroñés (liq.),Spain,Free transfer,In,1994,s,laliga,https://www.transfermarkt.co.uk/julen-lopetegui/profil/spieler/101570
FC Barcelona,Igor Korneev,26,Russia,Right Winger,RW,-,RCD Espanyol Barcelona,Spain,Free transfer,In,1994,s,laliga,https://www.transfermarkt.co.uk/igor-korneev/profil/spieler/8011
FC Barcelona,Srdjan Pecelj,19,Bosnia-Herzegovina,Centre-Back,CB,-,Red Star Belgrade,Serbia,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/srdjan-pecelj/profil/spieler/27993
FC Barcelona,Sánchez Jara,24,Spain,Midfielder,Midfielder,-,CA Osasuna,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/sanchez-jara/profil/spieler/175960
FC Barcelona,Jordi Cruyff,20,Netherlands,Attacking Midfield,AM,-,FC Barcelona B,Spain,-,In,1994,s,laliga,https://www.transfermarkt.co.uk/jordi-cruyff/profil/spieler/7436
FC Barcelona,Lluís Carreras,21,Spain,Left-Back,LB,-,Real Oviedo,Spain,"End of loanJun 30, 1994",In,1994,s,laliga,https://www.transfermarkt.co.uk/lluis-carreras/profil/spieler/16593
Real Zaragoza,Pepe Belman,23,Spain,Goalkeeper,GK,-,Real Zaragoza B,Spain,-,In,1994,s,laliga,https://www.transfermarkt.co.uk/pepe-belman/profil/spieler/14229
Real Betis Balompié,Wojciech Kowalczyk,22,Poland,Centre-Forward,CF,-,Legia Warszawa,Poland,£1.13m,In,1994,s,laliga,https://www.transfermarkt.co.uk/wojciech-kowalczyk/profil/spieler/20812
Real Betis Balompié,Vlada Stosic,29,Serbia,Midfielder,Midfielder,-,RCD Mallorca,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/vlada-stosic/profil/spieler/179915
Real Betis Balompié,Risto Vidakovic,25,Serbia,Centre-Back,CB,-,Red Star Belgrade,Serbia,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/risto-vidakovic/profil/spieler/167530
Real Betis Balompié,Josete,24,Spain,Defender,Defender,-,Rayo Vallecano,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/josete/profil/spieler/187812
Real Betis Balompié,Juan Sabas,27,Spain,Centre-Forward,CF,-,Atlético Madrid,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/juan-sabas/profil/spieler/253212
Real Betis Balompié,Jaime Quesada,22,Spain,Right-Back,RB,-,UE Lleida (liq.),Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/jaime-quesada/profil/spieler/184347
Real Betis Balompié,José Menéndez,30,Spain,Midfielder,Midfielder,-,Albacete Balompié,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/jose-menendez/profil/spieler/304045
CD Logroñés (liq.),Javi Navarro,20,Spain,Centre-Back,CB,-,Valencia CF,Spain,Loan,In,1994,s,laliga,https://www.transfermarkt.co.uk/javi-navarro/profil/spieler/7696
CD Logroñés (liq.),Antonio Acosta,22,Spain,Midfielder,Midfielder,-,UE Lleida (liq.),Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/antonio-acosta/profil/spieler/145580
CD Logroñés (liq.),Arturo,25,Spain,Defender,Defender,-,Sporting Gijón,Spain,?,In,1994,s,laliga,https://www.transfermarkt.co.uk/arturo/profil/spieler/314704
