Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Stefan Schwarz,25,Sweden,Central Midfield,CM,-,SL Benfica,Portugal,£900Th.,In,1994,s,premier-league,https://www.transfermarkt.co.uk/stefan-schwarz/profil/spieler/4123
Arsenal FC,Lee Harper,22,England,Goalkeeper,GK,-,Sittingbourne FC,England,£162Th.,In,1994,s,premier-league,https://www.transfermarkt.co.uk/lee-harper/profil/spieler/98144
Arsenal FC,Vince Bartram,25,England,Goalkeeper,GK,-,AFC Bournemouth,England,?,In,1994,s,premier-league,https://www.transfermarkt.co.uk/vince-bartram/profil/spieler/13778
Arsenal FC,Matthew Rose,18,England,Defender,Defender,-,Arsenal FC U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/matthew-rose/profil/spieler/13733
Everton FC,Daniel Amokachi,21,Nigeria,Centre-Forward,CF,-,Club Brugge KV,Belgium,£3.15m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/daniel-amokachi/profil/spieler/92287
Everton FC,Vinny Samways,25,England,Central Midfield,CM,-,Tottenham Hotspur,England,?,In,1994,s,premier-league,https://www.transfermarkt.co.uk/vinny-samways/profil/spieler/7711
Everton FC,Ian Durrant,27,Scotland,Attacking Midfield,AM,-,Rangers FC,Scotland,Loan,In,1994,s,premier-league,https://www.transfermarkt.co.uk/ian-durrant/profil/spieler/170374
Everton FC,David Burrows,25,England,Left-Back,LB,-,West Ham United,England,?,In,1994,s,premier-league,https://www.transfermarkt.co.uk/david-burrows/profil/spieler/109481
Everton FC,Neil Moore,22,England,Defender,Defender,-,Oldham Athletic,England,"End of loanMay 31, 1995",In,1994,s,premier-league,https://www.transfermarkt.co.uk/neil-moore/profil/spieler/235746
Everton FC,Alex Smith,18,England,Defender,Defender,-,Everton FC U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/alex-smith/profil/spieler/259280
Liverpool FC,Phil Babb,23,Ireland,Centre-Back,CB,-,Coventry City,England,£4.88m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/phil-babb/profil/spieler/3283
Liverpool FC,John Scales,28,England,Centre-Back,CB,-,Wimbledon FC,England,£3.69m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/john-scales/profil/spieler/104899
Liverpool FC,Michael Stensgaard,19,Denmark,Goalkeeper,GK,-,Hvidovre IF,Denmark,£432Th.,In,1994,s,premier-league,https://www.transfermarkt.co.uk/michael-stensgaard/profil/spieler/211168
Liverpool FC,Alec Chamberlain,30,England,Goalkeeper,GK,-,Sunderland AFC,England,Loan,In,1994,s,premier-league,https://www.transfermarkt.co.uk/alec-chamberlain/profil/spieler/14000
Liverpool FC,Paul Stewart,30,England,Defensive Midfield,DM,-,Burnley FC,England,"End of loanMay 31, 1995",In,1994,s,premier-league,https://www.transfermarkt.co.uk/paul-stewart/profil/spieler/145778
Tottenham Hotspur,Ilie Dumitrescu,25,Romania,Left Winger,LW,-,Steaua Bukarest,Romania,£3.33m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/ilie-dumitrescu/profil/spieler/102020
Tottenham Hotspur,Gheorghe Popescu,26,Romania,Centre-Back,CB,-,PSV Eindhoven,Netherlands,£2.61m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/gheorghe-popescu/profil/spieler/3129
Tottenham Hotspur,Jürgen Klinsmann,29,Germany,Centre-Forward,CF,-,AS Monaco,France,£2.48m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/jurgen-klinsmann/profil/spieler/16980
Tottenham Hotspur,Owen Coll,18,Ireland,Centre-Back,CB,-,Enfield FC,England,?,In,1994,s,premier-league,https://www.transfermarkt.co.uk/owen-coll/profil/spieler/359114
Tottenham Hotspur,Andy Turner,19,Ireland,Midfielder,Midfielder,-,Wycombe Wanderers,England,"End of loanOct 9, 1994",In,1994,s,premier-league,https://www.transfermarkt.co.uk/andy-turner/profil/spieler/226596
Tottenham Hotspur,Jamie Clapham,18,England,Left-Back,LB,-,Tottenham Hotspur U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/jamie-clapham/profil/spieler/3938
Tottenham Hotspur,Steve Slade,18,England,Forward,Forward,-,Tottenham Hotspur U21,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/steve-slade/profil/spieler/230344
Tottenham Hotspur,Gudni Bergsson,29,Iceland,Centre-Back,CB,-,Valur Reykjavík,Iceland,"End of loanOct 1, 1994",In,1994,s,premier-league,https://www.transfermarkt.co.uk/gudni-bergsson/profil/spieler/3268
Blackburn Rovers,Chris Sutton,21,England,Centre-Forward,CF,-,Norwich City,England,£6.75m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/chris-sutton/profil/spieler/7453
Blackburn Rovers,Shay Given,18,Ireland,Goalkeeper,GK,-,Celtic FC,Scotland,Free transfer,In,1994,s,premier-league,https://www.transfermarkt.co.uk/shay-given/profil/spieler/3146
Blackburn Rovers,Tony Gale,34,England,Centre-Back,CB,-,West Ham United,England,Free transfer,In,1994,s,premier-league,https://www.transfermarkt.co.uk/tony-gale/profil/spieler/223299
Blackburn Rovers,Robbie Slater,29,Australia,Central Midfield,CM,-,RC Lens,France,?,In,1994,s,premier-league,https://www.transfermarkt.co.uk/robbie-slater/profil/spieler/133804
Blackburn Rovers,Wayne Gill,18,England,Midfielder,Midfielder,-,Blackburn Rovers U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/wayne-gill/profil/spieler/107194
Blackburn Rovers,Thomas Morgan,17,Ireland,Defensive Midfield,DM,-,Blackburn Rovers U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/thomas-morgan/profil/spieler/24593
Blackburn Rovers,Marlon Broomes,16,England,Centre-Back,CB,-,Blackburn Rovers U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/marlon-broomes/profil/spieler/13995
Southampton FC,Ronnie Ekelund,22,Denmark,Left Midfield,LM,-,FC Barcelona B,Spain,£585Th.,In,1994,s,premier-league,https://www.transfermarkt.co.uk/ronnie-ekelund/profil/spieler/168498
Southampton FC,Bruce Grobbelaar,36,Zimbabwe,Goalkeeper,GK,-,Liverpool FC,England,Free transfer,In,1994,s,premier-league,https://www.transfermarkt.co.uk/bruce-grobbelaar/profil/spieler/145786
Southampton FC,Peter Whiston,26,England,Centre-Back,CB,-,Exeter City,England,£34Th.,In,1994,s,premier-league,https://www.transfermarkt.co.uk/peter-whiston/profil/spieler/227620
Manchester City,Nicky Summerbee,22,England,Right Midfield,RM,-,Swindon Town,England,£2.03m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/nicky-summerbee/profil/spieler/10378
Manchester City,Simon Tracey,26,England,Goalkeeper,GK,-,Sheffield United,England,Loan,In,1994,s,premier-league,https://www.transfermarkt.co.uk/simon-tracey/profil/spieler/224428
Manchester City,Martyn Margetson,23,Wales,Goalkeeper,GK,-,Luton Town,England,"End of loanMay 1, 1995",In,1994,s,premier-league,https://www.transfermarkt.co.uk/martyn-margetson/profil/spieler/12718
Manchester City,Lee Crooks,16,England,Defensive Midfield,DM,-,Manchester City U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/lee-crooks/profil/spieler/21363
Manchester City,Michael Quigley,24,England,Midfielder,Midfielder,-,Wrexham AFC,Wales,"End of loanMay 31, 1995",In,1994,s,premier-league,https://www.transfermarkt.co.uk/michael-quigley/profil/spieler/229832
Manchester City,Jeff Whitley,15,Northern Ireland,Defensive Midfield,DM,-,Manchester City U18,England,-,In,1994,s,premier-league,https://www.transfermarkt.co.uk/jeff-whitley/profil/spieler/3317
Manchester City,Fitzroy Simpson,24,Jamaica,Midfielder,Midfielder,-,Bristol City,England,"End of loanJun 30, 1994",In,1994,s,premier-league,https://www.transfermarkt.co.uk/fitzroy-simpson/profil/spieler/157682
West Ham United,Don Hutchison,19,Scotland,Attacking Midfield,AM,-,Liverpool FC,England,£2.03m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/don-hutchison/profil/spieler/3880
West Ham United,Marc Rieper,26,Denmark,Centre-Back,CB,-,Bröndby IF,Denmark,£1.53m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/marc-rieper/profil/spieler/98529
West Ham United,Joey Beauchamp,23,England,Left Midfield,LM,-,Oxford United,England,£1.26m,In,1994,s,premier-league,https://www.transfermarkt.co.uk/joey-beauchamp/profil/spieler/245289
