Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Girondins Bordeaux,Landry N'Guémo,25,Cameroon,Defensive Midfield,DM,£3.60m,AS Nancy-Lorraine,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/landry-nguemo/profil/spieler/34372
FC Girondins Bordeaux,Nicolas Maurice-Belay,26,France,Left Midfield,LM,£2.43m,FC Sochaux-Montbéliard,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-maurice-belay/profil/spieler/16591
FC Girondins Bordeaux,André Poko,18,Gabon,Defensive Midfield,DM,-,US Bitam,Gabon,?,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/andre-poko/profil/spieler/170767
FC Girondins Bordeaux,Anthony Modeste,24,France,Centre-Forward,CF,£4.28m,Blackburn Rovers,England,"End of loanMay 14, 2012",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/anthony-modeste/profil/spieler/50512
FC Girondins Bordeaux,Emiliano Sala,20,Argentina,Centre-Forward,CF,-,FC Girondins Bordeaux B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/emiliano-sala/profil/spieler/190780
FC Girondins Bordeaux,Maxime Poundjé,18,France,Left-Back,LB,-,FC Girondins Bordeaux B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/maxime-poundje/profil/spieler/126528
FC Girondins Bordeaux,Pierre Ducasse,24,France,Defensive Midfield,DM,£1.62m,FC Lorient,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/pierre-ducasse/profil/spieler/18925
FC Girondins Bordeaux,Grégory Sertic,21,France,Defensive Midfield,DM,£1.08m,RC Lens,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/gregory-sertic/profil/spieler/81386
FC Girondins Bordeaux,David Bellion,28,France,Centre-Forward,CF,£1.44m,OGC Nice,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/david-bellion/profil/spieler/3115
FC Girondins Bordeaux,Paul Lasne,22,France,Defensive Midfield,DM,£450Th.,AC Ajaccio,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/paul-lasne/profil/spieler/93726
FC Girondins Bordeaux,Matthieu Saunier,21,France,Centre-Back,CB,£360Th.,ES Troyes AC,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/matthieu-saunier/profil/spieler/93759
FC Girondins Bordeaux,Fernando Cavenaghi,27,Argentina,Centre-Forward,CF,£1.35m,Sport Club Internacional,Brazil,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/fernando-cavenaghi/profil/spieler/3852
FC Girondins Bordeaux,Grzegorz Krychowiak,21,Poland,Defensive Midfield,DM,£900Th.,Stade Reims,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/grzegorz-krychowiak/profil/spieler/45184
FC Girondins Bordeaux,Abdou Traoré,23,Mali,Central Midfield,CM,£1.08m,OGC Nice,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/abdou-traore/profil/spieler/66415
FC Girondins Bordeaux,Henri Saivet,20,Senegal,Attacking Midfield,AM,£900Th.,SCO Angers,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/henri-saivet/profil/spieler/51540
Olympique Marseille,Alou Diarra,29,France,Defensive Midfield,DM,£10.80m,FC Girondins Bordeaux,France,£4.50m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/alou-diarra/profil/spieler/1327
Olympique Marseille,Nicolas N'Koulou,21,Cameroon,Centre-Back,CB,£4.50m,AS Monaco,France,£3.15m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-nkoulou/profil/spieler/60577
Olympique Marseille,Jérémy Morel,27,Madagascar,Left-Back,LB,£2.97m,FC Lorient,France,£2.25m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jeremy-morel/profil/spieler/23960
Olympique Marseille,Morgan Amalfitano,26,France,Right Winger,RW,£5.85m,FC Lorient,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/morgan-amalfitano/profil/spieler/39883
Olympique Marseille,Gennaro Bracigliano,31,France,Goalkeeper,GK,£1.80m,AS Nancy-Lorraine,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/gennaro-bracigliano/profil/spieler/28306
Olympique Marseille,Djimi Traoré,31,Mali,Centre-Back,CB,£900Th.,AS Monaco,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/djimi-traore/profil/spieler/3598
Olympique Marseille,Billel Omrani,18,Algeria,Centre-Forward,CF,-,Olympique de Marseille B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/billel-omrani/profil/spieler/131589
Olympique Marseille,Chris Gadi,19,France,Right Winger,RW,-,Olympique de Marseille B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/chris-gadi/profil/spieler/111046
Olympique Marseille,Charley Fomen,21,Cameroon,Left-Back,LB,£675Th.,FCO Dijon,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/charley-fomen/profil/spieler/118015
Olympique Marseille,Mohamed Dennoun,25,France,Attacking Midfield,AM,-,Aviron Bayonnais,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/mohamed-dennoun/profil/spieler/38474
Olympique Marseille,Brandão,31,Brazil,Centre-Forward,CF,£2.25m,Cruzeiro Esporte Clube,Brazil,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/brandao/profil/spieler/14948
Olympique Marseille,Pape M'Bow,23,Senegal,Centre-Back,CB,£225Th.,AS Cannes,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/pape-mbow/profil/spieler/56796
Stade Rennais FC,Julien Féret,28,France,Attacking Midfield,AM,£4.50m,AS Nancy-Lorraine,France,£3.60m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/julien-feret/profil/spieler/28328
Stade Rennais FC,Jonathan Pitroipa,25,Burkina Faso,Right Winger,RW,£4.05m,Hamburger SV,Germany,£3.15m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jonathan-pitroipa/profil/spieler/19139
Stade Rennais FC,Youssouf Hadji,31,Morocco,Centre-Forward,CF,£3.15m,AS Nancy-Lorraine,France,£1.53m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/youssouf-hadji/profil/spieler/5345
Stade Rennais FC,Chris Mavinga,20,DR Congo,Centre-Back,CB,£765Th.,Liverpool FC U23,England,£900Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/chris-mavinga/profil/spieler/93732
Stade Rennais FC,Benoît Costil,23,France,Goalkeeper,GK,£900Th.,CS Sedan-Ardennes,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/benoit-costil/profil/spieler/22628
Stade Rennais FC,Dimitri Foulquier,18,Guadeloupe,Right-Back,RB,-,FC Stade Rennes B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/dimitri-foulquier/profil/spieler/170472
Stade Rennais FC,Vincent Pajot,20,France,Defensive Midfield,DM,£1.35m,US Boulogne,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/vincent-pajot/profil/spieler/126699
Stade Rennais FC,Lhadji Badiane,24,France,Right Winger,RW,£360Th.,FCO Dijon,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/lhadji-badiane/profil/spieler/51309
Stade Rennais FC,Cheick N'Diaye,26,Senegal,Goalkeeper,GK,£450Th.,Paris FC,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/cheick-ndiaye/profil/spieler/34053
AJ Auxerre,Issam Jemâa,27,Tunisia,Centre-Forward,CF,£1.53m,RC Lens,France,£1.80m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/issam-jemaa/profil/spieler/31430
AJ Auxerre,Rudy Haddad,26,Israel,Attacking Midfield,AM,£900Th.,LB Châteauroux,France,£675Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/rudy-haddad/profil/spieler/32198
AJ Auxerre,Édouard Cissé,33,France,Defensive Midfield,DM,£1.35m,Olympique Marseille,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/edouard-cisse/profil/spieler/3800
AJ Auxerre,Omar Kossoko,23,Benin,Right Winger,RW,-,SC Amiens,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/omar-kossoko/profil/spieler/81548
AJ Auxerre,Yonathan Del Valle,21,Venezuela,Left Winger,LW,£225Th.,Deportivo Táchira,Venezuela,?,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/yonathan-del-valle/profil/spieler/72643
AJ Auxerre,Ben Sahar,21,Israel,Centre-Forward,CF,£1.35m,RCD Espanyol Barcelona,Spain,Loan,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/ben-sahar/profil/spieler/40436
AJ Auxerre,Yaya Sanogo,18,France,Centre-Forward,CF,£360Th.,AJ Auxerre U19,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/yaya-sanogo/profil/spieler/127194
AJ Auxerre,Raphaël Calvet,17,France,Centre-Back,CB,-,AJ Auxerre U19,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/raphael-calvet/profil/spieler/157485
AJ Auxerre,Thomas Monconduit,20,France,Defensive Midfield,DM,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/thomas-monconduit/profil/spieler/127182
AJ Auxerre,Paul-Georges Ntep,18,Cameroon,Left Winger,LW,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/paul-georges-ntep/profil/spieler/148955
AJ Auxerre,Dieylani Fall,21,Senegal,Centre-Forward,CF,£225Th.,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/dieylani-fall/profil/spieler/150907
AJ Auxerre,Donovan Léon,18,French Guiana,Goalkeeper,GK,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/donovan-leon/profil/spieler/170911
AJ Auxerre,David Camps,21,France,Right Winger,RW,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/david-camps/profil/spieler/192716
AJ Auxerre,Prince Segbefia,20,Togo,Central Midfield,CM,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/prince-segbefia/profil/spieler/170919
AJ Auxerre,Soualiho Meïté,17,France,Central Midfield,CM,-,AJ Auxerre U19,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/soualiho-meite/profil/spieler/164913
AJ Auxerre,Christopher Missilou,18,Congo,Defensive Midfield,DM,£45Th.,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/christopher-missilou/profil/spieler/111052
AJ Auxerre,Jeffrey Baltus,19,France,Goalkeeper,GK,-,AJ Auxerre B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jeffrey-baltus/profil/spieler/192715
AJ Auxerre,Steeven Langil,23,Martinique,Left Winger,LW,£1.53m,Valenciennes FC,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/steeven-langil/profil/spieler/52209
FC Toulouse,Emmanuel Rivière,21,Martinique,Centre-Forward,CF,£4.73m,AS Saint-Étienne,France,£5.40m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/emmanuel-riviere/profil/spieler/61637
FC Toulouse,Umut Bulut,28,Turkey,Centre-Forward,CF,£5.40m,Trabzonspor,Turkey,£3.42m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/umut-bulut/profil/spieler/10143
FC Toulouse,Pavle Ninkov,26,Serbia,Right-Back,RB,£2.70m,Red Star Belgrade,Serbia,£1.56m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/pavle-ninkov/profil/spieler/36039
FC Toulouse,Aymen Abdennour,21,Tunisia,Centre-Back,CB,£1.08m,Etoile Sportive du Sahel,Tunisia,£450Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/aymen-abdennour/profil/spieler/108830
FC Toulouse,Rémy Riou,23,France,Goalkeeper,GK,£720Th.,AJ Auxerre,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/remy-riou/profil/spieler/18940
FC Toulouse,Mickaël Firmin,20,France,Centre-Back,CB,-,FC Toulouse B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/mickael-firmin/profil/spieler/127247
FC Toulouse,Adrien Regattin,19,Morocco,Right Midfield,RM,-,FC Toulouse B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/adrien-regattin/profil/spieler/126796
FC Toulouse,Jean-Daniel Akpa Akpro,19,Cote d'Ivoire,Central Midfield,CM,-,FC Toulouse B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jean-daniel-akpa-akpro/profil/spieler/170481
FC Toulouse,Luan,22,Brazil,Left Winger,LW,£1.35m,Sociedade Esportiva Palmeiras,Brazil,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/luan/profil/spieler/75380
FC Toulouse,Sören Larsen,29,Denmark,Centre-Forward,CF,£630Th.,Feyenoord Rotterdam,Netherlands,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/soren-larsen/profil/spieler/24282
OGC Nice,Fabián Monzón,24,Argentina,Left-Back,LB,£1.08m,Club Atlético Boca Juniors,Argentina,£1.89m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/fabian-monzon/profil/spieler/67084
OGC Nice,Abraham Gneki Guié,25,Cote d'Ivoire,Centre-Forward,CF,£1.44m,Tours FC,France,£1.35m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/abraham-gneki-guie/profil/spieler/55044
OGC Nice,Xavier Pentecôte,25,France,Centre-Forward,CF,£1.08m,FC Toulouse,France,£1.08m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/xavier-pentecote/profil/spieler/33907
OGC Nice,Didier Digard,25,France,Defensive Midfield,DM,£2.07m,Middlesbrough FC,England,£720Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/didier-digard/profil/spieler/52345
OGC Nice,Franck Dja Djédjé,25,Cote d'Ivoire,Right Winger,RW,£900Th.,Athlétic Club Arlésien,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/franck-dja-djedje/profil/spieler/18860
OGC Nice,Kévin Gomis,22,France,Centre-Back,CB,£720Th.,Naval 1º de Maio,Portugal,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/kevin-gomis/profil/spieler/89643
OGC Nice,Fabrice Abriel,32,France,Central Midfield,CM,£1.80m,Olympique Marseille,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/fabrice-abriel/profil/spieler/40688
OGC Nice,Camel Meriem,31,France,Attacking Midfield,AM,£900Th.,Athlétic Club Arlésien,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/camel-meriem/profil/spieler/5376
OGC Nice,Lloyd Palun,22,Gabon,Right-Back,RB,-,OGC Nice B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/lloyd-palun/profil/spieler/165400
OGC Nice,Isma,20,Guinea-Bissau,Centre-Forward,CF,-,OGC Nice B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/isma/profil/spieler/173835
OGC Nice,Kévin Malaga,24,France,Centre-Back,CB,£135Th.,OGC Nice B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/kevin-malaga/profil/spieler/134350
OGC Nice,Serge Nyuiadzi,19,Togo,Centre-Forward,CF,£45Th.,OGC Nice B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/serge-nyuiadzi/profil/spieler/131736
OGC Nice,Adeílson,25,Brazil,Centre-Forward,CF,£270Th.,FC Istres Ouest Provence ,France,"End of loanJun 1, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/adeilson/profil/spieler/67962
OGC Nice,Julien Berthomier,21,France,Centre-Back,CB,-,FC Gueugnon,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/julien-berthomier/profil/spieler/138051
OGC Nice,Raúl Fernández,25,Peru,Goalkeeper,GK,£180Th.,Universitario de Deportes,Peru,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/raul-fernandez/profil/spieler/82571
OGC Nice,Mickael Pote,26,Benin,Centre-Forward,CF,£540Th.,FC Le Mans,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/mickael-pote/profil/spieler/57542
Paris Saint-Germain,Javier Pastore,22,Argentina,Attacking Midfield,AM,£18.90m,US Palermo,Italy,£37.80m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/javier-pastore/profil/spieler/55215
Paris Saint-Germain,Kévin Gameiro,24,France,Centre-Forward,CF,£12.15m,FC Lorient,France,£9.90m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/kevin-gameiro/profil/spieler/27389
Paris Saint-Germain,Blaise Matuidi,24,France,Central Midfield,CM,£7.20m,AS Saint-Étienne,France,£7.20m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/blaise-matuidi/profil/spieler/33923
Paris Saint-Germain,Mohamed Sissoko,26,Mali,Defensive Midfield,DM,£6.75m,Juventus FC,Italy,£7.20m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/mohamed-sissoko/profil/spieler/6119
Paris Saint-Germain,Jérémy Ménez,24,France,Right Winger,RW,£13.50m,AS Roma,Italy,£7.20m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jeremy-menez/profil/spieler/16993
Paris Saint-Germain,Salvatore Sirigu,24,Italy,Goalkeeper,GK,£9.00m,US Palermo,Italy,£3.51m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/salvatore-sirigu/profil/spieler/25508
Paris Saint-Germain,Milan Bisevac,27,Serbia,Centre-Back,CB,£4.05m,Valenciennes FC,France,£2.88m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/milan-bisevac/profil/spieler/24661
Paris Saint-Germain,Diego Lugano,30,Uruguay,Centre-Back,CB,£12.60m,Fenerbahce SK,Turkey,£2.70m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/diego-lugano/profil/spieler/13829
Paris Saint-Germain,Nicolas Douchez,31,France,Goalkeeper,GK,£5.40m,Stade Rennais FC,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-douchez/profil/spieler/18036
Paris Saint-Germain,Neeskens Kebano,19,DR Congo,Attacking Midfield,AM,-,FC Paris Saint-Germain B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/neeskens-kebano/profil/spieler/111422
Paris Saint-Germain,Loïck Landre,19,France,Centre-Back,CB,-,FC Paris Saint-Germain B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/loick-landre/profil/spieler/164912
Paris Saint-Germain,Jean-Christophe Bahebeck,18,France,Centre-Forward,CF,-,Paris Saint-Germain U19,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jean-christophe-bahebeck/profil/spieler/164897
Paris Saint-Germain,Granddi N'Goyi,23,DR Congo,Defensive Midfield,DM,£810Th.,Stade Brest 29,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/granddi-ngoyi/profil/spieler/55385
Paris Saint-Germain,Younousse Sankharé,21,Senegal,Central Midfield,CM,£900Th.,FCO Dijon,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/younousse-sankhare/profil/spieler/55409
Paris Saint-Germain,Loris Arnaud,24,France,Centre-Forward,CF,£360Th.,SCO Angers,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/loris-arnaud/profil/spieler/55292
AS Saint-Étienne,Stéphane Ruffier,24,France,Goalkeeper,GK,£7.20m,AS Monaco,France,£2.70m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/stephane-ruffier/profil/spieler/39910
AS Saint-Étienne,Lynel Kitambala,22,France,Centre-Forward,CF,£2.52m,FC Lorient,France,£2.25m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/lynel-kitambala/profil/spieler/56789
AS Saint-Étienne,Jean-Pascal Mignot,30,France,Centre-Back,CB,£3.38m,AJ Auxerre,France,£1.80m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jean-pascal-mignot/profil/spieler/12275
AS Saint-Étienne,Max Gradel,23,Cote d'Ivoire,Left Winger,LW,£675Th.,Leeds United,England,£1.80m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/max-gradel/profil/spieler/28140
AS Saint-Étienne,Jérémy Clément,26,France,Defensive Midfield,DM,£3.60m,Paris Saint-Germain,France,£1.62m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/jeremy-clement/profil/spieler/18901
AS Saint-Étienne,Fabien Lemoine,24,France,Defensive Midfield,DM,£3.60m,Stade Rennais FC,France,£1.35m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/fabien-lemoine/profil/spieler/56794
AS Saint-Étienne,Banel Nicolita,26,Romania,Right Winger,RW,£1.62m,Steaua Bukarest,Romania,£630Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/banel-nicolita/profil/spieler/34758
AS Saint-Étienne,Florent Sinama-Pongolle,26,France,Second Striker,SS,£3.15m,Sporting CP,Portugal,Loan fee:£450Th.,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/florent-sinama-pongolle/profil/spieler/4216
AS Saint-Étienne,Paulão,28,Brazil,Centre-Back,CB,£2.25m,SC Braga,Portugal,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/paulao/profil/spieler/44700
AS Saint-Étienne,Steed Malbranque,31,France,Central Midfield,CM,£5.40m,Sunderland AFC,England,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/steed-malbranque/profil/spieler/3569
AS Saint-Étienne,Idriss Saadi,19,Algeria,Centre-Forward,CF,-,AS Saint-Étienne B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/idriss-saadi/profil/spieler/111057
AS Saint-Étienne,Kurt Zouma,16,France,Centre-Back,CB,-,AS Saint-Étienne U19,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/kurt-zouma/profil/spieler/157509
AS Saint-Étienne,Kevin Mirallas,23,Belgium,Right Winger,RW,£4.05m,Olympiacos Piraeus,Greece,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/kevin-mirallas/profil/spieler/33639
AS Saint-Étienne,Guirane N'Daw,27,Senegal,Defensive Midfield,DM,£2.25m,Real Zaragoza,Spain,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/guirane-ndaw/profil/spieler/12515
AS Saint-Étienne,Gelson Fernandes,24,Switzerland,Defensive Midfield,DM,£3.78m,Chievo Verona,Italy,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/gelson-fernandes/profil/spieler/20081
AS Saint-Étienne,Vincent Planté,30,France,Goalkeeper,GK,£720Th.,Athlétic Club Arlésien,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/vincent-plante/profil/spieler/22639
AS Saint-Étienne,Gonzalo Bergessio,26,Argentina,Centre-Forward,CF,£2.88m,Calcio Catania,Italy,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/gonzalo-bergessio/profil/spieler/52328
FC Sochaux-Montbéliard,Sébastien Corchia,20,France,Right-Back,RB,£2.25m,FC Le Mans,France,£1.80m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/sebastien-corchia/profil/spieler/102744
FC Sochaux-Montbéliard,Abdoul Camara,21,Guinea,Left Winger,LW,£900Th.,Stade Rennais FC,France,£1.35m,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/abdoul-camara/profil/spieler/60588
FC Sochaux-Montbéliard,Sébastien Roudet,30,France,Attacking Midfield,AM,£2.25m,RC Lens,France,Free transfer,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/sebastien-roudet/profil/spieler/17693
FC Sochaux-Montbéliard,Steven Mouyokolo,24,France,Centre-Back,CB,£1.35m,Wolverhampton Wanderers,England,Loan,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/steven-mouyokolo/profil/spieler/58188
FC Sochaux-Montbéliard,Papa Demba Camara,18,Senegal,Goalkeeper,GK,-,FC Sochaux-Montbéliard B,France,-,In,2011,s,ligue-1,https://www.transfermarkt.co.uk/papa-demba-camara/profil/spieler/192540
FC Sochaux-Montbéliard,Ivan Stevanovic,28,Serbia,Right-Back,RB,£495Th.,FK Partizan Belgrade,Serbia,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/ivan-stevanovic/profil/spieler/36074
FC Sochaux-Montbéliard,Frédéric Duplus,21,France,Right-Back,RB,£450Th.,Vannes OC,France,"End of loanJun 30, 2011",In,2011,s,ligue-1,https://www.transfermarkt.co.uk/frederic-duplus/profil/spieler/77829
