Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Olympique Lyon,Ederson,22,Brazil,Attacking Midfield,AM,£9.90m,OGC Nice,France,£13.41m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/ederson/profil/spieler/29035
Olympique Lyon,Jean II Makoun,25,Cameroon,Defensive Midfield,DM,£11.25m,LOSC Lille,France,£12.60m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/jean-ii-makoun/profil/spieler/5648
Olympique Lyon,Hugo Lloris,21,France,Goalkeeper,GK,£7.65m,OGC Nice,France,£7.65m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/hugo-lloris/profil/spieler/17965
Olympique Lyon,John Mensah,25,Ghana,Centre-Back,CB,£5.40m,Stade Rennais FC,France,£7.56m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/john-mensah/profil/spieler/5917
Olympique Lyon,Miralem Pjanic,18,Bosnia-Herzegovina,Central Midfield,CM,£4.95m,FC Metz,France,£6.75m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/miralem-pjanic/profil/spieler/44162
Olympique Lyon,Frédéric Piquionne,29,Martinique,Centre-Forward,CF,£6.30m,AS Monaco,France,£4.05m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/frederic-piquionne/profil/spieler/5683
Olympique Lyon,Timothée Kolodziejczak,16,France,Centre-Back,CB,-,RC Lens,France,Loan,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/timothee-kolodziejczak/profil/spieler/84085
Olympique Lyon,Sébastien Faure,17,France,Right-Back,RB,-,Olympique Lyon U19,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/sebastien-faure/profil/spieler/80035
Olympique Lyon,Nicolas Seguin,18,France,Centre-Back,CB,-,Olympique Lyon B,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-seguin/profil/spieler/60596
Olympique Lyon,Saïd Mehamha,17,Algeria,Defensive Midfield,DM,-,Olympique Lyon B,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/said-mehamha/profil/spieler/78548
Olympique Lyon,Lamine Gassama,18,Senegal,Right-Back,RB,-,Olympique Lyon U19,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/lamine-gassama/profil/spieler/60539
Olympique Lyon,Daniel Ravier,60,France,Midfielder,Midfielder,-,Olympique Lyon U19,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/daniel-ravier/profil/spieler/592485
Olympique Lyon,Yannis Tafer,17,Algeria,Right Midfield,RM,-,Olympique Lyon U19,France,-,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/yannis-tafer/profil/spieler/74075
Olympique Lyon,Fábio Santos,27,Brazil,Defensive Midfield,DM,£2.70m,São Paulo Futebol Clube,Brazil,"End of loanJun 30, 2008",In,2008,s,ligue-1,https://www.transfermarkt.co.uk/fabio-santos/profil/spieler/25121
Olympique Lyon,Loïc Rémy,21,France,Centre-Forward,CF,£5.40m,RC Lens,France,"End of loanJun 30, 2008",In,2008,s,ligue-1,https://www.transfermarkt.co.uk/loic-remy/profil/spieler/45121
Olympique Marseille,Hatem Ben Arfa,21,France,Attacking Midfield,AM,£8.10m,Olympique Lyon,France,£10.80m,In,2008,s,ligue-1,https://www.transfermarkt.co.uk/hatem-ben-arfa/profil/spieler/18900
