Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Olympique Lyon,Pierre-Alain Frau,24,France,Centre-Forward,CF,-,FC Sochaux-Montbéliard,France,£7.65m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/pierre-alain-frau/profil/spieler/3901
Olympique Lyon,Éric Abidal,24,France,Left-Back,LB,-,LOSC Lille,France,£7.65m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/eric-abidal/profil/spieler/5283
Olympique Lyon,Nilmar,20,Brazil,Centre-Forward,CF,-,Sport Club Internacional,Brazil,£5.18m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/nilmar/profil/spieler/22750
Olympique Lyon,Cris,27,Brazil,Centre-Back,CB,-,Cruzeiro Esporte Clube,Brazil,£3.15m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/cris/profil/spieler/3165
Olympique Lyon,Joan Hartock,17,Martinique,Goalkeeper,GK,-,US Robert,Martinique,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/joan-hartock/profil/spieler/18673
Olympique Lyon,Lamine Diatta,28,Senegal,Centre-Back,CB,-,Stade Rennais FC,France,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/lamine-diatta/profil/spieler/3907
Olympique Lyon,Sylvain Wiltord,30,France,Second Striker,SS,-,Arsenal FC,England,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-wiltord/profil/spieler/3188
Olympique Lyon,François Clerc,21,France,Right-Back,RB,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/francois-clerc/profil/spieler/12134
Olympique Lyon,Sylvain Idangar,20,Chad,Left Winger,LW,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-idangar/profil/spieler/18904
Olympique Lyon,Daniel Jaccard,19,France,Goalkeeper,GK,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/daniel-jaccard/profil/spieler/45236
Olympique Lyon,Yacine Hima,20,Algeria,Central Midfield,CM,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/yacine-hima/profil/spieler/18903
Olympique Lyon,Kelly Youga,18,Central African Republic,Left-Back,LB,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/kelly-youga/profil/spieler/32520
Olympique Lyon,Hatem Ben Arfa,17,France,Attacking Midfield,AM,-,Olympique Lyon B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/hatem-ben-arfa/profil/spieler/18900
Olympique Lyon,Florent Balmont,24,France,Central Midfield,CM,-,FC Toulouse,France,"End of loanJun 30, 2004",In,2004,s,ligue-1,https://www.transfermarkt.co.uk/florent-balmont/profil/spieler/5348
Olympique Lyon,Alexandre Hauw,22,France,Left Midfield,LM,-,FC Rouen 1899,France,"End of loanJun 30, 2004",In,2004,s,ligue-1,https://www.transfermarkt.co.uk/alexandre-hauw/profil/spieler/45085
Paris Saint-Germain,Jérôme Rothen,26,France,Left Midfield,LM,-,AS Monaco,France,£9.00m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/jerome-rothen/profil/spieler/5300
Paris Saint-Germain,Mario Yepes,28,Colombia,Centre-Back,CB,-,FC Nantes,France,£9.00m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/mario-yepes/profil/spieler/5507
Paris Saint-Germain,Sylvain Armand,23,France,Left-Back,LB,-,FC Nantes,France,£4.50m,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-armand/profil/spieler/3525
Paris Saint-Germain,Stéphane Pichot,27,France,Right-Back,RB,-,LOSC Lille,France,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/stephane-pichot/profil/spieler/5638
Paris Saint-Germain,Hélder Cristóvão,33,Portugal,Centre-Back,CB,-,SL Benfica,Portugal,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/helder-cristovao/profil/spieler/13214
Paris Saint-Germain,Jean-Hugues Ateba,22,Cameroon,Left-Back,LB,-,FC Nantes,France,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/jean-hugues-ateba/profil/spieler/5500
Paris Saint-Germain,Vedad Ibisevic,19,Bosnia-Herzegovina,Centre-Forward,CF,-,Chicago Fire Premier,United States,Free transfer,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/vedad-ibisevic/profil/spieler/21175
Paris Saint-Germain,Fabrice Pancrate,24,France,Right Winger,RW,-,Le Mans Union Club 72,France,Loan,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/fabrice-pancrate/profil/spieler/6267
Paris Saint-Germain,José-Karl Pierre-Fanfan,28,Martinique,Centre-Back,CB,-,AS Monaco,France,?,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/jose-karl-pierre-fanfan/profil/spieler/3440
Paris Saint-Germain,Charles-Edouard Coridon,31,Martinique,Attacking Midfield,AM,-,RC Lens,France,?,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/charles-edouard-coridon/profil/spieler/5484
Paris Saint-Germain,Rudy Haddad,19,Israel,Attacking Midfield,AM,-,FC Paris Saint-Germain B,France,-,In,2004,s,ligue-1,https://www.transfermarkt.co.uk/rudy-haddad/profil/spieler/32198
Paris Saint-Germain,Martín Cardetti,28,Argentina,Centre-Forward,CF,-,Real Valladolid CF,Spain,"End of loanJun 30, 2004",In,2004,s,ligue-1,https://www.transfermarkt.co.uk/martin-cardetti/profil/spieler/5570
Paris Saint-Germain,Bartholomew Ogbeche,19,Nigeria,Centre-Forward,CF,-,SC Bastia,France,"End of loanJun 30, 2004",In,2004,s,ligue-1,https://www.transfermarkt.co.uk/bartholomew-ogbeche/profil/spieler/5574
