Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Manuel Almunia,27,Spain,Goalkeeper,GK,-,Celta de Vigo,Spain,£4.50m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/manuel-almunia/profil/spieler/16621
Arsenal FC,Robin van Persie,20,Netherlands,Centre-Forward,CF,-,Feyenoord Rotterdam,Netherlands,£4.05m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380
Arsenal FC,Mathieu Flamini,20,France,Defensive Midfield,DM,-,Olympique Marseille,France,£432Th.,In,2004,s,premier-league,https://www.transfermarkt.co.uk/mathieu-flamini/profil/spieler/17396
Arsenal FC,Arturo Lupoli,17,Italy,Centre-Forward,CF,-,Parma FC Youth,Italy,£270Th.,In,2004,s,premier-league,https://www.transfermarkt.co.uk/arturo-lupoli/profil/spieler/22227
Arsenal FC,Graham Stack,23,Ireland,Goalkeeper,GK,£315Th.,Millwall FC,England,"End of loanMay 9, 2005",In,2004,s,premier-league,https://www.transfermarkt.co.uk/graham-stack/profil/spieler/3559
Arsenal FC,Johan Djourou,17,Switzerland,Centre-Back,CB,-,Arsenal FC U18,England,-,In,2004,s,premier-league,https://www.transfermarkt.co.uk/johan-djourou/profil/spieler/34561
Arsenal FC,Quincy Owusu-Abeyie,18,Ghana,Left Winger,LW,-,Arsenal FC U18,England,-,In,2004,s,premier-league,https://www.transfermarkt.co.uk/quincy-owusu-abeyie/profil/spieler/14551
Arsenal FC,David Bentley,20,England,Right Midfield,RM,£1.80m,Norwich City,England,"End of loanApr 1, 2005",In,2004,s,premier-league,https://www.transfermarkt.co.uk/david-bentley/profil/spieler/3205
Arsenal FC,Sebastian Larsson,19,Sweden,Central Midfield,CM,-,Arsenal FC U18,England,-,In,2004,s,premier-league,https://www.transfermarkt.co.uk/sebastian-larsson/profil/spieler/31720
Arsenal FC,Stephen Bradley,19,Ireland,Attacking Midfield,AM,-,Arsenal FC U18,England,-,In,2004,s,premier-league,https://www.transfermarkt.co.uk/stephen-bradley/profil/spieler/57361
Arsenal FC,Frank Simek,20,United States,Right-Back,RB,-,AFC Bournemouth,England,"End of loanMay 1, 2005",In,2004,s,premier-league,https://www.transfermarkt.co.uk/frank-simek/profil/spieler/31313
Arsenal FC,Patrick Cregg,18,Ireland,Central Midfield,CM,-,Arsenal FC U18,England,-,In,2004,s,premier-league,https://www.transfermarkt.co.uk/patrick-cregg/profil/spieler/34560
Arsenal FC,Igors Stepanovs,28,Latvia,Centre-Back,CB,-,KSK Beveren,Belgium,"End of loanJun 30, 2004",In,2004,s,premier-league,https://www.transfermarkt.co.uk/igors-stepanovs/profil/spieler/3200
Arsenal FC,Stathis Tavlaridis,24,Greece,Centre-Back,CB,-,LOSC Lille,France,"End of loanJun 30, 2004",In,2004,s,premier-league,https://www.transfermarkt.co.uk/stathis-tavlaridis/profil/spieler/3201
Arsenal FC,Rami Shaaban,29,Sweden,Goalkeeper,GK,-,West Ham United,England,"End of loanJun 30, 2004",In,2004,s,premier-league,https://www.transfermarkt.co.uk/rami-shaaban/profil/spieler/3199
Arsenal FC,Sebastian Svärd,21,Denmark,Defensive Midfield,DM,-,Stoke City,England,"End of loanJun 30, 2004",In,2004,s,premier-league,https://www.transfermarkt.co.uk/sebastian-svard/profil/spieler/3204
Arsenal FC,Giovanni van Bronckhorst,29,Netherlands,Left-Back,LB,-,FC Barcelona,Spain,"End of loanJun 30, 2004",In,2004,s,premier-league,https://www.transfermarkt.co.uk/giovanni-van-bronckhorst/profil/spieler/3191
Chelsea FC,Didier Drogba,26,Cote d'Ivoire,Centre-Forward,CF,-,Olympique Marseille,France,£34.65m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/didier-drogba/profil/spieler/3924
Chelsea FC,Ricardo Carvalho,26,Portugal,Centre-Back,CB,-,FC Porto,Portugal,£27.00m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/ricardo-carvalho/profil/spieler/9828
Chelsea FC,Paulo Ferreira,25,Portugal,Right-Back,RB,-,FC Porto,Portugal,£18.00m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/paulo-ferreira/profil/spieler/9832
Chelsea FC,Arjen Robben,20,Netherlands,Right Winger,RW,-,PSV Eindhoven,Netherlands,£16.20m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360
Chelsea FC,Tiago,23,Portugal,Central Midfield,CM,-,SL Benfica,Portugal,£13.50m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/tiago/profil/spieler/8538
Chelsea FC,Petr Cech,22,Czech Republic,Goalkeeper,GK,-,Stade Rennais FC,France,£11.70m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/petr-cech/profil/spieler/5658
Chelsea FC,Alex,22,Brazil,Centre-Back,CB,-,Santos FC,Brazil,£10.35m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/alex/profil/spieler/15420
Chelsea FC,Mateja Kezman,25,Serbia,Centre-Forward,CF,-,PSV Eindhoven,Netherlands,£6.75m,In,2004,s,premier-league,https://www.transfermarkt.co.uk/mateja-kezman/profil/spieler/4358
