Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Girondins Bordeaux,Pauleta,27,Portugal,Centre-Forward,CF,-,Deportivo de La Coruña,Spain,£8.19m,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/pauleta/profil/spieler/3623
FC Girondins Bordeaux,Marc Wilmots,31,Belgium,Attacking Midfield,AM,-,FC Schalke 04,Germany,£3.15m,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/marc-wilmots/profil/spieler/286
FC Girondins Bordeaux,Aleksey Smertin,25,Russia,Defensive Midfield,DM,-,Lokomotiv Moscow,Russia,£2.70m,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/aleksey-smertin/profil/spieler/5379
FC Girondins Bordeaux,Frédéric Roux,27,France,Goalkeeper,GK,-,AS Nancy-Lorraine,France,£414Th.,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/frederic-roux/profil/spieler/5365
FC Girondins Bordeaux,Alain Roche,32,France,Centre-Back,CB,-,Valencia CF,Spain,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/alain-roche/profil/spieler/5372
FC Girondins Bordeaux,David Sommeil,25,Guadeloupe,Centre-Back,CB,-,Stade Rennais FC,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/david-sommeil/profil/spieler/3803
FC Girondins Bordeaux,Jérémy Stinat,21,France,Right-Back,RB,-,Thouars Foot 79,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/jeremy-stinat/profil/spieler/22226
FC Girondins Bordeaux,Nicolas Sahnoun,20,France,Defensive Midfield,DM,-,Fulham FC,England,"End of loanMay 1, 2001",In,2000,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-sahnoun/profil/spieler/5378
FC Girondins Bordeaux,Benjamin Oliveras,19,France,Left-Back,LB,-,FC Girondins Bordeaux B,France,-,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/benjamin-oliveras/profil/spieler/111509
FC Girondins Bordeaux,Hervé Bugnet,18,France,Right Winger,RW,-,FC Girondins Bordeaux B,France,-,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/herve-bugnet/profil/spieler/14950
FC Girondins Bordeaux,Nicolas Sahnoun,19,France,Defensive Midfield,DM,-,FC Girondins Bordeaux B,France,-,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-sahnoun/profil/spieler/5378
AS Monaco,Shabani Nonda,23,DR Congo,Centre-Forward,CF,-,Stade Rennais FC,France,£18.00m,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/shabani-nonda/profil/spieler/3499
AS Monaco,Stéphane Porato,26,France,Goalkeeper,GK,-,Olympique Marseille,France,£9.45m,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/stephane-porato/profil/spieler/5280
AS Monaco,Hassan El Fakiri,23,Norway,Left-Back,LB,-,FK Lyn,Norway,£990Th.,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/hassan-el-fakiri/profil/spieler/8884
AS Monaco,Franck Jurietti,25,France,Left-Back,LB,-,SC Bastia,France,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/franck-jurietti/profil/spieler/5288
AS Monaco,Éric Abidal,20,France,Left-Back,LB,-,AS Lyon-Duchère,France,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/eric-abidal/profil/spieler/5283
AS Monaco,Ousmane Dabo,23,France,Defensive Midfield,DM,-,AC Parma,Italy,Loan,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/ousmane-dabo/profil/spieler/3904
AS Monaco,Florin Raducioiu,30,Romania,Centre-Forward,CF,-,Brescia Calcio,Italy,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/florin-raducioiu/profil/spieler/16167
AS Monaco,Jaroslav Plasil,18,Czech Republic,Central Midfield,CM,-,FC Hradec Králové,Czech Republic,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/jaroslav-plasil/profil/spieler/8885
AS Monaco,Xavier Gravelaine,31,France,Centre-Forward,CF,-,AC Le Havre,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/xavier-gravelaine/profil/spieler/20083
AS Monaco,Uliano Courville,21,France,Midfielder,Midfielder,-,AC Ajaccio,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/uliano-courville/profil/spieler/4387
AS Monaco,André Biancarelli,30,France,Goalkeeper,GK,-,FC Metz,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/andre-biancarelli/profil/spieler/9092
AS Monaco,Nicolas Bonnal,23,France,Left Midfield,LM,-,AC Ajaccio,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-bonnal/profil/spieler/5642
AS Monaco,Grégory Lacombe,18,France,Right Winger,RW,-,AS Monaco B,Monaco,-,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/gregory-lacombe/profil/spieler/5730
Olympique Marseille,Bruno N'Gotty,29,France,Centre-Back,CB,-,AC Venezia 1907,Italy,£855Th.,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/bruno-ngotty/profil/spieler/3964
Olympique Marseille,Abdoulaye Méïté,19,Cote d'Ivoire,Centre-Back,CB,-,AS Red Star 93,France,£540Th.,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/abdoulaye-meite/profil/spieler/5315
Olympique Marseille,Dill,26,Brazil,Right Winger,RW,-,Goiás Esporte Clube,Brazil,£270Th.,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/dill/profil/spieler/13809
Olympique Marseille,Manuel dos Santos,26,Cape Verde,Left-Back,LB,-,HSC Montpellier,France,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/manuel-dos-santos/profil/spieler/5311
Olympique Marseille,Marcelinho Paraíba,25,Brazil,Attacking Midfield,AM,-,São Paulo Futebol Clube,Brazil,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/marcelinho-paraiba/profil/spieler/953
Olympique Marseille,George Weah,34,Liberia,Centre-Forward,CF,-,Manchester City,England,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/george-weah/profil/spieler/8542
Olympique Marseille,Damien Grégorini,21,France,Goalkeeper,GK,-,OGC Nice,France,Free transfer,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/damien-gregorini/profil/spieler/5309
Olympique Marseille,Cédric Mouret,22,France,Attacking Midfield,AM,-,AS Nancy-Lorraine,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/cedric-mouret/profil/spieler/106855
Olympique Marseille,Mickaël Marsiglia,24,France,Central Midfield,CM,-,RC Strasbourg Alsace,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/mickael-marsiglia/profil/spieler/5325
Olympique Marseille,Jean-Christophe Marquet,26,France,Left-Back,LB,-,OGC Nice,France,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/jean-christophe-marquet/profil/spieler/156975
Olympique Marseille,Zoumana Camara,21,France,Centre-Back,CB,-,FC Internazionale,Italy,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/zoumana-camara/profil/spieler/5474
Olympique Marseille,Klas Ingesson,31,Sweden,Defensive Midfield,DM,-,Bologna FC 1909,Italy,?,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/klas-ingesson/profil/spieler/101095
Olympique Marseille,Benjamin Gavanon,19,France,Central Midfield,CM,-,Olympique de Marseille B,France,-,In,2000,s,ligue-1,https://www.transfermarkt.co.uk/benjamin-gavanon/profil/spieler/5323
