Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Liverpool FC,Péter Gulácsi,19,Hungary,Goalkeeper,GK,-,Hereford United (liq.),England,"End of loanMay 10, 2009",In,2008,s,premier-league
Liverpool FC,Godwin Antwi,20,Ghana,Centre-Back,CB,£90k,Hereford United (liq.),England,"End of loanMay 1, 2009",In,2008,s,premier-league
Liverpool FC,Nathan Eccleston,17,England,Centre-Forward,CF,-,Liverpool FC U18,England,-,In,2008,s,premier-league
Liverpool FC,Martin Kelly,19,England,Right-Back,RB,£45k,Huddersfield Town,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Liverpool FC,Stephen Darby,19,England,Right-Back,RB,£90k,Liverpool FC U23,England,-,In,2008,s,premier-league
Liverpool FC,David Martin,23,England,Goalkeeper,GK,£180k,Leicester City,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Liverpool FC,Astrit Ajdarevic,19,Albania,Central Midfield,CM,£41k,Leicester City,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Liverpool FC,Martin Kelly,18,England,Right-Back,RB,-,Liverpool FC U18,England,-,In,2008,s,premier-league
Liverpool FC,Anthony Le Tallec,23,France,Centre-Forward,CF,£1.62m,Le Mans Union Club 72,France,"End of loanJun 30, 2008",In,2008,s,premier-league
Liverpool FC,Besian Idrizaj,20,Austria,Centre-Forward,CF,-,FC Wacker Innsbruck,Austria,"End of loanJun 30, 2008",In,2008,s,premier-league
Liverpool FC,Scott Carson,22,England,Goalkeeper,GK,£4.73m,Aston Villa,England,"End of loanJun 30, 2008",In,2008,s,premier-league
Liverpool FC,Miki Roqué,19,Spain,Centre-Back,CB,£180k,Xerez CD,Spain,"End of loanJun 30, 2008",In,2008,s,premier-league
Everton FC,Marouane Fellaini,20,Belgium,Central Midfield,CM,£6.30m,Standard Liège,Belgium,£19.58m,In,2008,s,premier-league
Everton FC,Steven Pienaar,26,South Africa,Left Winger,LW,£4.05m,Borussia Dortmund,Germany,£2.48m,In,2008,s,premier-league
Everton FC,Segundo Castillo,26,Ecuador,Defensive Midfield,DM,£2.48m,Red Star Belgrade,Serbia,Loan fee:£450k,In,2008,s,premier-league
Everton FC,Lars Jacobsen,28,Denmark,Right-Back,RB,£1.35m,1.FC Nuremberg,Germany,Free transfer,In,2008,s,premier-league
Everton FC,Louis Saha,30,France,Centre-Forward,CF,£6.75m,Manchester United,England,Free transfer,In,2008,s,premier-league
Everton FC,Carlo Nash,34,England,Goalkeeper,GK,£270k,Wigan Athletic,England,?,In,2008,s,premier-league
Everton FC,Iain Turner,25,Scotland,Goalkeeper,GK,£405k,Nottingham Forest,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Everton FC,John Paul Kissock,18,England,Left Midfield,LM,£68k,Everton FC U18,England,-,In,2008,s,premier-league
Everton FC,John Irving,19,England,Centre-Back,CB,£45k,Everton FC U18,England,-,In,2008,s,premier-league
Everton FC,Lukas Jutkiewicz,20,England,Centre-Forward,CF,£450k,Huddersfield Town,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Everton FC,Jack Rodwell,17,England,Defensive Midfield,DM,£45k,Everton FC U18,England,-,In,2008,s,premier-league
Everton FC,Aidan Downes,19,Ireland,Centre-Forward,CF,-,Yeovil Town,England,"End of loanJun 30, 2008",In,2008,s,premier-league
Aston Villa,James Milner,22,England,Central Midfield,CM,£7.65m,Newcastle United,England,£13.50m,In,2008,s,premier-league
Aston Villa,Curtis Davies,23,England,Centre-Back,CB,£3.15m,West Bromwich Albion,England,£9.00m,In,2008,s,premier-league
Aston Villa,Carlos Cuéllar,26,Spain,Centre-Back,CB,£5.40m,Rangers FC,Scotland,£9.00m,In,2008,s,premier-league
Aston Villa,Steve Sidwell,25,England,Central Midfield,CM,£3.60m,Chelsea FC,England,£5.67m,In,2008,s,premier-league
Aston Villa,Nicky Shorey,27,England,Left-Back,LB,£5.40m,Reading FC,England,£3.96m,In,2008,s,premier-league
Aston Villa,Luke Young,29,England,Right-Back,RB,£4.50m,Middlesbrough FC,England,£2.70m,In,2008,s,premier-league
Aston Villa,Brad Friedel,37,United States,Goalkeeper,GK,£3.15m,Blackburn Rovers,England,£2.25m,In,2008,s,premier-league
Aston Villa,Brad Guzan,23,United States,Goalkeeper,GK,£450k,CD Chivas USA,United States,£900k,In,2008,s,premier-league
Aston Villa,Stuart Taylor,28,England,Goalkeeper,GK,£630k,Cardiff City,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Aston Villa,Sam Williams,21,England,Centre-Forward,CF,-,Brentford FC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Aston Villa,Barry Bannan,18,Scotland,Central Midfield,CM,-,Aston Villa U18,England,-,In,2008,s,premier-league
Aston Villa,Barry Bannan,19,Scotland,Central Midfield,CM,£45k,Derby County,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Aston Villa,Nathan Delfouneso,17,England,Centre-Forward,CF,£90k,Aston Villa U18,England,-,In,2008,s,premier-league
Aston Villa,Marlon Harewood,29,England,Centre-Forward,CF,£1.98m,Wolverhampton Wanderers,England,"End of loanMay 25, 2009",In,2008,s,premier-league
Aston Villa,Isaiah Osbourne,21,England,Central Midfield,CM,£450k,Nottingham Forest,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Aston Villa,Luke Moore,22,England,Centre-Forward,CF,£3.38m,West Bromwich Albion,England,"End of loanJun 30, 2008",In,2008,s,premier-league
Blackburn Rovers,Paul Robinson,28,England,Goalkeeper,GK,£4.50m,Tottenham Hotspur,England,£3.96m,In,2008,s,premier-league
Blackburn Rovers,Vince Grella,28,Australia,Central Midfield,CM,£2.25m,Torino FC,Italy,£3.60m,In,2008,s,premier-league
Blackburn Rovers,Keith Andrews,27,Ireland,Central Midfield,CM,£90k,Milton Keynes Dons,England,£837k,In,2008,s,premier-league
Blackburn Rovers,Mark Bunn,23,England,Goalkeeper,GK,-,Northampton Town,England,£135k,In,2008,s,premier-league
Blackburn Rovers,Danny Simpson,21,England,Right-Back,RB,£810k,Manchester United,England,Loan,In,2008,s,premier-league
Blackburn Rovers,Carlos Villanueva,22,Chile,Attacking Midfield,AM,£1.80m,Audax Italiano,Chile,Loan,In,2008,s,premier-league
Blackburn Rovers,Nick Blackman,19,Barbados,Right Winger,RW,£135k,Blackpool FC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Blackburn Rovers,Paul Gallagher,24,Scotland,Central Midfield,CM,£1.58m,Plymouth Argyle,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Blackburn Rovers,Alex Marrow,18,England,Central Midfield,CM,-,Blackburn Rovers U18,England,-,In,2008,s,premier-league
Blackburn Rovers,Alan Judge,19,Ireland,Left Midfield,LM,-,Blackburn Rovers U21,England,-,In,2008,s,premier-league
Blackburn Rovers,Maceo Rigters,25,Netherlands,Centre-Forward,CF,£810k,Barnsley FC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Blackburn Rovers,Andreas Arestidou,18,England,Goalkeeper,GK,-,Blackburn Rovers U18,England,-,In,2008,s,premier-league
Blackburn Rovers,Robbie Fowler,33,England,Centre-Forward,CF,£1.62m,,Without Club,-,In,2008,s,premier-league
Blackburn Rovers,Frank Fielding,21,England,Goalkeeper,GK,£270k,Rochdale AFC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Blackburn Rovers,Johnny Flynn,18,Northern Ireland,Centre-Back,CB,-,Blackburn Rovers U18,England,-,In,2008,s,premier-league
Portsmouth FC,Peter Crouch,27,England,Centre-Forward,CF,£8.55m,Liverpool FC,England,£12.33m,In,2008,s,premier-league
Portsmouth FC,Younès Kaboul,22,France,Centre-Back,CB,£5.85m,Tottenham Hotspur,England,£5.63m,In,2008,s,premier-league
Portsmouth FC,Jerome Thomas,25,England,Left Winger,LW,£675k,Charlton Athletic,England,Free transfer,In,2008,s,premier-league
Portsmouth FC,Ben Sahar,18,Israel,Centre-Forward,CF,£360k,Chelsea FC,England,Loan,In,2008,s,premier-league
Portsmouth FC,Jon Stewart,19,England,Goalkeeper,GK,£45k,Weymouth FC,England,Free transfer,In,2008,s,premier-league
Portsmouth FC,Glen Little,32,England,Right Winger,RW,£585k,Reading FC,England,Free transfer,In,2008,s,premier-league
Portsmouth FC,Omar Alieu Koroma,18,The Gambia,Centre-Forward,CF,-,Hawks Banjul FC,The Gambia,Free transfer,In,2008,s,premier-league
Portsmouth FC,Nadir Belhadj,26,Algeria,Left-Back,LB,£3.15m,RC Lens,France,Loan,In,2008,s,premier-league
Portsmouth FC,Armand Traoré,18,Senegal,Left-Back,LB,£900k,Arsenal FC,England,Loan,In,2008,s,premier-league
Portsmouth FC,Danijel Subotic,20,Switzerland,Centre-Forward,CF,£180k,Southend United,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Portsmouth FC,Matt Ritchie,19,Scotland,Left-Back,LB,-,Dagenham & Redbridge FC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Portsmouth FC,Matt Ritchie,18,Scotland,Left-Back,LB,-,Portsmouth FC U18,England,-,In,2008,s,premier-league
Portsmouth FC,Joel Ward,19,England,Right-Back,RB,-,AFC Bournemouth,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Portsmouth FC,Joel Ward,18,England,Right-Back,RB,-,Portsmouth FC U18,England,-,In,2008,s,premier-league
Portsmouth FC,Glen Little,33,England,Right Winger,RW,£720k,Reading FC,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Portsmouth FC,Callum Reynolds,18,England,Centre-Back,CB,-,Portsmouth FC U18,England,-,In,2008,s,premier-league
Portsmouth FC,Djimi Traoré,28,Mali,Centre-Back,CB,£2.70m,Stade Rennais FC,France,"End of loanJun 30, 2008",In,2008,s,premier-league
Manchester City,Robinho,24,Brazil,Left Winger,LW,£30.60m,Real Madrid,Spain,£38.70m,In,2008,s,premier-league
Manchester City,Jô,21,Brazil,Centre-Forward,CF,£14.40m,CSKA Moscow,Russia,£21.60m,In,2008,s,premier-league
Manchester City,Shaun Wright-Phillips,26,England,Right Winger,RW,£11.70m,Chelsea FC,England,£10.13m,In,2008,s,premier-league
Manchester City,Pablo Zabaleta,23,Argentina,Right-Back,RB,£7.20m,RCD Espanyol Barcelona,Spain,£7.83m,In,2008,s,premier-league
Manchester City,Vincent Kompany,22,Belgium,Centre-Back,CB,£9.00m,Hamburger SV,Germany,£7.65m,In,2008,s,premier-league
Manchester City,Tal Ben Haim,26,Israel,Centre-Back,CB,£3.60m,Chelsea FC,England,£5.76m,In,2008,s,premier-league
Manchester City,Gláuber,25,Brazil,Centre-Back,CB,£1.62m,1.FC Nuremberg,Germany,Free transfer,In,2008,s,premier-league
Manchester City,Tal Ben Haim,27,Israel,Centre-Back,CB,£3.60m,Sunderland AFC,England,"End of loanMay 25, 2009",In,2008,s,premier-league
Manchester City,Daniel Sturridge,18,England,Centre-Forward,CF,£450k,Manchester City U18,England,-,In,2008,s,premier-league
Manchester City,Donal McDermott,18,Ireland,Attacking Midfield,AM,-,Manchester City U18,England,-,In,2008,s,premier-league
Manchester City,John Guidetti,16,Sweden,Centre-Forward,CF,-,Manchester City U18,England,-,In,2008,s,premier-league
Manchester City,Donal McDermott,18,Ireland,Attacking Midfield,AM,-,Milton Keynes Dons,England,"End of loanOct 12, 2008",In,2008,s,premier-league
Manchester City,Gunnar Nielsen,22,Faroe Islands,Goalkeeper,GK,£225k,Wrexham AFC,Wales,"End of loanMay 1, 2009",In,2008,s,premier-league
Manchester City,Scott Kay,18,England,Central Midfield,CM,-,Manchester City U18,England,-,In,2008,s,premier-league
Manchester City,Richard Martin,21,England,Goalkeeper,GK,£68k,Burton Albion,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Manchester City,Ryan McGivern,18,Northern Ireland,Left-Back,LB,-,Manchester City U18,England,-,In,2008,s,premier-league
Manchester City,Bernardo Corradi,32,Italy,Centre-Forward,CF,£2.70m,Parma FC,Italy,"End of loanJun 30, 2008",In,2008,s,premier-league
Manchester City,Georgios Samaras,23,Greece,Left Winger,LW,£3.60m,Celtic FC,Scotland,"End of loanJun 30, 2008",In,2008,s,premier-league
West Ham United,Valon Behrami,23,Switzerland,Defensive Midfield,DM,£7.20m,SS Lazio,Italy,£5.67m,In,2008,s,premier-league
West Ham United,David Di Michele,32,Italy,Centre-Forward,CF,£2.97m,Torino FC,Italy,Loan fee:£630k,In,2008,s,premier-league
West Ham United,Jan Lastuvka,26,Czech Republic,Goalkeeper,GK,£1.08m,Shakhtar Donetsk,Ukraine,Loan,In,2008,s,premier-league
West Ham United,Wálter López,22,Uruguay,Left-Back,LB,£360k,Atletico River Plate Montevideo,Uruguay,Free transfer,In,2008,s,premier-league
West Ham United,Hérita Ilunga,26,DR Congo,Left-Back,LB,£3.15m,FC Toulouse,France,Loan,In,2008,s,premier-league
West Ham United,Jordan Spence,19,England,Right-Back,RB,£45k,Leyton Orient,England,"End of loanMay 31, 2009",In,2008,s,premier-league
West Ham United,Carlos Tevez,25,Argentina,Second Striker,SS,£22.50m,Manchester United,England,"End of loanJun 30, 2009",In,2008,s,premier-league
West Ham United,Jordan Spence,18,England,Right-Back,RB,-,West Ham United U18,England,-,In,2008,s,premier-league
West Ham United,Nigel Quashie,30,Scotland,Central Midfield,CM,£900k,Wolverhampton Wanderers,England,"End of loanMay 1, 2009",In,2008,s,premier-league
West Ham United,Lee Bowyer,32,England,Central Midfield,CM,£1.80m,Birmingham City,England,"End of loanMay 1, 2009",In,2008,s,premier-league
West Ham United,Marek Stech,18,Czech Republic,Goalkeeper,GK,-,West Ham United U18,England,-,In,2008,s,premier-league
West Ham United,Lorcan Fitzgerald,19,Ireland,Left-Back,LB,-,West Ham United U18,England,-,In,2008,s,premier-league
West Ham United,Calum Davenport,26,England,Centre-Back,CB,£810k,Sunderland AFC,England,"End of loanMay 1, 2009",In,2008,s,premier-league
West Ham United,Marek Stech,19,Czech Republic,Goalkeeper,GK,£90k,Wycombe Wanderers,England,"End of loanMay 31, 2009",In,2008,s,premier-league
West Ham United,Junior Stanislas,18,England,Left Winger,LW,-,West Ham United U18,England,-,In,2008,s,premier-league
West Ham United,Kyel Reid,21,England,Left Winger,LW,£450k,Wolverhampton Wanderers,England,"End of loanMay 1, 2009",In,2008,s,premier-league
West Ham United,Diego Tristán,32,Spain,Centre-Forward,CF,£1.80m,,Without Club,-,In,2008,s,premier-league
Tottenham Hotspur,David Bentley,23,England,Right Midfield,RM,£10.80m,Blackburn Rovers,England,£19.80m,In,2008,s,premier-league
Tottenham Hotspur,Luka Modric,22,Croatia,Central Midfield,CM,£16.20m,GNK Dinamo Zagreb,Croatia,£18.90m,In,2008,s,premier-league
Tottenham Hotspur,Roman Pavlyuchenko,26,Russia,Centre-Forward,CF,£7.20m,Spartak Moscow,Russia,£15.66m,In,2008,s,premier-league
Tottenham Hotspur,Vedran Corluka,22,Croatia,Centre-Back,CB,£10.35m,Manchester City,England,£12.38m,In,2008,s,premier-league
Tottenham Hotspur,Heurelho Gomes,27,Brazil,Goalkeeper,GK,£6.75m,PSV Eindhoven,Netherlands,£8.10m,In,2008,s,premier-league
Tottenham Hotspur,Giovani dos Santos,19,Mexico,Second Striker,SS,£5.40m,FC Barcelona,Spain,£5.40m,In,2008,s,premier-league
Tottenham Hotspur,John Bostock,16,Trinidad and Tobago,Central Midfield,CM,£270k,Crystal Palace,England,£1.80m,In,2008,s,premier-league
Tottenham Hotspur,César Sánchez,36,Spain,Goalkeeper,GK,£2.34m,Real Zaragoza,Spain,Free transfer,In,2008,s,premier-league
Tottenham Hotspur,Fraizer Campbell,20,England,Centre-Forward,CF,£1.80m,Manchester United,England,Loan,In,2008,s,premier-league
Tottenham Hotspur,David Button,20,England,Goalkeeper,GK,-,Luton Town,England,"End of loanApr 6, 2009",In,2008,s,premier-league
Tottenham Hotspur,Jonathan Obika,17,England,Centre-Forward,CF,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Dorian Dervite,20,France,Centre-Back,CB,£450k,Southend United,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Tottenham Hotspur,Jonathan Obika,18,England,Centre-Forward,CF,£90k,Yeovil Town,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Tottenham Hotspur,Cian Hughton,19,Ireland,Right-Back,RB,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Danny Rose,18,England,Left-Back,LB,£450k,Watford FC,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Tottenham Hotspur,Andros Townsend,16,England,Right Winger,RW,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Andros Townsend,17,England,Right Winger,RW,-,Yeovil Town,England,"End of loanMay 1, 2009",In,2008,s,premier-league
Tottenham Hotspur,David Hutton,18,Ireland,Midfielder,Midfielder,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Chris Gunter,19,Wales,Right-Back,RB,£3.15m,Nottingham Forest,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Tottenham Hotspur,Adam Smith,17,England,Right-Back,RB,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Adel Taarabt,20,Morocco,Central Midfield,CM,£1.80m,Queens Park Rangers,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Tottenham Hotspur,Tomas Pekhart,19,Czech Republic,Centre-Forward,CF,£450k,Tottenham Hotspur U21,England,-,In,2008,s,premier-league
Tottenham Hotspur,Charlie Daniels,21,England,Left-Back,LB,-,Gillingham FC,England,"End of loanSep 1, 2008",In,2008,s,premier-league
Tottenham Hotspur,Danny Hutchins,18,England,Right-Back,RB,-,Tottenham Hotspur U18,England,-,In,2008,s,premier-league
Tottenham Hotspur,Hossam Ghaly,26,Egypt,Central Midfield,CM,£1.80m,Derby County,England,"End of loanJun 30, 2008",In,2008,s,premier-league
Newcastle United,Fabricio Coloccini,26,Argentina,Centre-Back,CB,£9.00m,Deportivo de La Coruña,Spain,£11.70m,In,2008,s,premier-league
Newcastle United,Jonás Gutiérrez,24,Argentina,Central Midfield,CM,£5.40m,RCD Mallorca,Spain,£5.22m,In,2008,s,premier-league
Newcastle United,Xisco,22,Spain,Centre-Forward,CF,£4.50m,Deportivo de La Coruña,Spain,£5.11m,In,2008,s,premier-league
Newcastle United,Danny Guthrie,21,England,Central Midfield,CM,£1.62m,Liverpool FC,England,£3.87m,In,2008,s,premier-league
Newcastle United,Sébastien Bassong,21,Cameroon,Centre-Back,CB,£1.44m,FC Metz,France,£1.62m,In,2008,s,premier-league
Newcastle United,Ignacio González,26,Uruguay,Attacking Midfield,AM,£675k,Valencia CF,Spain,Loan,In,2008,s,premier-league
Newcastle United,Kazenga LuaLua,18,DR Congo,Left Winger,LW,£360k,Doncaster Rovers,England,"End of loanMay 31, 2009",In,2008,s,premier-league
Newcastle United,Wesley Ngo Baheng,18,France,Centre-Forward,CF,-,Newcastle United U18,England,-,In,2008,s,premier-league
Newcastle United,Mark Doninger,18,England,Attacking Midfield,AM,-,Newcastle United U18,England,-,In,2008,s,premier-league
Newcastle United,Ole Söderberg,17,Sweden,Goalkeeper,GK,-,Newcastle United U18,England,-,In,2008,s,premier-league
Newcastle United,Jonny Godsmark,18,England,Midfielder,Midfielder,-,Newcastle United U18,England,-,In,2008,s,premier-league
Newcastle United,Conor Newton,16,England,Central Midfield,CM,-,Newcastle United U18,England,-,In,2008,s,premier-league
Newcastle United,Tim Krul,20,Netherlands,Goalkeeper,GK,£810k,Newcastle United U23,England,-,In,2008,s,premier-league
Newcastle United,Ryan Donaldson,17,England,Attacking Midfield,AM,-,Newcastle United U18,England,-,In,2008,s,premier-league
