Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Arsenal FC,Santi Cazorla,27,Spain,Central Midfield,CM,£18.00m,Málaga CF,Spain,£17.10m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/santi-cazorla/profil/spieler/15799
Arsenal FC,Lukas Podolski,27,Germany,Second Striker,SS,£18.00m,1. FC Köln,Germany,£13.50m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/lukas-podolski/profil/spieler/15185
Arsenal FC,Olivier Giroud,25,France,Centre-Forward,CF,£11.70m,HSC Montpellier,France,£10.80m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/olivier-giroud/profil/spieler/82442
Arsenal FC,Ryo Miyaichi,20,Japan,Right Winger,RW,£2.25m,Wigan Athletic,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/ryo-miyaichi/profil/spieler/129688
Arsenal FC,Conor Henderson,20,Ireland,Central Midfield,CM,-,Arsenal FC U21,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/conor-henderson/profil/spieler/91330
Arsenal FC,Emmanuel Frimpong,21,Ghana,Defensive Midfield,DM,£1.35m,Fulham FC,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/emmanuel-frimpong/profil/spieler/93056
Arsenal FC,Martin Angha,18,Switzerland,Centre-Back,CB,-,Arsenal FC U18,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/martin-angha/profil/spieler/122695
Arsenal FC,James Shea,21,England,Goalkeeper,GK,-,Arsenal FC U21,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/james-shea/profil/spieler/91340
Arsenal FC,Marouane Chamakh,29,Morocco,Centre-Forward,CF,£3.15m,West Ham United,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/marouane-chamakh/profil/spieler/19085
Arsenal FC,Emiliano Martínez,19,Argentina,Goalkeeper,GK,-,Arsenal FC U21,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/emiliano-martinez/profil/spieler/111873
Arsenal FC,Carlos Vela,23,Mexico,Right Winger,RW,£5.40m,Real Sociedad,Spain,"End of loanJun 30, 2012",In,2012,s,premier-league,https://www.transfermarkt.co.uk/carlos-vela/profil/spieler/35773
Arsenal FC,Pedro Botelho,22,Brazil,Left-Back,LB,£1.35m,Levante UD,Spain,"End of loanJun 30, 2012",In,2012,s,premier-league,https://www.transfermarkt.co.uk/pedro-botelho/profil/spieler/26239
Arsenal FC,Wellington Silva,19,Brazil,Right Winger,RW,£450Th.,CD Alcoyano,Spain,"End of loanJun 30, 2012",In,2012,s,premier-league,https://www.transfermarkt.co.uk/wellington-silva/profil/spieler/121990
Arsenal FC,Joel Campbell,20,Costa Rica,Right Winger,RW,£1.35m,FC Lorient,France,"End of loanJun 30, 2012",In,2012,s,premier-league,https://www.transfermarkt.co.uk/joel-campbell/profil/spieler/131248
Everton FC,Kevin Mirallas,24,Belgium,Right Winger,RW,£5.85m,Olympiacos Piraeus,Greece,£6.89m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/kevin-mirallas/profil/spieler/33639
Everton FC,Steven Pienaar,30,South Africa,Left Winger,LW,£6.30m,Tottenham Hotspur,England,£5.18m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321
Everton FC,Bryan Oviedo,22,Costa Rica,Left-Back,LB,£720Th.,FC Copenhagen,Denmark,£4.05m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/bryan-oviedo/profil/spieler/124983
Everton FC,Matty Kennedy,17,Northern Ireland,Left Winger,LW,£135Th.,Kilmarnock FC,Scotland,£225Th.,In,2012,s,premier-league,https://www.transfermarkt.co.uk/matty-kennedy/profil/spieler/132207
Everton FC,Steven Naismith,25,Scotland,Second Striker,SS,£3.60m,Rangers FC,Scotland,Free transfer,In,2012,s,premier-league,https://www.transfermarkt.co.uk/steven-naismith/profil/spieler/12763
Everton FC,Ben McLaughlin,17,Ireland,Right-Back,RB,-,Dundalk FC,Ireland,?,In,2012,s,premier-league,https://www.transfermarkt.co.uk/ben-mclaughlin/profil/spieler/203828
Everton FC,John Lundstram,19,England,Central Midfield,CM,-,Doncaster Rovers,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/john-lundstram/profil/spieler/156941
Everton FC,Thomas Hitzlsperger,30,Germany,Central Midfield,CM,£1.13m,,Without Club,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/thomas-hitzlsperger/profil/spieler/1573
Everton FC,Joseph Yobo,31,Nigeria,Centre-Back,CB,£7.65m,Fenerbahce SK,Turkey,"End of loanJun 30, 2012",In,2012,s,premier-league,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270
Liverpool FC,Joe Allen,22,Wales,Central Midfield,CM,£3.60m,Swansea City,England,£17.10m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/joe-allen/profil/spieler/51452
Liverpool FC,Fabio Borini,21,Italy,Left Winger,LW,£8.10m,AS Roma,Italy,£11.97m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/fabio-borini/profil/spieler/96754
Liverpool FC,Nuri Sahin,23,Turkey,Defensive Midfield,DM,£10.80m,Real Madrid,Spain,Loan fee:£4.50m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/nuri-sahin/profil/spieler/31095
Liverpool FC,Oussama Assaidi,24,Morocco,Left Winger,LW,£6.30m,SC Heerenveen,Netherlands,£3.60m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/oussama-assaidi/profil/spieler/57275
Liverpool FC,Samed Yesil,18,Germany,Centre-Forward,CF,£540Th.,Bayer 04 Leverkusen,Germany,£1.17m,In,2012,s,premier-league,https://www.transfermarkt.co.uk/samed-yesil/profil/spieler/95295
Liverpool FC,Andy Carroll,24,England,Centre-Forward,CF,£9.90m,West Ham United,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/andy-carroll/profil/spieler/48066
Liverpool FC,Jack Robinson,19,England,Left-Back,LB,-,Wolverhampton Wanderers,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/jack-robinson/profil/spieler/128909
Liverpool FC,Raheem Sterling,17,England,Left Winger,LW,-,Liverpool FC U18,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425
Liverpool FC,Tom King,17,Australia,Centre-Back,CB,-,Liverpool FC U18,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/tom-king/profil/spieler/175734
Liverpool FC,Danny Wilson,21,Scotland,Centre-Back,CB,£1.35m,Heart of Midlothian FC,Scotland,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/danny-wilson/profil/spieler/103819
Liverpool FC,Kristoffer Peterson,17,Sweden,Left Winger,LW,-,Liverpool FC U18,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/kristoffer-peterson/profil/spieler/186704
Liverpool FC,Jay Spearing,24,England,Defensive Midfield,DM,£2.70m,Bolton Wanderers,England,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/jay-spearing/profil/spieler/52111
Liverpool FC,Jamie Stephens,19,England,Goalkeeper,GK,-,Airbus UK Broughton FC,Wales,"End of loanMay 31, 2013",In,2012,s,premier-league,https://www.transfermarkt.co.uk/jamie-stephens/profil/spieler/175747
Liverpool FC,Suso,18,Spain,Right Winger,RW,-,Liverpool FC U23,England,-,In,2012,s,premier-league,https://www.transfermarkt.co.uk/suso/profil/spieler/111961
