Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Juventus FC,Kwadwo Asamoah,23,Ghana,Left Midfield,LM,£13.50m,Udinese Calcio,Italy,£16.20m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/kwadwo-asamoah/profil/spieler/63531
Juventus FC,Mauricio Isla,24,Chile,Right-Back,RB,£12.60m,Udinese Calcio,Italy,£12.51m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/mauricio-isla/profil/spieler/43722
Juventus FC,Manolo Gabbiadini,20,Italy,Centre-Forward,CF,£4.05m,Atalanta BC,Italy,£9.90m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/manolo-gabbiadini/profil/spieler/112343
Juventus FC,Sebastian Giovinco,25,Italy,Second Striker,SS,£11.25m,Parma FC,Italy,£9.90m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/sebastian-giovinco/profil/spieler/52312
Juventus FC,Martín Cáceres,25,Uruguay,Centre-Back,CB,£8.55m,Sevilla FC,Spain,£7.20m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/martin-caceres/profil/spieler/54935
Juventus FC,Richmond Boakye,19,Ghana,Centre-Forward,CF,£4.50m,Genoa CFC,Italy,£3.60m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/richmond-boakye/profil/spieler/119213
Juventus FC,Nicola Leali,19,Italy,Goalkeeper,GK,£3.15m,Brescia Calcio,Italy,£3.42m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/nicola-leali/profil/spieler/136111
Juventus FC,Alberto Masi,19,Italy,Centre-Back,CB,£315Th.,FC Pro Vercelli 1892,Italy,£1.89m,In,2012,s,serie-a,https://www.transfermarkt.co.uk/alberto-masi/profil/spieler/167890
Juventus FC,James Troisi,24,Australia,Attacking Midfield,AM,£1.98m,Kayserispor,Turkey,Free transfer,In,2012,s,serie-a,https://www.transfermarkt.co.uk/james-troisi/profil/spieler/52585
Juventus FC,Nicklas Bendtner,24,Denmark,Centre-Forward,CF,£7.65m,Arsenal FC,England,Loan,In,2012,s,serie-a,https://www.transfermarkt.co.uk/nicklas-bendtner/profil/spieler/34557
Juventus FC,Lúcio,34,Brazil,Centre-Back,CB,£3.60m,FC Internazionale,Italy,Free transfer,In,2012,s,serie-a,https://www.transfermarkt.co.uk/lucio/profil/spieler/77
Juventus FC,Paul Pogba,19,France,Central Midfield,CM,£3.15m,Manchester United,England,Free transfer,In,2012,s,serie-a,https://www.transfermarkt.co.uk/paul-pogba/profil/spieler/122153
Juventus FC,Luca Castiglia,23,Italy,Central Midfield,CM,£90Th.,SPAL 1907,Italy,?,In,2012,s,serie-a,https://www.transfermarkt.co.uk/luca-castiglia/profil/spieler/62358
Juventus FC,Raffaele Alcibiade,22,Italy,Centre-Back,CB,£68Th.,Nocerina 1910,Italy,?,In,2012,s,serie-a,https://www.transfermarkt.co.uk/raffaele-alcibiade/profil/spieler/74033
Juventus FC,Raffaele Bianco,24,Italy,Central Midfield,CM,£360Th.,Spezia Calcio,Italy,?,In,2012,s,serie-a,https://www.transfermarkt.co.uk/raffaele-bianco/profil/spieler/56693
Juventus FC,Carlos García,19,Sweden,Centre-Back,CB,£158Th.,Juventus Primavera,Italy,-,In,2012,s,serie-a,https://www.transfermarkt.co.uk/carlos-garcia/profil/spieler/103390
Juventus FC,Laurentiu Branescu,18,Romania,Goalkeeper,GK,£360Th.,Juventus Primavera,Italy,-,In,2012,s,serie-a,https://www.transfermarkt.co.uk/laurentiu-branescu/profil/spieler/156521
Juventus FC,Rubinho,30,Brazil,Goalkeeper,GK,£720Th.,,Without Club,-,In,2012,s,serie-a,https://www.transfermarkt.co.uk/rubinho/profil/spieler/37598
Juventus FC,Gabriel,18,Brazil,Central Midfield,CM,£720Th.,Juventus Primavera,Italy,-,In,2012,s,serie-a,https://www.transfermarkt.co.uk/gabriel/profil/spieler/167291
