Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Barcelona,Javier Saviola,19,Argentina,Second Striker,SS,-,Club Atlético River Plate,Argentina,£32.31m,In,2001,s,laliga,https://www.transfermarkt.co.uk/javier-saviola/profil/spieler/7611
FC Barcelona,Philippe Christanval,22,France,Centre-Back,CB,-,AS Monaco,France,£15.30m,In,2001,s,laliga,https://www.transfermarkt.co.uk/philippe-christanval/profil/spieler/6741
FC Barcelona,Patrik Andersson,29,Sweden,Centre-Back,CB,-,Bayern Munich,Germany,£7.20m,In,2001,s,laliga,https://www.transfermarkt.co.uk/patrik-andersson/profil/spieler/191
FC Barcelona,Roberto Bonano,31,Argentina,Goalkeeper,GK,-,Club Atlético River Plate,Argentina,£3.69m,In,2001,s,laliga,https://www.transfermarkt.co.uk/roberto-bonano/profil/spieler/7587
FC Barcelona,Francesco Coco,24,Italy,Left-Back,LB,-,Milan AC,Italy,Loan fee:£900Th.,In,2001,s,laliga,https://www.transfermarkt.co.uk/francesco-coco/profil/spieler/3508
FC Barcelona,Mikel Arteta,20,Spain,Central Midfield,CM,-,Paris Saint-Germain,France,"End of loanMay 1, 2002",In,2001,s,laliga,https://www.transfermarkt.co.uk/mikel-arteta/profil/spieler/7451
FC Barcelona,Thiago Motta,18,Italy,Defensive Midfield,DM,-,FC Barcelona B,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/thiago-motta/profil/spieler/7602
FC Barcelona,Luis García,23,Spain,Right Winger,RW,-,CD Tenerife,Spain,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/luis-garcia/profil/spieler/7920
Real Zaragoza,Goran Drulic,24,Serbia,Centre-Forward,CF,-,Red Star Belgrade,Serbia,£11.70m,In,2001,s,laliga,https://www.transfermarkt.co.uk/goran-drulic/profil/spieler/7909
Real Zaragoza,Esquerdinha,29,Brazil,Left-Back,LB,-,FC Porto,Portugal,£2.70m,In,2001,s,laliga,https://www.transfermarkt.co.uk/esquerdinha/profil/spieler/16797
Real Zaragoza,Mate Bilic,20,Croatia,Centre-Forward,CF,-,HNK Hajduk Split,Croatia,£2.03m,In,2001,s,laliga,https://www.transfermarkt.co.uk/mate-bilic/profil/spieler/7977
Real Zaragoza,Slobodan Komljenovic,30,Serbia,Centre-Back,CB,-,1.FC Kaiserslautern,Germany,Free transfer,In,2001,s,laliga,https://www.transfermarkt.co.uk/slobodan-komljenovic/profil/spieler/13
Real Zaragoza,Corona,20,Spain,Central Midfield,CM,-,Real Madrid B,Spain,Free transfer,In,2001,s,laliga,https://www.transfermarkt.co.uk/corona/profil/spieler/7945
Real Zaragoza,Luciano Galletti,21,Argentina,Right Winger,RW,-,Club Estudiantes de La Plata,Argentina,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/luciano-galletti/profil/spieler/7978
Real Zaragoza,Chaínho,26,Portugal,Defensive Midfield,DM,-,FC Porto,Portugal,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/chainho/profil/spieler/14121
Real Zaragoza,Cani,19,Spain,Attacking Midfield,AM,-,Utebo FC,Spain,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/cani/profil/spieler/7983
Real Betis Balompié,Victor Ikpeba,28,Nigeria,Centre-Forward,CF,-,Borussia Dortmund,Germany,Loan fee:£405Th.,In,2001,s,laliga,https://www.transfermarkt.co.uk/victor-ikpeba/profil/spieler/115
Real Betis Balompié,Washington Tais,28,Uruguay,Right-Back,RB,-,Racing Santander,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/washington-tais/profil/spieler/7651
Real Betis Balompié,José Antonio Calado,27,Portugal,Central Midfield,CM,-,SL Benfica,Portugal,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/jose-antonio-calado/profil/spieler/7656
Real Betis Balompié,Ronny Gaspercic,32,Belgium,Goalkeeper,GK,-,CF Extremadura,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/ronny-gaspercic/profil/spieler/25321
Real Betis Balompié,Melli,17,Spain,Centre-Back,CB,-,Real Betis B,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/melli/profil/spieler/15717
Real Betis Balompié,Dani,19,Spain,Centre-Forward,CF,-,Real Betis B,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/dani/profil/spieler/7665
Real Betis Balompié,Juanito,24,Spain,Centre-Back,CB,-,Real Betis B,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/juanito/profil/spieler/7647
Real Betis Balompié,Diego Crosa,25,Argentina,Centre-Back,CB,-,Club Atlético Vélez Sarsfield,Argentina,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/diego-crosa/profil/spieler/19963
RCD Mallorca,Fatih Akyel,23,Turkey,Right-Back,RB,-,Galatasaray SK,Turkey,£2.25m,In,2001,s,laliga,https://www.transfermarkt.co.uk/fatih-akyel/profil/spieler/6857
RCD Mallorca,Cristian Díaz,25,Argentina,Left-Back,LB,-,Udinese Calcio,Italy,£2.09m,In,2001,s,laliga,https://www.transfermarkt.co.uk/cristian-diaz/profil/spieler/54881
RCD Mallorca,Fredy,21,Portugal,Left-Back,LB,-,FC Felgueiras 1932,Portugal,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/fredy/profil/spieler/17291
RCD Mallorca,Alejandro Campano,22,Spain,Right Midfield,RM,-,Sevilla FC,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/alejandro-campano/profil/spieler/7680
RCD Mallorca,Chino Losada,24,Spain,Centre-Forward,CF,-,Real Oviedo,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/chino-losada/profil/spieler/16316
RCD Mallorca,Vicente,25,Spain,Defensive Midfield,DM,-,Sporting Gijón,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/vicente/profil/spieler/7679
RCD Mallorca,Veljko Paunovic,23,Serbia,Centre-Forward,CF,-,Atlético Madrid,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/veljko-paunovic/profil/spieler/7364
RCD Mallorca,Jonathan Fabbro,19,Paraguay,Centre-Forward,CF,-,RCD Mallorca U19,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/jonathan-fabbro/profil/spieler/99175
RCD Mallorca,Alberto Cifuentes,22,Spain,Goalkeeper,GK,-,RCD Mallorca B,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/alberto-cifuentes/profil/spieler/7668
RCD Mallorca,Jorge Quinteros,26,Argentina,Centre-Forward,CF,-,Club Atlético San Lorenzo de Almagro,Argentina,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/jorge-quinteros/profil/spieler/83225
RCD Mallorca,Ariel López,27,Argentina,Centre-Forward,CF,-,Club Atlético Lanús,Argentina,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/ariel-lopez/profil/spieler/51083
CA Osasuna,John Aloisi,25,Australia,Centre-Forward,CF,-,Coventry City,England,£1.62m,In,2001,s,laliga,https://www.transfermarkt.co.uk/john-aloisi/profil/spieler/7741
CA Osasuna,Pablo Contreras,22,Chile,Centre-Back,CB,-,Celta de Vigo,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/pablo-contreras/profil/spieler/14520
CA Osasuna,Gerardo Rivero,26,Argentina,Right Midfield,RM,-,Club Almagro,Argentina,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/gerardo-rivero/profil/spieler/7740
CA Osasuna,Fernando,29,Spain,Left Midfield,LM,-,Deportivo de La Coruña,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/fernando/profil/spieler/2757
CA Osasuna,Manolo Sánchez,25,Spain,Left-Back,LB,-,Celta de Vigo,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/manolo-sanchez/profil/spieler/57907
CA Osasuna,Daniel Montenegro,22,Argentina,Attacking Midfield,AM,-,Olympique Marseille,France,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/daniel-montenegro/profil/spieler/25020
CA Osasuna,Juan Carlos Unzué,34,Spain,Goalkeeper,GK,-,Real Oviedo,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/juan-carlos-unzue/profil/spieler/7722
CA Osasuna,Gorka de Carlos,23,Spain,Centre-Forward,CF,-,Burgos CF,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/gorka-de-carlos/profil/spieler/7743
CA Osasuna,Rafael Olarra,23,Chile,Centre-Back,CB,-,Club Universidad de Chile,Chile,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/rafael-olarra/profil/spieler/40430
CA Osasuna,David Cano,26,Spain,Defensive Midfield,DM,-,Sporting Gijón,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/david-cano/profil/spieler/27698
CA Osasuna,Josetxo,24,Spain,Centre-Back,CB,-,CA Osasuna Promesas,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/josetxo/profil/spieler/7726
CA Osasuna,José Izquierdo,20,Spain,Right-Back,RB,-,CA Osasuna Promesas,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/jose-izquierdo/profil/spieler/7725
CA Osasuna,Iñaki Muñoz,22,Spain,Defensive Midfield,DM,-,CA Osasuna Promesas,Spain,-,In,2001,s,laliga,https://www.transfermarkt.co.uk/inaki-munoz/profil/spieler/7736
CA Osasuna,Moha,23,Morocco,Attacking Midfield,AM,-,Levante UD,Spain,"End of loanJun 30, 2001",In,2001,s,laliga,https://www.transfermarkt.co.uk/moha/profil/spieler/7735
Real Valladolid CF,Mario Álvarez,19,Spain,Centre-Back,CB,-,Atlético Madrid B,Spain,Free transfer,In,2001,s,laliga,https://www.transfermarkt.co.uk/mario-alvarez/profil/spieler/7803
Real Valladolid CF,Luis García,23,Spain,Right Winger,RW,-,FC Barcelona,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/luis-garcia/profil/spieler/7920
Real Valladolid CF,Gaspar Gálvez,21,Spain,Centre-Back,CB,-,Real Oviedo,Spain,?,In,2001,s,laliga,https://www.transfermarkt.co.uk/gaspar-galvez/profil/spieler/7367
Real Valladolid CF,Turu Flores,30,Argentina,Centre-Forward,CF,-,Deportivo de La Coruña,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/turu-flores/profil/spieler/26383
Real Valladolid CF,Tote,22,Spain,Attacking Midfield,AM,-,Real Madrid,Spain,Loan,In,2001,s,laliga,https://www.transfermarkt.co.uk/tote/profil/spieler/7535
