Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Borussia Dortmund,Márcio Amoroso,26,Brazil,Centre-Forward,CF,-,AC Parma,Italy,£22.95m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/marcio-amoroso/profil/spieler/1263
Borussia Dortmund,Jan Koller,28,Czech Republic,Centre-Forward,CF,-,RSC Anderlecht,Belgium,£9.45m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/jan-koller/profil/spieler/1157
Borussia Dortmund,Ewerthon,20,Brazil,Centre-Forward,CF,-,Sport Club Corinthians Paulista,Brazil,£6.39m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/ewerthon/profil/spieler/1396
Borussia Dortmund,Evanilson,25,Brazil,Right-Back,RB,-,AC Parma,Italy,Loan fee:£2.70m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/evanilson/profil/spieler/110
Borussia Dortmund,Guy Demel,20,Cote d'Ivoire,Right-Back,RB,-,Arsenal FC,England,£270Th.,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/guy-demel/profil/spieler/1368
Borussia Dortmund,Ahmed Madouni,20,Algeria,Centre-Back,CB,-,HSC Montpellier,France,Free transfer,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/ahmed-madouni/profil/spieler/1254
Borussia Dortmund,Léandro,24,Brazil,Left Midfield,LM,-,Clube Atlético Mineiro,Brazil,Loan,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/leandro/profil/spieler/1926
Borussia Dortmund,Florian Kringe,18,Germany,Central Midfield,CM,-,Borussia Dortmund II,Germany,-,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/florian-kringe/profil/spieler/1270
Bayern Munich,Claudio Pizarro,22,Peru,Centre-Forward,CF,-,SV Werder Bremen,Germany,£6.79m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/claudio-pizarro/profil/spieler/532
Bayern Munich,Robert Kovac,27,Croatia,Centre-Back,CB,-,Bayer 04 Leverkusen,Germany,£6.75m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/robert-kovac/profil/spieler/75
Bayern Munich,Niko Kovac,29,Croatia,Defensive Midfield,DM,-,Hamburger SV,Germany,£4.95m,In,2001,s,1-bundesliga,https://www.transfermarkt.co.uk/niko-kovac/profil/spieler/315
