Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Arsenal FC,John Jensen,27,Denmark,Central Midfield,CM,-,Bröndby IF,Denmark,£1.44m,In,1992,s,premier-league
Arsenal FC,Ian Selley,18,England,Midfielder,Midfielder,-,Arsenal FC U18,England,-,In,1992,s,premier-league
Arsenal FC,Gavin McGowan,16,England,Right-Back,RB,-,Arsenal FC U18,England,-,In,1992,s,premier-league
Arsenal FC,Steve Morrow,21,Northern Ireland,Right-Back,RB,-,Barnet FC,England,"End of loanJun 30, 1992",In,1992,s,premier-league
Everton FC,Preki,29,United States,Attacking Midfield,AM,-,St. Louis Storm (indoor),United States,£108k,In,1992,s,premier-league
Everton FC,Barry Horne,30,Wales,Defensive Midfield,DM,-,Southampton FC,England,?,In,1992,s,premier-league
Everton FC,Paul Rideout,27,England,Forward,Forward,-,Rangers FC,Scotland,?,In,1992,s,premier-league
Everton FC,Gerry Peyton,36,Ireland,Goalkeeper,GK,-,Chelsea FC,England,"End of loanApr 1, 1993",In,1992,s,premier-league
Everton FC,David Unsworth,18,England,Left-Back,LB,-,Everton FC U18,England,-,In,1992,s,premier-league
Everton FC,Iain Jenkins,19,Northern Ireland,Right-Back,RB,-,Bradford City,England,"End of loanJun 30, 1992",In,1992,s,premier-league
Liverpool FC,Paul Stewart,27,England,Defensive Midfield,DM,-,Tottenham Hotspur,England,£2.48m,In,1992,s,premier-league
Liverpool FC,David James,21,England,Goalkeeper,GK,-,Watford FC,England,£1.26m,In,1992,s,premier-league
Liverpool FC,Torben Piechnik,29,Denmark,Centre-Back,CB,-,FC Copenhagen,Denmark,?,In,1992,s,premier-league
Liverpool FC,Bruce Grobbelaar,35,Zimbabwe,Goalkeeper,GK,-,Stoke City,England,"End of loanMay 31, 1993",In,1992,s,premier-league
Liverpool FC,Dominic Matteo,18,Scotland,Left-Back,LB,-,Liverpool FC U18,England,-,In,1992,s,premier-league
Tottenham Hotspur,Teddy Sheringham,26,England,Centre-Forward,CF,-,Nottingham Forest,England,£2.84m,In,1992,s,premier-league
Tottenham Hotspur,Darren Anderton,20,England,Right Midfield,RM,-,Portsmouth FC,England,£2.43m,In,1992,s,premier-league
Tottenham Hotspur,Neil Ruddock,24,England,Centre-Back,CB,-,Southampton FC,England,£765k,In,1992,s,premier-league
