Club,Name,Age,Nat.,Position,Pos,Market value,Club involved,Country involved,Fee,Movement,Season,Window,League
Cardiff City,Robbie James,35,Wales,Midfielder,Midfielder,-,Bradford City,England,?,In,1992,s,championship
Fulham FC,Peter Baah,19,England,Right Winger,RW,-,Blackburn Rovers,England,?,In,1992,s,championship
Fulham FC,Paul Kelly,18,England,Defensive Midfield,DM,-,Maidenhead United,England,?,In,1992,s,championship
Fulham FC,Ara Bedrossian,25,Cyprus,Defensive Midfield,DM,-,APOEL Nicosia,Cyprus,?,In,1992,s,championship
Huddersfield Town,Mark Stuart,25,England,Midfielder,Midfielder,-,Bradford City,England,Free transfer,In,1992,s,championship
Huddersfield Town,Phil Robinson,25,England,Midfielder,Midfielder,-,Notts County,England,?,In,1992,s,championship
Huddersfield Town,Andy Booth,18,England,Centre-Forward,CF,-,Huddersfield Town U18,England,-,In,1992,s,championship
Leeds United,David Rocastle,25,England,Attacking Midfield,AM,-,Arsenal FC,England,£2.16m,In,1992,s,championship
Leeds United,Kevin Sharp,18,Canada,Left-Back,LB,-,AJ Auxerre,France,£81k,In,1992,s,championship
Leeds United,Mark Beeney,25,England,Goalkeeper,GK,-,Brighton & Hove Albion,England,?,In,1992,s,championship
Leeds United,Scott Sellars,26,England,Left Midfield,LM,-,Blackburn Rovers,England,?,In,1992,s,championship
Leeds United,Paul Pettinger,17,England,Goalkeeper,GK,-,Leeds United U18,England,-,In,1992,s,championship
Leeds United,Mark Tinkler,17,England,Defender,Defender,-,Leeds United U18,England,-,In,1992,s,championship
Leeds United,Mervyn Day,37,England,Goalkeeper,GK,-,Sheffield United,England,"End of loanJun 30, 1992",In,1992,s,championship
Leeds United,Glynn Snodin,32,England,Left-Back,LB,-,Rotherham United,England,"End of loanJun 30, 1992",In,1992,s,championship
West Bromwich Albion,Ian Hamilton,24,England,Central Midfield,CM,-,Scunthorpe United,England,£158k,In,1992,s,championship
West Bromwich Albion,Andy Hunt,23,England,Forward,Forward,-,Newcastle United,England,£113k,In,1992,s,championship
West Bromwich Albion,Kevin Donovan,20,England,Central Midfield,CM,-,Huddersfield Town,England,£81k,In,1992,s,championship
West Bromwich Albion,Simon Garner,32,England,Centre-Forward,CF,-,Blackburn Rovers,England,£32k,In,1992,s,championship
Derby County,Craig Short,24,England,Centre-Back,CB,-,Notts County,England,£3.38m,In,1992,s,championship
Derby County,Mark Pembridge,21,Wales,Left Midfield,LM,-,Luton Town,England,£1.57m,In,1992,s,championship
Derby County,Martin Kuhl,27,England,Midfielder,Midfielder,-,Portsmouth FC,England,£674k,In,1992,s,championship
Derby County,Shane Nicholson,22,England,Left-Back,LB,-,Lincoln City,England,?,In,1992,s,championship
Derby County,Colin Loss,18,England,Right Midfield,RM,-,Norwich City,England,?,In,1992,s,championship
Derby County,Richard Goulooze,24,Netherlands,Right-Back,RB,-,SC Heerenveen,Netherlands,?,In,1992,s,championship
Derby County,Lee Carsley,18,Ireland,Defensive Midfield,DM,-,Derby County U18,England,-,In,1992,s,championship
Middlesbrough FC,Tommy Wright,26,Scotland,Left Winger,LW,-,Leicester City,England,£819k,In,1992,s,championship
Middlesbrough FC,Jonathan Gittens,28,England,Defender,Defender,-,Southampton FC,England,£225k,In,1992,s,championship
Middlesbrough FC,Chris Morris,28,Ireland,Right-Back,RB,-,Celtic FC,Scotland,?,In,1992,s,championship
Middlesbrough FC,Ben Roberts,17,England,Goalkeeper,GK,-,Middlesbrough FC U18,England,-,In,1992,s,championship
Middlesbrough FC,Andy Todd,17,England,Centre-Back,CB,-,Middlesbrough FC U18,England,-,In,1992,s,championship
Bristol City,Brian Mitchell,28,Scotland,Right-Back,RB,-,Bradford City,England,?,In,1992,s,championship
Bristol City,Nicky Reid,31,England,Centre-Back,CB,-,Blackburn Rovers,England,Loan,In,1992,s,championship
Bristol City,Stuart Munro,29,Scotland,Left-Back,LB,-,Blackburn Rovers,England,?,In,1992,s,championship
Bristol City,Leroy Rosenior,27,England,Forward,Forward,-,Charlton Athletic,England,?,In,1992,s,championship
Bristol City,Björn Kristensen,28,Denmark,Defender,Defender,-,Newcastle United,England,Loan,In,1992,s,championship
Bristol City,David Thompson,23,England,Centre-Back,CB,-,Millwall FC,England,?,In,1992,s,championship
Bristol City,Jim McIntyre,20,Scotland,Left Winger,LW,-,Exeter City,England,"End of loanMay 1, 1993",In,1992,s,championship
Nottingham Forest,Neil Webb,28,England,Central Midfield,CM,-,Manchester United,England,£833k,In,1992,s,championship
Nottingham Forest,Gary Bannister,32,England,Centre-Forward,CF,-,West Bromwich Albion,England,Free transfer,In,1992,s,championship
Nottingham Forest,Stephen Blatherwick,18,England,Centre-Back,CB,-,Notts County,England,?,In,1992,s,championship
Nottingham Forest,Ray McKinnon,21,Scotland,Midfielder,Midfielder,-,Dundee United FC,Scotland,?,In,1992,s,championship
Nottingham Forest,Craig Armstrong,17,England,Left Midfield,LM,-,Nottingham Forest U18,England,-,In,1992,s,championship
Nottingham Forest,Steve Guinan,16,England,Centre-Forward,CF,-,Nottingham Forest U18,England,-,In,1992,s,championship
Swansea City,Colin Pascoe,27,Wales,Left Midfield,LM,-,Sunderland AFC,England,Loan,In,1992,s,championship
Swansea City,Colin West,29,England,Centre-Forward,CF,-,West Bromwich Albion,England,?,In,1992,s,championship
Swansea City,David Hodgson,31,England,Centre-Forward,CF,-,FC Metz,France,?,In,1992,s,championship
Swansea City,Mark Kendall,33,Wales,Goalkeeper,GK,-,Burnley FC,England,"End of loanJun 1, 1992",In,1992,s,championship
Brentford FC,Martin Grainger,19,England,Left-Back,LB,-,Colchester United,England,£90k,In,1992,s,championship
Brentford FC,Gerry Peyton,36,Ireland,Goalkeeper,GK,-,Everton FC,England,Loan,In,1992,s,championship
Brentford FC,Tim O'Shea,25,Ireland,Defender,Defender,-,Gillingham FC,England,?,In,1992,s,championship
Sheffield Wednesday,Mark Bright,30,England,Forward,Forward,-,Crystal Palace,England,£1.53m,In,1992,s,championship
Sheffield Wednesday,Chris Waddle,31,England,Attacking Midfield,AM,-,Olympique Marseille,France,£1.35m,In,1992,s,championship
Sheffield Wednesday,Mike Williams,23,England,Forward,Forward,-,Halifax Town (liq.),England,"End of loanApr 1, 1993",In,1992,s,championship
Sheffield Wednesday,Simon Stewart,18,England,Defender,Defender,-,Sheffield Wednesday U18,England,-,In,1992,s,championship
Hull City,Martin Carruthers,20,England,Centre-Forward,CF,-,Aston Villa,England,Loan,In,1992,s,championship
Hull City,Gareth Williams,25,England,Midfielder,Midfielder,-,Barnsley FC,England,Loan,In,1992,s,championship
Hull City,Pat Heard,32,England,Left-Back,LB,-,Cardiff City,Wales,?,In,1992,s,championship
Hull City,Gary Lund,27,England,Centre-Forward,CF,-,Notts County,England,Loan,In,1992,s,championship
Preston North End,Tony Ellis,27,England,Forward,Forward,-,Stoke City,England,£152k,In,1992,s,championship
Preston North End,Ryan Kidd,20,England,Centre-Back,CB,-,Port Vale FC,England,Free transfer,In,1992,s,championship
Preston North End,Sam Allardyce,37,England,Centre-Back,CB,-,Limerick FC,Ireland,?,In,1992,s,championship
Preston North End,Colin Greenall,28,England,Defender,Defender,-,Bury FC,England,?,In,1992,s,championship
Preston North End,Jonathan Davidson,22,England,Defender,Defender,-,Derby County,England,?,In,1992,s,championship
Preston North End,Aaron Callaghan,25,Ireland,Defender,Defender,-,Crewe Alexandra,England,?,In,1992,s,championship
Preston North End,Barry Siddall,37,England,Goalkeeper,GK,-,Chester City (diss.),England,?,In,1992,s,championship
Preston North End,George Berry,34,Wales,Centre-Back,CB,-,Aldershot FC,England,"End of loanJun 1, 1992",In,1992,s,championship
Blackburn Rovers,Alan Shearer,21,England,Centre-Forward,CF,-,Southampton FC,England,£4.05m,In,1992,s,championship
Blackburn Rovers,Stuart Ripley,24,England,Midfielder,Midfielder,-,Middlesbrough FC,England,£1.80m,In,1992,s,championship
Blackburn Rovers,Tim Sherwood,23,England,Central Midfield,CM,-,Norwich City,England,£675k,In,1992,s,championship
Blackburn Rovers,Patrik Andersson,20,Sweden,Centre-Back,CB,-,Malmö FF,Sweden,£450k,In,1992,s,championship
Blackburn Rovers,Lee Makel,19,England,Attacking Midfield,AM,-,Newcastle United,England,£216k,In,1992,s,championship
Blackburn Rovers,Wayne Burnett,20,England,Midfielder,Midfielder,-,Leyton Orient,England,£86k,In,1992,s,championship
Blackburn Rovers,Nicholas Marker,27,England,Defender,Defender,-,Plymouth Argyle,England,?,In,1992,s,championship
Blackburn Rovers,Mickey Evans,19,Ireland,Centre-Forward,CF,-,Plymouth Argyle,England,Loan,In,1992,s,championship
Stoke City,Nigel Gleghorn,30,England,Centre-Forward,CF,-,Birmingham City,England,£104k,In,1992,s,championship
Stoke City,Graham Shaw,25,England,Centre-Forward,CF,-,Preston North End,England,£70k,In,1992,s,championship
Stoke City,Gary Bannister,32,England,Centre-Forward,CF,-,Nottingham Forest,England,Free transfer,In,1992,s,championship
Stoke City,Dave Regis,28,England,Forward,Forward,-,Plymouth Argyle,England,?,In,1992,s,championship
Birmingham City,David Smith,25,England,Attacking Midfield,AM,-,Coventry City,England,Free transfer,In,1992,s,championship
Birmingham City,Les Sealey,35,England,Goalkeeper,GK,-,Aston Villa,England,Loan,In,1992,s,championship
Birmingham City,Paul Holmes,24,England,Midfielder,Midfielder,-,Torquay United FC,England,?,In,1992,s,championship
Birmingham City,Andy Gosney,28,England,Goalkeeper,GK,-,Portsmouth FC,England,?,In,1992,s,championship
Birmingham City,George Parris,27,England,Midfielder,Midfielder,-,West Ham United,England,?,In,1992,s,championship
Birmingham City,Graham Potter,17,England,Left-Back,LB,-,Birmingham City U18,England,-,In,1992,s,championship
Birmingham City,Louie Donowa,28,England,Central Midfield,CM,-,Crystal Palace,England,"End of loanMay 31, 1993",In,1992,s,championship
Wigan Athletic,Chris Makin,19,England,Left-Back,LB,-,Oldham Athletic,England,Loan,In,1992,s,championship
Wigan Athletic,Ian Wilson,34,Scotland,Central Midfield,CM,-,Bury FC,England,?,In,1992,s,championship
Wigan Athletic,Greg Strong,16,England,Centre-Back,CB,-,Wigan Athletic U23,England,-,In,1992,s,championship
Wigan Athletic,Neil Ogden,16,England,Defender,Defender,-,Wigan Athletic U18,England,-,In,1992,s,championship
Queens Park Rangers,Darren Finlay,18,Northern Ireland,Midfielder,Midfielder,-,Queens Park Rangers U18,England,-,In,1992,s,championship
Queens Park Rangers,Gary Waddock,30,Ireland,Defensive Midfield,DM,-,Swindon Town,England,"End of loanJun 30, 1992",In,1992,s,championship
Reading FC,Jimmy Quinn,32,Northern Ireland,Centre-Forward,CF,-,AFC Bournemouth,England,£72k,In,1992,s,championship
Reading FC,Jeff Hopkins,28,Wales,Centre-Back,CB,-,Bristol Rovers,England,Free transfer,In,1992,s,championship
Reading FC,Phil Parkinson,24,England,Central Midfield,CM,-,Bury FC,England,?,In,1992,s,championship
Reading FC,Michael Gilkes,26,Barbados,Left Midfield,LM,-,Southampton FC,England,"End of loanJun 30, 1992",In,1992,s,championship
Millwall FC,John Byrne,31,Ireland,Centre-Forward,CF,-,Sunderland AFC,England,£338k,In,1992,s,championship
Millwall FC,Andy May,28,England,Midfielder,Midfielder,-,Bristol City,England,?,In,1992,s,championship
Millwall FC,Tommy Gaynor,29,Ireland,Forward,Forward,-,Nottingham Forest,England,?,In,1992,s,championship
Millwall FC,Jamie Moralee,20,England,Forward,Forward,-,Crystal Palace,England,?,In,1992,s,championship
Millwall FC,Alan McLeary,28,England,Defender,Defender,-,Sheffield United,England,"End of loanOct 15, 1992",In,1992,s,championship
Millwall FC,Jermaine Wright,16,England,Central Midfield,CM,-,Millwall FC U18,England,-,In,1992,s,championship
Millwall FC,Keith Branagan,25,Ireland,Goalkeeper,GK,-,Fulham FC,England,"End of loanJun 30, 1992",In,1992,s,championship
Luton Town,Steve Claridge,26,England,Centre-Forward,CF,-,Cambridge United,England,£216k,In,1992,s,championship
Luton Town,Tony Thorpe,18,England,Centre-Forward,CF,-,Leicester City,England,Free transfer,In,1992,s,championship
Luton Town,Damian Matthew,22,England,Midfielder,Midfielder,-,Chelsea FC,England,Loan,In,1992,s,championship
Luton Town,Richard Harvey,24,England,Defender,Defender,-,Blackpool FC,England,"End of loanMay 31, 1993",In,1992,s,championship
Luton Town,Juergen Sommer,24,United States,Goalkeeper,GK,-,Torquay United FC,England,"End of loanMay 31, 1993",In,1992,s,championship
Barnsley FC,Wayne Biggins,30,England,Centre-Forward,CF,-,Stoke City,England,£203k,In,1992,s,championship
Barnsley FC,Gareth Williams,26,England,Midfielder,Midfielder,-,Hull City,England,"End of loanMay 31, 1993",In,1992,s,championship
Barnsley FC,Dave Watson,18,England,Goalkeeper,GK,-,Barnsley FC U18,England,-,In,1992,s,championship
Barnsley FC,Phil Whitehead,23,England,Goalkeeper,GK,-,Bradford City,England,"End of loanMay 31, 1993",In,1992,s,championship
Charlton Athletic,Alan McLeary,28,England,Defender,Defender,-,Millwall FC,England,Free transfer,In,1992,s,championship
Charlton Athletic,Linvoy Primus,18,England,Centre-Back,CB,-,Charlton Athletic U18,England,-,In,1992,s,championship
Cardiff City,Ken DeMange,27,Ireland,Central Midfield,CM,-,Limerick FC,Ireland,?,Out,1992,s,championship
