Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Atalanta BC,Luis Muriel,28,Colombia,Centre-Forward,CF,£11.70m,Sevilla FC,Spain,£18.09m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luis-muriel/profil/spieler/119228
Atalanta BC,Ruslan Malinovskyi,26,Ukraine,Central Midfield,CM,£11.25m,KRC Genk,Belgium,£12.24m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ruslan-malinovskyi/profil/spieler/207877
Atalanta BC,Marco Varnier,21,Italy,Centre-Back,CB,£2.25m,AS Cittadella,Italy,£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/marco-varnier/profil/spieler/362981
Atalanta BC,Aimone Calì,22,Italy,Centre-Forward,CF,-,Montespaccato,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/aimone-cali/profil/spieler/324230
Atalanta BC,Martin Skrtel,34,Slovakia,Centre-Back,CB,£1.53m,Fenerbahce SK,Turkey,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/martin-skrtel/profil/spieler/24180
Atalanta BC,Francis Gomez,19,The Gambia,Central Midfield,CM,-,Valle del Tevere,Italy,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/francis-gomez/profil/spieler/693666
Atalanta BC,Simon Kjaer,30,Denmark,Centre-Back,CB,£7.20m,Sevilla FC,Spain,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/simon-kjaer/profil/spieler/48859
Atalanta BC,Guilherme Arana,22,Brazil,Left-Back,LB,£2.70m,Sevilla FC,Spain,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/guilherme-arana/profil/spieler/346766
Atalanta BC,Doudou Mangni,26,Italy,Centre-Forward,CF,£135Th.,SS Monopoli 1966,Italy,?,In,2019,s,serie-a,https://www.transfermarkt.co.uk/doudou-mangni/profil/spieler/197480
Bologna FC 1909,Riccardo Orsolini,22,Italy,Right Winger,RW,£13.50m,Juventus FC,Italy,£13.50m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/riccardo-orsolini/profil/spieler/368482
Bologna FC 1909,Takehiro Tomiyasu,20,Japan,Right-Back,RB,£8.10m,Sint-Truidense VV,Belgium,£8.10m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/takehiro-tomiyasu/profil/spieler/331560
Bologna FC 1909,Nicola Sansone,27,Italy,Left Winger,LW,£6.75m,Villarreal CF,Spain,£7.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nicola-sansone/profil/spieler/82048
Bologna FC 1909,Roberto Soriano,28,Italy,Central Midfield,CM,£6.30m,Villarreal CF,Spain,£7.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/roberto-soriano/profil/spieler/63186
Bologna FC 1909,Nicolás Domínguez,21,Argentina,Central Midfield,CM,£11.25m,Club Atlético Vélez Sarsfield,Argentina,£6.62m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nicolas-dominguez/profil/spieler/497291
Bologna FC 1909,Stefano Denswil,26,Netherlands,Centre-Back,CB,£5.40m,Club Brugge KV,Belgium,£5.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/stefano-denswil/profil/spieler/182923
Bologna FC 1909,Andreas Skov Olsen,19,Denmark,Right Winger,RW,£7.20m,FC Nordsjaelland,Denmark,£5.40m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/andreas-skov-olsen/profil/spieler/432982
Bologna FC 1909,Jerdy Schouten,22,Netherlands,Central Midfield,CM,£1.80m,SBV Excelsior Rotterdam,Netherlands,£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jerdy-schouten/profil/spieler/347900
Bologna FC 1909,Mattia Bani,25,Italy,Centre-Back,CB,£2.25m,Chievo Verona,Italy,£2.43m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mattia-bani/profil/spieler/176139
Bologna FC 1909,Gary Medel,32,Chile,Defensive Midfield,DM,£3.38m,Besiktas JK,Turkey,£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gary-medel/profil/spieler/60889
Bologna FC 1909,Lassi Lappalainen,20,Finland,Left Winger,LW,£225Th.,HJK Helsinki,Finland,£900Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/lassi-lappalainen/profil/spieler/322993
Bologna FC 1909,Danilo,35,Brazil,Centre-Back,CB,£720Th.,Udinese Calcio,Italy,£374Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/danilo/profil/spieler/32816
Bologna FC 1909,Gabriele Corbo,19,Italy,Centre-Back,CB,£720Th.,Bologna Primavera,Italy,-,In,2019,s,serie-a,https://www.transfermarkt.co.uk/gabriele-corbo/profil/spieler/423614
Brescia Calcio,Jesse Joronen,26,Finland,Goalkeeper,GK,£2.25m,FC Copenhagen,Denmark,£4.50m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jesse-joronen/profil/spieler/131758
Brescia Calcio,Jaromir Zmrhal,26,Czech Republic,Left Midfield,LM,£2.93m,SK Slavia Prague,Czech Republic,£3.38m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jaromir-zmrhal/profil/spieler/235413
Brescia Calcio,Florian Ayé,22,France,Centre-Forward,CF,£3.60m,Clermont Foot 63,France,£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/florian-aye/profil/spieler/372713
Brescia Calcio,Ales Mateju,23,Czech Republic,Left-Back,LB,£1.53m,Brighton & Hove Albion,England,£1.62m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/ales-mateju/profil/spieler/242078
Brescia Calcio,Jhon Chancellor,27,Venezuela,Centre-Back,CB,£630Th.,Al Ahli Sports Club,Qatar,£1.44m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/jhon-chancellor/profil/spieler/213614
Brescia Calcio,Luca Tremolada,27,Italy,Attacking Midfield,AM,£810Th.,Virtus Entella,Italy,£810Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/luca-tremolada/profil/spieler/88713
Brescia Calcio,Bruno Martella,26,Italy,Left-Back,LB,£1.62m,FC Crotone,Italy,£720Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/bruno-martella/profil/spieler/164108
Brescia Calcio,Mario Balotelli,29,Italy,Centre-Forward,CF,£18.00m,Olympique Marseille,France,Free transfer,In,2019,s,serie-a,https://www.transfermarkt.co.uk/mario-balotelli/profil/spieler/45146
Brescia Calcio,Alessandro Matri,35,Italy,Centre-Forward,CF,£270Th.,US Sassuolo,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alessandro-matri/profil/spieler/40660
Brescia Calcio,Rômulo,32,Italy,Central Midfield,CM,£2.25m,Genoa CFC,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/romulo/profil/spieler/121756
Brescia Calcio,Giangiacomo Magnani,23,Italy,Centre-Back,CB,£4.50m,US Sassuolo,Italy,Loan,In,2019,s,serie-a,https://www.transfermarkt.co.uk/giangiacomo-magnani/profil/spieler/310458
Cagliari Calcio,Nahitan Nández,23,Uruguay,Central Midfield,CM,£16.20m,Club Atlético Boca Juniors,Argentina,£16.20m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/nahitan-nandez/profil/spieler/315063
Cagliari Calcio,Alberto Cerri,23,Italy,Centre-Forward,CF,£5.40m,Juventus FC,Italy,£8.10m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/alberto-cerri/profil/spieler/197751
Cagliari Calcio,Christian Oliva,23,Uruguay,Defensive Midfield,DM,£4.50m,Club Nacional,Uruguay,£4.50m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/christian-oliva/profil/spieler/563812
Cagliari Calcio,Giovanni Simeone,24,Argentina,Centre-Forward,CF,£18.00m,ACF Fiorentina,Italy,Loan fee:£2.70m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/giovanni-simeone/profil/spieler/282388
Cagliari Calcio,Marko Rog,24,Croatia,Central Midfield,CM,£5.40m,SSC Napoli,Italy,Loan fee:£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/marko-rog/profil/spieler/317482
Cagliari Calcio,Guglielmo Vicario,22,Italy,Goalkeeper,GK,£720Th.,Venezia FC,Italy,£1.80m,In,2019,s,serie-a,https://www.transfermarkt.co.uk/guglielmo-vicario/profil/spieler/286047
Cagliari Calcio,Fabrizio Cacciatore,32,Italy,Right-Back,RB,£720Th.,Chievo Verona,Italy,£720Th.,In,2019,s,serie-a,https://www.transfermarkt.co.uk/fabrizio-cacciatore/profil/spieler/85605
