Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Olympique Lyon,Fred,21,Brazil,Centre-Forward,CF,£6.75m,Cruzeiro Esporte Clube,Brazil,£14.04m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/fred/profil/spieler/31005
Olympique Lyon,Tiago,24,Portugal,Central Midfield,CM,£9.00m,Chelsea FC,England,£9.09m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/tiago/profil/spieler/8538
Olympique Lyon,John Carew,25,Norway,Centre-Forward,CF,£6.30m,Besiktas JK,Turkey,£6.84m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/john-carew/profil/spieler/3570
Olympique Lyon,Benoît Pedretti,24,France,Defensive Midfield,DM,£8.10m,Olympique Marseille,France,£6.75m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/benoit-pedretti/profil/spieler/5406
Olympique Lyon,Sylvain Monsoreau,24,France,Centre-Back,CB,£4.50m,FC Sochaux-Montbéliard,France,£4.50m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-monsoreau/profil/spieler/5393
Olympique Lyon,Rémy Riou,17,France,Goalkeeper,GK,£45Th.,Olympique Lyon B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/remy-riou/profil/spieler/18940
Olympique Lyon,Romain Beynié,18,France,Defensive Midfield,DM,-,Olympique Lyon B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/romain-beynie/profil/spieler/36354
Olympique Lyon,Karim Benzema,17,France,Centre-Forward,CF,-,Olympique Lyon U19,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/karim-benzema/profil/spieler/18922
Olympique Lyon,Alexandre Hauw,23,France,Left Midfield,LM,-,Clermont Foot 63,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/alexandre-hauw/profil/spieler/45085
Olympique Lyon,François Clerc,22,France,Right-Back,RB,£225Th.,FC Toulouse,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/francois-clerc/profil/spieler/12134
Olympique Lyon,Demba Touré,20,Senegal,Second Striker,SS,£990Th.,Grasshopper Club Zurich,Switzerland,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/demba-toure/profil/spieler/20044
Olympique Lyon,Rémy Vercoutre,25,France,Goalkeeper,GK,£900Th.,RC Strasbourg Alsace,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/remy-vercoutre/profil/spieler/5338
Olympique Lyon,Romain Sartre,22,France,Centre-Back,CB,£135Th.,Stade Lavallois,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/romain-sartre/profil/spieler/12128
Olympique Lyon,Julien Viale,23,France,Centre-Forward,CF,£900Th.,Stade Reims,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/julien-viale/profil/spieler/12135
LOSC Lille,Abdul Kader Keita,23,Cote d'Ivoire,Right Winger,RW,-,Al Sadd Sports Club,Qatar,£2.70m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/abdul-kader-keita/profil/spieler/33366
LOSC Lille,Daniel Gygax,23,Switzerland,Attacking Midfield,AM,£1.80m,FC Zürich,Switzerland,£675Th.,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/daniel-gygax/profil/spieler/4951
LOSC Lille,Stephan Lichtsteiner,21,Switzerland,Right-Back,RB,£1.26m,Grasshopper Club Zurich,Switzerland,£585Th.,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/stephan-lichtsteiner/profil/spieler/2865
LOSC Lille,Flavien Le Postollec,21,France,Defensive Midfield,DM,-,FC Martigues,France,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/flavien-le-postollec/profil/spieler/38399
LOSC Lille,Hicham Aboucherouane,24,Morocco,Left Winger,LW,-,Raja Club Athletic Casablanca,Morocco,Loan,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/hicham-aboucherouane/profil/spieler/33636
LOSC Lille,Samuel Robail,20,France,Attacking Midfield,AM,-,LOSC Lille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/samuel-robail/profil/spieler/33641
LOSC Lille,Mathieu Robail,20,France,Left Midfield,LM,-,LOSC Lille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/mathieu-robail/profil/spieler/33640
LOSC Lille,Larsen Touré,21,Guinea,Right Winger,RW,-,LOSC Lille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/larsen-toure/profil/spieler/37516
LOSC Lille,Serge Djamba-Shango,23,Belgium,Left Winger,LW,£720Th.,KV Oostende,Belgium,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/serge-djamba-shango/profil/spieler/12521
AS Monaco,Camel Meriem,25,France,Attacking Midfield,AM,£5.40m,FC Girondins Bordeaux,France,£5.40m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/camel-meriem/profil/spieler/5376
AS Monaco,Guillaume Warmuz,35,France,Goalkeeper,GK,£450Th.,Borussia Dortmund,Germany,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/guillaume-warmuz/profil/spieler/3552
AS Monaco,Toifilou Maoulida,26,France,Centre-Forward,CF,£2.70m,Stade Rennais FC,France,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/toifilou-maoulida/profil/spieler/5680
AS Monaco,Gerard López,26,Spain,Central Midfield,CM,£3.15m,FC Barcelona,Spain,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/gerard-lopez/profil/spieler/7599
AS Monaco,Olivier Sorlin,26,France,Defensive Midfield,DM,£3.15m,Stade Rennais FC,France,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/olivier-sorlin/profil/spieler/5676
AS Monaco,Olivier Kapo,24,France,Attacking Midfield,AM,£3.60m,Juventus FC,Italy,Loan,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/olivier-kapo/profil/spieler/5438
AS Monaco,Serge Gakpé,18,Togo,Right Winger,RW,-,AS Monaco B,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/serge-gakpe/profil/spieler/36293
AS Monaco,Jimmy Juan,21,France,Central Midfield,CM,£675Th.,Ipswich Town,England,"End of loanMay 19, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/jimmy-juan/profil/spieler/14849
AS Monaco,Olivier Veigneau,19,France,Left-Back,LB,-,AS Monaco B,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/olivier-veigneau/profil/spieler/31773
AS Monaco,Stéphane Ruffier,18,France,Goalkeeper,GK,-,AS Monaco B,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/stephane-ruffier/profil/spieler/39910
AS Monaco,Nicolas Maurice-Belay,20,France,Left Midfield,LM,£90Th.,AS Monaco B,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-maurice-belay/profil/spieler/16591
AS Monaco,Malaury Martin,16,France,Defensive Midfield,DM,-,AS Monaco B,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/malaury-martin/profil/spieler/40875
AS Monaco,Arnaud Lescure,19,France,Centre-Back,CB,£180Th.,AS Monaco U19,Monaco,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/arnaud-lescure/profil/spieler/16590
AS Monaco,Djibril Sidibé,23,Mali,Defensive Midfield,DM,£1.08m,SC Bastia,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/djibril-sidibe/profil/spieler/5301
AS Monaco,Éric Cubilier,25,France,Right-Back,RB,£1.13m,RC Lens,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/eric-cubilier/profil/spieler/5284
AS Monaco,Marco Ramos,22,Portugal,Left-Back,LB,£180Th.,US Créteil-Lusitanos,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/marco-ramos/profil/spieler/16477
AS Monaco,Nicolas Hislen,22,France,Defensive Midfield,DM,£45Th.,FC Lorient,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/nicolas-hislen/profil/spieler/14848
Stade Rennais FC,John Utaka,23,Nigeria,Left Winger,LW,£6.30m,RC Lens,France,£5.40m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/john-utaka/profil/spieler/5495
Stade Rennais FC,Erik Edman,26,Sweden,Left-Back,LB,£2.70m,Tottenham Hotspur,England,£2.70m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/erik-edman/profil/spieler/4394
Stade Rennais FC,Youssouf Hadji,25,Morocco,Centre-Forward,CF,£1.80m,SC Bastia,France,£1.44m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/youssouf-hadji/profil/spieler/5345
Stade Rennais FC,Cheick N'Diaye,20,Senegal,Goalkeeper,GK,-,Olympique Noisy-le-Sec,France,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/cheick-ndiaye/profil/spieler/34053
Stade Rennais FC,Alain Rochat,22,Switzerland,Centre-Back,CB,£1.80m,BSC Young Boys,Switzerland,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/alain-rochat/profil/spieler/4843
Stade Rennais FC,Stéphane Mbia,19,Cameroon,Defensive Midfield,DM,£225Th.,FC Stade Rennes B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/stephane-mbia/profil/spieler/27470
Stade Rennais FC,Amadou Coulibaly,20,Burkina Faso,Centre-Back,CB,-,FC Stade Rennes B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/amadou-coulibaly/profil/spieler/45079
Stade Rennais FC,Florent Chaigneau,22,France,Goalkeeper,GK,-,Brighton & Hove Albion,England,"End of loanMay 31, 2006",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/florent-chaigneau/profil/spieler/8498
Stade Rennais FC,Arthur Sorin,19,France,Centre-Back,CB,£45Th.,FC Stade Rennes B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/arthur-sorin/profil/spieler/30699
Stade Rennais FC,Sébastien Puygrenier,23,France,Centre-Back,CB,£45Th.,AS Nancy-Lorraine,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/sebastien-puygrenier/profil/spieler/5667
Stade Rennais FC,Frédéric Piquionne,26,Martinique,Centre-Forward,CF,£3.60m,AS Saint-Étienne,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/frederic-piquionne/profil/spieler/5683
Olympique Marseille,Mamadou Niang,25,Senegal,Centre-Forward,CF,£4.50m,RC Strasbourg Alsace,France,£6.30m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/mamadou-niang/profil/spieler/6118
Olympique Marseille,Lorik Cana,22,Albania,Centre-Back,CB,£2.52m,Paris Saint-Germain,France,£3.60m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/lorik-cana/profil/spieler/12149
Olympique Marseille,Bostjan Cesar,22,Slovenia,Centre-Back,CB,£900Th.,GNK Dinamo Zagreb,Croatia,£2.25m,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/bostjan-cesar/profil/spieler/24606
Olympique Marseille,Christian Giménez,30,Argentina,Centre-Forward,CF,£2.25m,FC Basel 1893,Switzerland,£630Th.,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/christian-gimenez/profil/spieler/2898
Olympique Marseille,Wilson Oruma,28,Nigeria,Attacking Midfield,AM,£2.70m,FC Sochaux-Montbéliard,France,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/wilson-oruma/profil/spieler/3915
Olympique Marseille,Franck Ribéry,22,France,Left Winger,LW,£4.73m,Galatasaray SK,Turkey,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/franck-ribery/profil/spieler/22068
Olympique Marseille,Sabri Lamouchi,33,France,Central Midfield,CM,£90Th.,FC Internazionale,Italy,Free transfer,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/sabri-lamouchi/profil/spieler/5872
Olympique Marseille,Andrés Mendoza,27,Peru,Centre-Forward,CF,£3.15m,Metallurg Donetsk,Ukraine,Loan,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/andres-mendoza/profil/spieler/9650
Olympique Marseille,Yannick Quesnel,31,France,Goalkeeper,GK,£450Th.,SL Benfica,Portugal,Loan,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/yannick-quesnel/profil/spieler/14360
Olympique Marseille,André Luis,25,Brazil,Centre-Back,CB,£2.70m,SL Benfica,Portugal,Loan,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/andre-luis/profil/spieler/18730
Olympique Marseille,Salomon Olembé,25,Cameroon,Left Midfield,LM,£2.70m,Al Rayyan Sports Club,Qatar,"End of loanMay 1, 2006",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/salomon-olembe/profil/spieler/5326
Olympique Marseille,Mohamed Dennoun,19,France,Attacking Midfield,AM,-,Olympique de Marseille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/mohamed-dennoun/profil/spieler/38474
Olympique Marseille,Khalifa Ba,19,Senegal,Centre-Back,CB,-,Olympique de Marseille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/khalifa-ba/profil/spieler/33457
Olympique Marseille,Thomas Deruda,18,France,Central Midfield,CM,-,Olympique de Marseille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/thomas-deruda/profil/spieler/38357
Olympique Marseille,Fabien Barthez,34,France,Goalkeeper,GK,£4.50m,,Ban,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/fabien-barthez/profil/spieler/3289
Olympique Marseille,Rudi Skacel,26,Czech Republic,Left Midfield,LM,£2.25m,Heart of Midlothian FC,Scotland,"End of loanMay 1, 2006",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/rudi-skacel/profil/spieler/9524
Olympique Marseille,Fabrice Begeorgi,18,France,Left-Back,LB,-,Olympique de Marseille B,France,-,In,2005,s,ligue-1,https://www.transfermarkt.co.uk/fabrice-begeorgi/profil/spieler/36911
Olympique Marseille,Fabio Celestini,29,Switzerland,Defensive Midfield,DM,£1.35m,Levante UD,Spain,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/fabio-celestini/profil/spieler/6134
Olympique Marseille,Cédric Carrasso,23,France,Goalkeeper,GK,£270Th.,EA Guingamp,France,"End of loanJun 30, 2005",In,2005,s,ligue-1,https://www.transfermarkt.co.uk/cedric-carrasso/profil/spieler/5308
