Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Bayern Munich,Valérien Ismaël,29,France,Centre-Back,CB,£7.65m,SV Werder Bremen,Germany,£7.65m,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/valerien-ismael/profil/spieler/3574
Bayern Munich,Ali Karimi,26,Iran,Attacking Midfield,AM,£4.28m,Al-Ahli Dubai Club,United Arab Emirates,Free transfer,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/ali-karimi/profil/spieler/15412
Bayern Munich,Bernd Dreher,38,Germany,Goalkeeper,GK,-,,Career break,-,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/bernd-dreher/profil/spieler/196
Bayern Munich,Andreas Ottl,20,Germany,Defensive Midfield,DM,£225Th.,FC Bayern Munich II,Germany,-,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/andreas-ottl/profil/spieler/14856
Bayern Munich,Philipp Lahm,21,Germany,Right-Back,RB,£6.30m,VfB Stuttgart,Germany,"End of loanJun 30, 2005",In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/philipp-lahm/profil/spieler/2219
Borussia Dortmund,Ebi Smolarek,24,Poland,Centre-Forward,CF,£1.58m,Feyenoord Rotterdam,Netherlands,£675Th.,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/ebi-smolarek/profil/spieler/4388
Borussia Dortmund,Delron Buckley,27,South Africa,Left Winger,LW,£2.25m,Arminia Bielefeld,Germany,£383Th.,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/delron-buckley/profil/spieler/620
Borussia Dortmund,Dennis Gentenaar,29,Netherlands,Goalkeeper,GK,£2.25m,NEC Nijmegen,Netherlands,£135Th.,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/dennis-gentenaar/profil/spieler/4513
Borussia Dortmund,Philipp Degen,22,Switzerland,Right-Back,RB,£1.80m,FC Basel 1893,Switzerland,Free transfer,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/philipp-degen/profil/spieler/2895
Borussia Dortmund,Bernd Meier,33,Germany,Goalkeeper,GK,£225Th.,LR Ahlen,Germany,Free transfer,In,2005,s,1-bundesliga,https://www.transfermarkt.co.uk/bernd-meier/profil/spieler/787
