Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
FC Girondins Bordeaux,Stéphane Ziani,27,France,Attacking Midfield,AM,-,Deportivo de La Coruña,Spain,£6.35m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/stephane-ziani/profil/spieler/5514
FC Girondins Bordeaux,Jérôme Bonnissel,26,France,Left-Back,LB,-,Deportivo de La Coruña,Spain,£6.35m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/jerome-bonnissel/profil/spieler/3911
FC Girondins Bordeaux,Mathieu Beda,17,France,Centre-Back,CB,-,AS Cannes,France,£405Th.,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/mathieu-beda/profil/spieler/5367
FC Girondins Bordeaux,Corentin Martins,30,France,Attacking Midfield,AM,-,RC Strasbourg Alsace,France,Loan,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/corentin-martins/profil/spieler/5623
FC Girondins Bordeaux,Sylvain Legwinski,26,France,Left Midfield,LM,-,AS Monaco,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/sylvain-legwinski/profil/spieler/3815
FC Girondins Bordeaux,Francois Dubourdeau,18,France,Goalkeeper,GK,-,AS Angoulême Charente 92,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/francois-dubourdeau/profil/spieler/8786
FC Girondins Bordeaux,Laurent Batlles,23,France,Attacking Midfield,AM,-,FC Toulouse,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/laurent-batlles/profil/spieler/5669
FC Girondins Bordeaux,Christophe Sanchez,27,France,Centre-Forward,CF,-,Bologna FC 1909,Italy,Loan,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/christophe-sanchez/profil/spieler/5386
FC Girondins Bordeaux,Teddy Richert,24,France,Goalkeeper,GK,-,FC Toulouse,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/teddy-richert/profil/spieler/5388
FC Girondins Bordeaux,Jean-Christophe Rouviere,24,France,Defensive Midfield,DM,-,HSC Montpellier,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/jean-christophe-rouviere/profil/spieler/5706
FC Girondins Bordeaux,Giuseppe Colucci,18,Italy,Central Midfield,CM,-,AS Roma,Italy,Loan,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/giuseppe-colucci/profil/spieler/6717
FC Girondins Bordeaux,Yannick Coudouel,18,France,Goalkeeper,GK,-,FC Girondins Bordeaux U19,France,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/yannick-coudouel/profil/spieler/20195
FC Girondins Bordeaux,Marc Zanotti,23,France,Left Midfield,LM,-,AS Saint-Étienne,France,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/marc-zanotti/profil/spieler/151321
AS Monaco,Rafael Márquez,20,Mexico,Centre-Back,CB,-,Atlas Guadalajara,Mexico,£4.05m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/rafael-marquez/profil/spieler/2904
AS Monaco,Marco Simone,30,Italy,Centre-Forward,CF,-,Paris Saint-Germain,France,£990Th.,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/marco-simone/profil/spieler/3524
AS Monaco,Pablo Contreras,20,Chile,Centre-Back,CB,-,CSD Colo Colo,Chile,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/pablo-contreras/profil/spieler/14520
AS Monaco,Ebeli M'Bombo,18,DR Congo,Defender,Defender,-,,Unknown,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/ebeli-mbombo/profil/spieler/158103
AS Monaco,Patrice Luzi,18,France,Goalkeeper,GK,-,AS Monaco B,Monaco,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/patrice-luzi/profil/spieler/3595
AS Monaco,Renaud Connen,19,Monaco,Attacking Midfield,AM,-,AS Monaco B,Monaco,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/renaud-connen/profil/spieler/5726
AS Monaco,Dado Prso,24,Croatia,Centre-Forward,CF,-,AC Ajaccio,France,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/dado-prso/profil/spieler/4178
Olympique Marseille,Stéphane Dalmat,20,France,Central Midfield,CM,-,RC Lens,France,£9.54m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/stephane-dalmat/profil/spieler/7259
Olympique Marseille,Ibrahima Bakayoko,22,Cote d'Ivoire,Centre-Forward,CF,-,Everton FC,England,£5.40m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/ibrahima-bakayoko/profil/spieler/3899
Olympique Marseille,Kaba Diawara,23,Guinea,Centre-Forward,CF,-,Arsenal FC,England,£3.15m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/kaba-diawara/profil/spieler/5571
Olympique Marseille,Pablo Calandria,17,Argentina,Centre-Forward,CF,-,Club Atlético Huracán,Argentina,£1.80m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/pablo-calandria/profil/spieler/60883
Olympique Marseille,Dramane Coulibaly,20,Mali,Centre-Forward,CF,-,Centre Salif Keita Bamako,Mali,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/dramane-coulibaly/profil/spieler/76266
Olympique Marseille,Éric Decroix,30,France,Centre-Back,CB,-,FC Nantes,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/eric-decroix/profil/spieler/134024
Olympique Marseille,Iván De La Peña,23,Spain,Attacking Midfield,AM,-,SS Lazio,Italy,Loan,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/ivan-de-la-pena/profil/spieler/8037
Olympique Marseille,Sébastien Pérez,25,France,Right-Back,RB,-,Blackburn Rovers,England,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/sebastien-perez/profil/spieler/5316
Olympique Marseille,Lilian Martin,28,France,Right-Back,RB,-,AS Monaco,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/lilian-martin/profil/spieler/156976
Olympique Marseille,Lamine Diatta,23,Senegal,Centre-Back,CB,-,FC Toulouse,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/lamine-diatta/profil/spieler/3907
Olympique Marseille,Stéphane Trévisan,25,France,Goalkeeper,GK,-,EA Guingamp,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/stephane-trevisan/profil/spieler/5716
Olympique Marseille,Seydou Keita,19,Mali,Central Midfield,CM,-,Olympique de Marseille B,France,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/seydou-keita/profil/spieler/5486
Olympique Marseille,Loris Reina,19,France,Left-Back,LB,-,Olympique de Marseille B,France,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/loris-reina/profil/spieler/5317
Olympique Marseille,Yannick Fischer,24,France,Centre-Back,CB,-,FC Lorient,France,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/yannick-fischer/profil/spieler/5613
Olympique Marseille,Bobo Balde,23,Guinea,Centre-Back,CB,-,AS Cannes,France,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/bobo-balde/profil/spieler/9488
Stade Rennais FC,Julien Escudé,19,France,Centre-Back,CB,-,AS Cannes,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/julien-escude/profil/spieler/3573
Stade Rennais FC,Christian Bassila,21,France,Centre-Back,CB,-,Olympique Lyon,France,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/christian-bassila/profil/spieler/3922
Stade Rennais FC,El-Hadji Diouf,18,Senegal,Centre-Forward,CF,-,FC Sochaux-Montbéliard,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/el-hadji-diouf/profil/spieler/3604
Stade Rennais FC,Grégory Malicki,25,France,Goalkeeper,GK,-,FC Chamois Niort,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/gregory-malicki/profil/spieler/5632
Stade Rennais FC,Franck Gava,29,France,Left Midfield,LM,-,AS Monaco,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/franck-gava/profil/spieler/158092
Stade Rennais FC,Steven Pelé,17,France,Centre-Back,CB,-,FC Gueugnon,France,?,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/steven-pele/profil/spieler/6277
Stade Rennais FC,Amadou Makhtar N'Diaye,17,Senegal,Defensive Midfield,DM,-,FC Stade Rennes U19,France,-,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/amadou-makhtar-ndiaye/profil/spieler/3909
Stade Rennais FC,Jean-Claude Darcheville,23,French Guiana,Centre-Forward,CF,-,Nottingham Forest,England,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/jean-claude-darcheville/profil/spieler/5382
Stade Rennais FC,Elie Kroupi,19,Cote d'Ivoire,Centre-Forward,CF,-,Association sportive d'origine arménienne de Valence,France,"End of loanJun 30, 1999",In,1999,s,ligue-1,https://www.transfermarkt.co.uk/elie-kroupi/profil/spieler/16232
AJ Auxerre,Stéphane Guivarc'h,28,France,Centre-Forward,CF,-,Rangers FC,Scotland,£3.47m,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/stephane-guivarch/profil/spieler/102753
AJ Auxerre,Alexandre Comisetti,25,Switzerland,Left Midfield,LM,-,Grasshopper Club Zurich,Switzerland,Free transfer,In,1999,s,ligue-1,https://www.transfermarkt.co.uk/alexandre-comisetti/profil/spieler/4817
